frame_idx,time_s,x_center,y_center,width,height,bbox_area_px,mask_area_sam_px,mask_perimeter_sam_px
4575,152.65265,2716.65,1209.96,26.92,21.72,584.52,559,91.25
4576,152.68602,2716.44,1210.11,26.5,21.78,577.12,553,91.25
4577,152.71939,2716.26,1210.27,26.37,21.94,578.57,546,89.01
4578,152.75275,2716.22,1210.56,26.45,22.23,587.91,547,89.01
4579,152.78612,2716.09,1210.96,26.29,22.32,586.88,544,89.6
4580,152.81949,2715.91,1211.11,25.89,22.31,577.46,544,89.6
4581,152.85285,2715.86,1211.51,25.72,22.33,574.46,535,88.18
4582,152.88622,2715.84,1211.94,25.51,22.35,570.31,530,87.94
4583,152.91959,2715.95,1212.44,25.2,22.13,557.56,535,89.36
4584,152.95295,2715.97,1212.68,25.29,21.96,555.24,545,89.36
4585,152.98632,2716.11,1213.02,24.9,21.76,541.96,527,87.11
4586,153.01969,2716.13,1213.35,25.1,21.67,543.98,535,88.53
4587,153.05305,2716.25,1213.53,25.01,21.52,538.16,534,89.94
4588,153.08642,2716.15,1213.61,24.86,21.38,531.51,545,89.11
4589,153.11979,2716.05,1213.95,24.95,21.69,541.02,538,89.11
4590,153.15315,2716.11,1213.91,24.87,21.61,537.49,541,89.11
4591,153.18652,2715.94,1214.25,24.98,21.93,547.86,550,89.94
4592,153.21989,2715.82,1214.5,24.98,21.94,548.14,545,89.94
4593,153.25325,2715.85,1214.71,25.12,21.87,549.32,539,90.18
4594,153.28662,2715.84,1214.94,25.23,21.93,553.38,546,90.18
4595,153.31999,2715.61,1215.15,25.06,22.12,554.56,544,88.77
4596,153.35335,2715.74,1215.38,24.87,22.13,550.33,549,89.36
4597,153.38672,2715.79,1215.6,25.05,22.12,554.14,552,89.11
4598,153.42009,2715.69,1216.08,24.95,21.7,541.44,548,89.94
4599,153.45345,2715.72,1216.63,24.82,21.82,541.47,538,88.53
4600,153.48682,2715.73,1217.12,24.69,22.21,548.33,533,87.94
4601,153.52019,2715.62,1217.62,24.38,22.31,544.03,544,88.77
4602,153.55355,2715.5,1217.81,24.24,22.35,541.89,549,87.94
4603,153.58692,2715.59,1217.97,24.29,22.13,537.64,549,87.36
4604,153.62029,2715.47,1218.12,23.95,22.31,534.27,548,87.94
4605,153.65365,2715.04,1218.2,24.13,22.15,534.41,563,90.18
4606,153.68702,2715.02,1218.28,24.54,22.03,540.58,569,90.18
4607,153.72039,2714.7,1218.24,23.98,21.99,527.23,557,90.18
4608,153.75375,2714.91,1218.21,23.63,22.26,526.07,551,89.36
4609,153.78712,2714.84,1218.06,23.51,22.27,523.59,560,89.36
4610,153.82049,2714.44,1218.01,23.2,22.25,516.19,557,89.36
4611,153.85385,2714.28,1218.03,22.84,22.06,503.91,546,87.7
4612,153.88722,2714.22,1217.99,22.77,22.35,509.06,549,87.7
4613,153.92059,2714.19,1217.98,22.65,22.38,506.79,555,88.53
4614,153.95395,2714.13,1217.98,22.71,22.38,508.22,559,89.11
4615,153.98732,2714.07,1217.89,22.62,22.33,505.22,551,88.53
4616,154.02069,2714.13,1217.96,22.61,22.6,511.02,547,88.53
4617,154.05405,2714.07,1218.04,22.68,22.5,510.38,548,88.53
4618,154.08742,2714.08,1218.11,22.53,22.71,511.69,558,88.53
4619,154.12079,2713.95,1218.22,22.45,22.79,511.52,543,87.11
4620,154.15415,2713.8,1218.4,22.33,22.77,508.29,549,89.36
4621,154.18752,2713.82,1218.55,22.51,22.77,512.61,553,89.36
4622,154.22089,2713.76,1218.74,22.37,22.64,506.44,551,89.36
4623,154.25425,2713.78,1218.85,22.26,22.8,507.6,544,88.18
4624,154.28762,2713.62,1218.97,22.5,22.59,508.28,546,88.77
4625,154.32099,2713.54,1219.24,22.55,22.57,509.03,548,89.6
4626,154.35435,2713.48,1219.52,22.66,22.59,512.05,549,90.18
4627,154.38772,2713.22,1219.85,22.85,22.6,516.5,568,92.43
4628,154.42109,2713.16,1220.01,22.94,22.87,524.58,564,90.43
4629,154.45445,2713.25,1220.24,22.86,23.32,533.04,565,91.84
4630,154.48782,2713.37,1220.45,22.75,23.69,538.79,571,91.84
4631,154.52119,2713.4,1220.59,22.53,23.52,529.93,578,91.84
4632,154.55455,2713.57,1220.55,21.96,23.62,518.69,560,91.6
4633,154.58792,2713.38,1220.87,21.93,23.63,518.31,548,90.77
4634,154.62129,2713.64,1220.98,22.03,23.53,518.32,544,91.01
4635,154.65465,2713.28,1221.23,21.91,23.25,509.48,539,90.18
4636,154.68802,2713.01,1221.96,22.12,22.93,507.26,535,86.77
4637,154.72139,2713.02,1222.36,22.03,23.22,511.54,544,90.18
4638,154.75475,2712.91,1222.62,22.24,23.12,514.24,540,88.77
4639,154.78812,2712.84,1222.84,22.35,23.14,517.34,547,89.36
4640,154.82149,2712.65,1223.12,22.75,23.34,531.01,561,90.77
4641,154.85485,2712.68,1223.23,22.68,23.35,529.52,554,89.36
4642,154.88822,2712.95,1223.36,22.2,23.45,520.49,549,88.77
4643,154.92159,2712.97,1223.37,22.19,23.64,524.52,550,90.18
4644,154.95495,2712.99,1223.31,22.24,23.84,530.2,553,90.18
4645,154.98832,2712.96,1223.54,22.27,23.91,532.32,564,90.18
4646,155.02169,2712.96,1223.56,22.33,23.86,532.74,562,90.18
4647,155.05506,2712.98,1223.5,22.24,23.94,532.26,561,90.18
4648,155.08842,2712.92,1223.62,22.32,24.11,538.25,564,91.6
4649,155.12179,2712.95,1223.71,22.21,23.93,531.41,556,91.6
4650,155.15516,2712.92,1224.38,22.23,23.91,531.47,542,89.6
4651,155.18852,2712.71,1224.63,22.61,23.98,542.14,558,90.18
4652,155.22189,2712.68,1224.88,22.69,24.01,544.95,562,91.6
4653,155.25526,2712.78,1224.96,22.51,24.04,541.15,557,91.6
4654,155.28862,2712.67,1225.16,22.71,24.1,547.26,559,90.77
4655,155.32199,2712.59,1225.44,22.85,23.89,546.02,559,89.94
4656,155.35536,2712.43,1225.68,23.17,23.97,555.43,549,89.94
4657,155.38872,2711.55,1225.89,23.13,24.13,557.94,545,88.53
4658,155.42209,2711.46,1226.04,22.93,24.04,551.34,529,88.53
4659,155.45546,2711.54,1226.41,23.11,24.21,559.45,527,86.53
4660,155.48882,2711.54,1226.7,23.1,24.18,558.58,523,86.53
4661,155.52219,2711.51,1227.02,23.06,24.05,554.44,529,87.11
4662,155.55556,2711.53,1227.21,23.08,24.15,557.49,529,86.53
4663,155.58892,2712.6,1227.24,22.84,23.89,545.65,524,86.53
4664,155.62229,2712.59,1227.34,22.85,23.97,547.7,539,88.53
4665,155.65566,2712.58,1227.47,22.89,23.86,545.95,528,87.36
4666,155.68902,2712.6,1227.82,22.85,24.13,551.32,523,87.36
4667,155.72239,2712.69,1228.12,22.68,24.22,549.27,529,87.94
4668,155.75576,2712.66,1228.33,22.75,24.29,552.67,533,89.36
4669,155.78912,2712.63,1228.52,22.83,24.5,559.45,528,86.53
4670,155.82249,2712.62,1228.71,22.83,24.46,558.3,526,88.77
4671,155.85586,2712.79,1228.94,22.5,24.48,550.74,522,87.36
4672,155.88922,2712.94,1229.19,22.2,24.47,543.05,524,87.36
4673,155.92259,2712.87,1229.39,22.31,24.07,536.84,524,87.11
4674,155.95596,2712.98,1229.83,22.09,23.93,528.58,518,87.11
4675,155.98932,2713.09,1230.14,21.88,23.59,516.11,515,87.36
4676,156.02269,2713.13,1230.63,21.8,23.69,516.59,527,87.36
4677,156.05606,2713.27,1231.09,21.6,23.9,516.14,530,87.94
4678,156.08942,2713.34,1231.7,21.61,23.81,514.48,536,87.11
4679,156.12279,2713.32,1232.14,21.62,24.06,520.33,541,88.53
4680,156.15616,2713.41,1232.5,21.54,23.91,514.92,534,88.53
4681,156.18952,2713.59,1232.85,21.74,24.21,526.35,552,90.53
4682,156.22289,2713.77,1233.3,21.74,24.49,532.46,552,91.94
4683,156.25626,2713.83,1233.54,21.88,24.79,542.38,551,91.94
4684,156.28962,2713.95,1233.66,21.97,25.1,551.49,550,91.36
4685,156.32299,2714.05,1234.18,21.64,25.59,553.79,549,89.94
4686,156.35636,2713.98,1234.41,21.65,25.52,552.6,546,89.94
4687,156.38972,2713.93,1234.69,21.52,25.58,550.44,539,91.36
4688,156.42309,2713.9,1234.75,21.61,25.55,552.07,548,91.94
4689,156.45646,2713.92,1234.91,21.58,25.52,550.71,543,89.94
4690,156.48982,2713.92,1235.03,21.51,25.5,548.53,538,92.18
4691,156.52319,2713.79,1235.41,21.13,25.21,532.65,541,91.36
4692,156.55656,2713.83,1235.52,20.99,25.27,530.22,552,92.77
4693,156.58992,2713.77,1235.6,21.22,25.36,538.15,545,91.94
4694,156.62329,2713.66,1235.8,21.34,25.39,541.78,542,89.94
4695,156.65666,2713.62,1235.85,21.39,25.34,542.02,557,91.94
4696,156.69002,2713.74,1235.92,21.34,25.29,539.69,554,91.94
4697,156.72339,2713.68,1236.15,21.21,25.21,534.53,553,91.94
4698,156.75676,2713.63,1236.51,21.17,25.02,529.82,542,91.11
4699,156.79012,2713.64,1236.76,21.17,25.11,531.49,548,91.11
4700,156.82349,2713.63,1237.22,21.24,25.3,537.4,546,90.53
4701,156.85686,2713.66,1237.63,20.99,25.23,529.7,544,91.94
4702,156.89022,2713.73,1238.08,20.97,25.17,527.86,539,92.53
4703,156.92359,2713.85,1238.35,20.8,25.33,526.91,539,92.53
4704,156.95696,2713.95,1238.61,21.05,25.07,527.62,537,91.11
4705,156.99032,2714.09,1238.57,21.04,25.0,525.88,535,92.18
4706,157.02369,2714.19,1238.84,21.34,24.9,531.38,544,92.77
4707,157.05706,2714.2,1239.28,21.33,24.87,530.56,553,92.53
4708,157.09042,2714.26,1239.69,21.36,24.84,530.62,548,91.94
4709,157.12379,2714.41,1240.19,21.33,25.09,535.16,547,89.94
4710,157.15716,2714.65,1240.73,21.12,25.07,529.52,548,89.94
4711,157.19052,2714.69,1241.34,21.21,25.2,534.55,533,87.94
4712,157.22389,2715.14,1241.57,20.72,25.12,520.55,515,87.94
4713,157.25726,2715.06,1242.08,20.85,24.94,520.09,516,87.36
4714,157.29062,2714.98,1242.51,20.95,25.07,525.18,515,87.94
4715,157.32399,2714.99,1243.08,21.19,25.34,537.08,525,88.18
4716,157.35736,2715.28,1243.35,21.17,25.62,542.4,528,88.77
4717,157.39072,2715.5,1243.75,21.28,25.61,545.16,532,88.77
4718,157.42409,2715.75,1243.98,21.46,25.54,548.22,519,87.94
4719,157.45746,2715.97,1244.15,21.52,25.65,552.16,509,87.36
4720,157.49082,2716.02,1244.49,21.55,25.66,552.95,511,87.36
4721,157.52419,2716.17,1244.8,21.41,25.76,551.4,513,88.18
4722,157.55756,2716.08,1244.89,21.4,25.53,546.35,511,86.77
4723,157.59092,2715.84,1245.2,21.14,25.64,541.93,509,85.94
4724,157.62429,2715.86,1245.56,21.22,25.62,543.66,505,85.94
4725,157.65766,2715.82,1245.85,21.12,25.69,542.56,520,86.53
4726,157.69102,2715.79,1246.07,21.24,25.45,540.45,510,86.77
4727,157.72439,2715.93,1246.31,21.19,25.37,537.44,515,87.36
4728,157.75776,2716.06,1246.47,21.09,25.53,538.55,511,86.77
4729,157.79112,2715.97,1246.84,21.2,25.36,537.53,513,86.77
4730,157.82449,2715.91,1246.81,21.04,25.29,532.18,524,87.6
4731,157.85786,2715.97,1247.0,20.92,25.06,524.31,511,86.77
4732,157.89122,2716.09,1247.02,20.86,25.05,522.57,515,86.77
4733,157.92459,2716.17,1247.15,20.98,24.96,523.69,507,86.18
4734,157.95796,2716.24,1247.31,21.28,25.06,533.42,499,86.77
4735,157.99132,2716.06,1247.4,21.28,24.84,528.61,500,86.77
4736,158.02469,2715.85,1247.53,21.49,25.1,539.43,506,86.77
4737,158.05806,2715.52,1247.75,22.19,25.44,564.38,523,87.6
4738,158.09142,2715.77,1247.82,21.82,25.58,558.15,511,86.18
4739,158.12479,2715.59,1248.03,21.5,25.44,546.89,502,84.77
4740,158.15816,2715.67,1248.48,20.64,24.91,514.23,494,85.36
4741,158.19152,2715.55,1248.57,20.58,24.97,514.03,494,85.11
4742,158.22489,2715.46,1248.81,20.82,25.01,520.85,491,84.28
4743,158.25826,2715.16,1249.29,20.92,25.22,527.68,502,86.53
4744,158.29162,2714.85,1249.67,20.93,25.29,529.49,505,87.11
4745,158.32499,2714.86,1250.04,20.85,25.58,533.47,513,88.53
4746,158.35836,2714.7,1250.43,20.87,25.6,534.22,516,88.53
4747,158.39173,2714.7,1250.68,20.99,25.59,537.12,527,90.77
4748,158.42509,2714.8,1250.77,20.86,25.41,530.05,529,89.94
4749,158.45846,2714.85,1251.04,20.83,25.31,527.24,520,90.53
4750,158.49183,2714.78,1251.24,21.06,25.31,533.15,523,89.94
4751,158.52519,2714.58,1251.67,20.92,25.06,524.44,517,91.36
4752,158.55856,2714.69,1252.28,21.17,25.0,529.15,516,89.36
4753,158.59193,2714.55,1252.9,21.13,25.17,531.87,524,88.77
4754,158.62529,2714.37,1253.21,21.0,24.88,522.46,515,88.53
4755,158.65866,2714.43,1253.7,21.16,24.73,523.27,530,89.94
4756,158.69203,2714.59,1254.05,21.21,24.7,523.84,535,89.94
4757,158.72539,2714.74,1254.31,21.21,24.61,521.93,536,90.77
4758,158.75876,2714.9,1254.59,21.29,24.74,526.73,527,88.53
4759,158.79213,2715.1,1255.1,21.1,24.53,517.55,514,87.94
4760,158.82549,2715.21,1255.64,21.04,24.54,516.41,506,86.53
4761,158.85886,2715.53,1256.05,20.96,24.63,516.27,503,85.11
4762,158.89223,2715.78,1256.3,20.85,24.31,506.92,501,85.11
4763,158.92559,2715.88,1256.6,21.0,24.26,509.38,500,83.11
4764,158.95896,2715.87,1257.03,21.06,24.06,506.69,507,83.7
4765,158.99233,2716.2,1257.38,21.31,24.05,512.71,520,84.53
4766,159.02569,2716.33,1257.69,21.16,23.69,501.4,523,85.7
4767,159.05906,2716.31,1258.13,21.1,23.65,499.0,524,85.11
4768,159.09243,2716.44,1258.44,20.99,23.97,503.25,524,84.53
4769,159.12579,2716.46,1258.9,20.73,24.33,504.47,532,86.53
4770,159.15916,2716.44,1259.2,21.0,24.67,518.01,527,85.7
4771,159.19253,2716.41,1259.5,21.17,25.15,532.3,542,86.28
4772,159.22589,2716.54,1259.74,21.25,25.58,543.42,547,87.11
4773,159.25926,2716.44,1259.92,21.13,25.91,547.5,523,85.94
4774,159.29263,2716.39,1260.11,21.07,25.89,545.46,531,87.36
4775,159.32599,2716.34,1260.31,20.99,25.86,542.69,522,85.94
4776,159.35936,2716.43,1260.46,20.93,25.94,542.98,535,87.7
4777,159.39273,2716.27,1260.69,20.66,25.75,531.97,529,87.94
4778,159.42609,2716.13,1261.08,20.67,25.72,531.55,530,88.53
4779,159.45946,2716.16,1261.57,20.59,25.47,524.43,541,89.11
4780,159.49283,2716.06,1261.86,20.4,25.45,519.28,532,87.11
4781,159.52619,2716.15,1262.22,20.53,25.42,521.71,546,88.53
4782,159.55956,2716.04,1262.31,20.45,25.25,516.28,548,88.53
4783,159.59293,2716.08,1262.53,20.43,25.13,513.45,544,87.94
4784,159.62629,2715.92,1262.73,20.59,25.01,514.99,541,87.94
4785,159.65966,2715.99,1262.86,20.53,24.8,509.25,535,87.11
4786,159.69303,2716.1,1263.1,20.43,24.74,505.51,526,86.53
4787,159.72639,2716.21,1263.2,20.48,24.83,508.58,522,86.53
4788,159.75976,2716.23,1263.35,20.39,24.66,502.78,518,85.7
4789,159.79313,2716.36,1263.74,20.64,24.79,511.64,531,87.11
4790,159.82649,2716.54,1264.21,20.53,24.78,508.74,533,86.53
4791,159.85986,2716.55,1264.28,20.69,24.75,512.04,540,88.77
4792,159.89323,2716.91,1264.85,21.06,24.82,522.58,552,88.18
4793,159.92659,2716.97,1265.37,21.28,24.86,529.0,560,89.01
