jelly_id,frame_idx,x_center,y_center,width,height,marked,nb_pixels,balisee_id,dx,dy,displacement_px,speed_px_per_s,dt_frames
764,242,2282.6,1296.86,19.84,24.54,1,486.85,Balisée #3,1.5399999999999636,-1.050000000000182,1.8638937737972812,9.319468868986405,1.0
764,243,2283.97,1295.74,19.77,24.5,1,484.3,Balisée #3,1.3699999999998909,-1.1199999999998909,1.7695479648767525,8.847739824383762,1.0
764,244,2285.36,1294.6,19.74,24.39,1,481.32,Balisée #3,1.3900000000003274,-1.1400000000001,1.797692965998682,8.98846482999341,1.0
764,245,2287.09,1293.49,19.83,24.47,1,485.26,Balisée #3,1.7300000000000182,-1.1099999999999,2.055480479109408,10.277402395547039,1.0
764,246,2288.5,1292.69,19.9,24.34,1,484.44,Balisée #3,1.4099999999998545,-0.7999999999999545,1.621141573089629,8.105707865448146,1.0
764,247,2290.25,1291.63,19.95,24.17,1,482.25,Balisée #3,1.75,-1.0599999999999454,2.0459960899278093,10.229980449639047,1.0
764,248,2291.61,1290.18,19.91,23.98,1,477.36,Balisée #3,1.3600000000001273,-1.4500000000000455,1.9879889335709287,9.939944667854643,1.0
764,249,2293.02,1288.09,20.14,24.12,1,485.84,Balisée #3,1.4099999999998545,-2.0900000000001455,2.5211505310076583,12.605752655038291,1.0
764,250,2294.3,1286.82,20.1,23.77,1,477.87,Balisée #3,1.2800000000002,-1.2699999999999818,1.8031361568113669,9.015680784056833,1.0
764,251,2295.76,1285.69,19.85,23.19,1,460.3,Balisée #3,1.4600000000000364,-1.1299999999998818,1.8462123388169194,9.231061694084596,1.0
764,252,2297.89,1284.27,20.25,23.37,1,473.23,Balisée #3,2.1299999999996544,-1.4200000000000728,2.559941405579185,12.799707027895925,1.0
764,253,2299.56,1283.18,20.47,23.49,1,480.85,Balisée #3,1.6700000000000728,-1.0899999999999181,1.9942417105255983,9.971208552627992,1.0
764,254,2300.76,1281.7,20.79,23.76,1,493.82,Balisée #3,1.2000000000002728,-1.4800000000000182,1.9053608582105146,9.526804291052573,1.0
764,255,2302.05,1280.04,20.72,23.45,1,485.86,Balisée #3,1.2899999999999636,-1.6600000000000819,2.1023082552280905,10.511541276140452,1.0
764,256,2303.19,1278.35,20.74,23.3,1,483.09,Balisée #3,1.1399999999998727,-1.6900000000000546,2.0385534086699555,10.192767043349777,1.0
764,257,2303.93,1276.53,20.63,22.86,1,471.55,Balisée #3,0.7399999999997817,-1.8199999999999363,1.964688270438709,9.823441352193544,1.0
764,258,2304.8,1274.9,20.98,22.98,1,482.07,Balisée #3,0.8700000000003456,-1.6299999999998818,1.8476471524618048,9.238235762309024,1.0
764,259,2305.67,1273.95,20.78,22.57,1,469.07,Balisée #3,0.8699999999998909,-0.9500000000000455,1.288177006470732,6.440885032353661,1.0
764,260,2306.6,1273.48,20.76,22.25,1,461.91,Balisée #3,0.9299999999998363,-0.4700000000000273,1.0420172743288478,5.210086371644239,1.0
764,261,2307.88,1273.19,20.8,22.11,1,459.85,Balisée #3,1.2800000000002,-0.2899999999999636,1.3124404748408558,6.562202374204279,1.0
764,262,2308.59,1272.74,20.73,21.87,1,453.55,Balisée #3,0.7100000000000364,-0.4500000000000455,0.8405950273467554,4.202975136733777,1.0
764,263,2308.98,1270.84,20.73,21.64,1,448.44,Balisée #3,0.38999999999987267,-1.900000000000091,1.9396133635341468,9.698066817670734,1.0
764,264,2308.61,1269.26,20.32,21.02,1,427.28,Balisée #3,-0.36999999999989086,-1.5799999999999272,1.622744588652105,8.113722943260525,1.0
764,265,2308.94,1267.74,20.22,20.64,1,417.37,Balisée #3,0.32999999999992724,-1.5199999999999818,1.5554099138169,7.7770495690845,1.0
764,266,2308.51,1266.93,20.55,20.74,1,426.1,Balisée #3,-0.4299999999998363,-0.8099999999999454,0.9170605214487051,4.585302607243525,1.0
764,267,2308.99,1266.44,20.52,20.52,1,421.07,Balisée #3,0.47999999999956344,-0.4900000000000091,0.6859300255854017,3.4296501279270086,1.0
764,268,2309.25,1265.73,20.3,20.08,1,407.57,Balisée #3,0.2600000000002183,-0.7100000000000364,0.7561084578287464,3.7805422891437317,1.0
764,269,2309.35,1265.18,20.48,20.06,1,411.01,Balisée #3,0.09999999999990905,-0.5499999999999545,0.5590169943748864,2.7950849718744317,1.0
764,270,2309.29,1264.1,20.36,19.73,1,401.74,Balisée #3,-0.05999999999994543,-1.0800000000001546,1.081665382639348,5.40832691319674,1.0
764,271,2309.05,1262.95,20.31,19.45,1,394.88,Balisée #3,-0.23999999999978172,-1.1499999999998636,1.174776574502395,5.873882872511976,1.0
764,272,2308.66,1261.59,20.57,19.6,1,403.26,Balisée #3,-0.3900000000003274,-1.3600000000001273,1.4148144754704066,7.074072377352033,1.0
764,273,2308.0,1260.4,20.48,19.26,1,394.56,Balisée #3,-0.6599999999998545,-1.1899999999998272,1.360771839802469,6.803859199012345,1.0
764,274,2307.94,1259.02,20.32,18.84,1,382.89,Balisée #3,-0.05999999999994543,-1.3800000000001091,1.3813037319866672,6.906518659933337,1.0
764,275,2308.56,1258.15,20.55,18.85,1,387.2,Balisée #3,0.6199999999998909,-0.8699999999998909,1.0683164325234704,5.341582162617352,1.0
764,276,2309.19,1257.6,20.75,18.88,1,391.92,Balisée #3,0.6300000000001091,-0.5500000000001819,0.8363013810824048,4.181506905412024,1.0
764,277,2310.39,1257.04,20.84,18.87,1,393.3,Balisée #3,1.199999999999818,-0.5599999999999454,1.32423562857956,6.6211781428978,1.0
764,278,2310.84,1255.91,21.31,19.23,1,409.82,Balisée #3,0.45000000000027285,-1.1299999999998818,1.2163058825805202,6.081529412902601,1.0
764,279,2310.43,1253.64,21.19,18.98,1,402.3,Balisée #3,-0.41000000000030923,-2.269999999999982,2.3067292862406226,11.533646431203113,1.0
764,280,2310.05,1251.3,21.13,18.78,1,396.79,Balisée #3,-0.3799999999996544,-2.3400000000001455,2.370653918226028,11.85326959113014,1.0
764,281,2310.08,1249.71,22.6,20.16,1,455.64,Balisée #3,0.02999999999974534,-1.5899999999999181,1.590282993683742,7.951414968418709,1.0
764,282,2310.71,1247.14,23.0,20.65,1,474.81,Balisée #3,0.6300000000001091,-2.5699999999999363,2.6460914572251295,13.230457286125647,1.0
764,283,2311.57,1246.25,23.21,20.97,1,486.75,Balisée #3,0.8600000000001273,-0.8900000000001,1.2376186811778485,6.1880934058892425,1.0
764,284,2311.99,1245.85,22.94,20.88,1,478.9,Balisée #3,0.419999999999618,-0.40000000000009095,0.5799999999997861,2.8999999999989305,1.0
764,285,2312.59,1245.11,21.65,19.56,1,423.4,Balisée #3,0.6000000000003638,-0.7400000000000091,0.9526804291054005,4.763402145527003,1.0
764,286,2312.69,1244.33,20.88,18.69,1,390.15,Balisée #3,0.09999999999990905,-0.7799999999999727,0.7863841300534613,3.9319206502673065,1.0
764,287,2312.88,1243.23,21.39,19.1,1,408.57,Balisée #3,0.19000000000005457,-1.099999999999909,1.1162884931771986,5.581442465885993,1.0
764,288,2313.26,1242.57,21.74,19.42,1,422.09,Balisée #3,0.38000000000010914,-0.6600000000000819,0.7615773105865162,3.8078865529325814,1.0
764,289,2313.28,1242.51,21.59,19.2,1,414.53,Balisée #3,0.01999999999998181,-0.05999999999994543,0.06324555320331006,0.3162277660165503,1.0
764,290,2313.46,1242.19,20.89,18.43,1,385.05,Balisée #3,0.1799999999998363,-0.31999999999993634,0.3671511950135807,1.8357559750679033,1.0
764,291,2313.49,1242.26,21.03,18.45,1,387.95,Balisée #3,0.02999999999974534,0.06999999999993634,0.07615773105848025,0.38078865529240125,1.0
764,292,2313.6,1242.72,21.95,19.26,1,422.61,Balisée #3,0.11000000000012733,0.4600000000000364,0.47296934361548365,2.3648467180774184,1.0
764,293,2313.6,1243.07,22.33,19.61,1,437.98,Balisée #3,0.0,0.34999999999990905,0.34999999999990905,1.7499999999995453,1.0
764,294,2313.4,1243.32,22.61,19.84,1,448.59,Balisée #3,-0.1999999999998181,0.25,0.3201562118715288,1.6007810593576441,1.0
764,295,2312.94,1242.01,21.44,18.57,1,398.07,Balisée #3,-0.4600000000000364,-1.3099999999999454,1.3884163640637093,6.942081820318546,1.0
764,296,2311.83,1240.27,22.27,19.16,1,426.67,Balisée #3,-1.1100000000001273,-1.740000000000009,2.0639040675381,10.3195203376905,1.0
764,297,2310.93,1238.47,23.17,19.89,1,460.76,Balisée #3,-0.900000000000091,-1.7999999999999545,2.0124611797498106,10.062305898749052,1.0
764,298,2310.58,1238.04,24.08,20.62,1,496.61,Balisée #3,-0.34999999999990905,-0.43000000000006366,0.5544366510251564,2.772183255125782,1.0
764,299,2310.25,1238.23,23.9,20.32,1,485.6,Balisée #3,-0.32999999999992724,0.19000000000005457,0.3807886552931596,1.903943276465798,1.0
764,300,2309.78,1238.02,23.56,19.85,1,467.7,Balisée #3,-0.4699999999997999,-0.21000000000003638,0.5147815070491821,2.573907535245911,1.0
764,301,2309.4,1237.62,23.83,19.89,1,474.0,Balisée #3,-0.38000000000010914,-0.40000000000009095,0.5517245689654899,2.7586228448274497,1.0
764,302,2309.27,1236.6,23.67,19.56,1,463.09,Balisée #3,-0.13000000000010914,-1.0199999999999818,1.028250942134259,5.141254710671294,1.0
764,303,2309.29,1235.4,23.63,19.32,1,456.55,Balisée #3,0.01999999999998181,-1.199999999999818,1.2001666550940175,6.000833275470088,1.0
764,304,2309.13,1233.34,23.58,19.0,1,447.86,Balisée #3,-0.15999999999985448,-2.060000000000173,2.066204249342418,10.33102124671209,1.0
764,305,2308.84,1231.57,24.33,19.43,1,472.68,Balisée #3,-0.2899999999999636,-1.7699999999999818,1.793599732381758,8.96799866190879,1.0
764,306,2308.74,1230.36,24.38,19.29,1,470.35,Balisée #3,-0.1000000000003638,-1.2100000000000364,1.2141251994749804,6.070625997374902,1.0
764,307,2309.45,1229.88,24.55,19.34,1,474.81,Balisée #3,0.7100000000000364,-0.4799999999997908,0.857029754442546,4.285148772212731,1.0
764,308,2310.19,1229.58,24.77,19.5,1,482.94,Balisée #3,0.7400000000002365,-0.3000000000001819,0.7984985911073726,3.9924929555368633,1.0
764,309,2310.62,1229.14,24.41,19.08,1,465.64,Balisée #3,0.4299999999998363,-0.4399999999998272,0.615223536610643,3.076117683053215,1.0
764,310,2310.46,1227.99,23.65,18.34,1,433.71,Balisée #3,-0.15999999999985448,-1.150000000000091,1.161077086157574,5.8053854307878705,1.0
764,311,2309.97,1226.79,24.03,18.6,1,447.0,Balisée #3,-0.49000000000023647,-1.2000000000000455,1.296186714945166,6.48093357472583,1.0
764,312,2309.16,1225.64,25.78,20.15,1,519.29,Balisée #3,-0.8099999999999454,-1.1499999999998636,1.4066271716412981,7.0331358582064905,1.0
764,313,2308.36,1225.05,26.75,21.08,1,563.79,Balisée #3,-0.7999999999997272,-0.5900000000001455,0.9940321926375097,4.970160963187549,1.0
764,314,2307.87,1223.07,26.5,21.04,1,557.63,Balisée #3,-0.49000000000023647,-1.9800000000000182,2.0397303743388004,10.198651871694002,1.0
764,315,2307.76,1224.23,26.56,21.24,1,564.12,Balisée #3,-0.10999999999967258,1.1600000000000819,1.1652038448272122,5.826019224136061,1.0
764,316,2307.64,1224.79,26.27,21.13,1,555.12,Balisée #3,-0.12000000000034561,0.5599999999999454,0.5727128425310731,2.8635642126553655,1.0
764,317,2307.43,1225.02,26.08,21.13,1,551.14,Balisée #3,-0.21000000000003638,0.2300000000000182,0.3114482300479867,1.5572411502399337,1.0
764,318,2307.24,1225.05,26.06,21.28,1,554.43,Balisée #3,-0.19000000000005457,0.029999999999972715,0.19235384061676308,0.9617692030838154,1.0
764,319,2306.78,1224.98,26.11,21.52,1,561.93,Balisée #3,-0.45999999999958163,-0.06999999999993634,0.46529560496485045,2.3264780248242523,1.0
764,320,2305.87,1225.07,25.82,21.41,1,552.77,Balisée #3,-0.9100000000003092,0.08999999999991815,0.9144397191726462,4.572198595863231,1.0
764,321,2305.41,1223.36,25.58,21.41,1,547.69,Balisée #3,-0.4600000000000364,-1.7100000000000364,1.7707907838025807,8.853953919012904,1.0
764,322,2305.17,1224.31,25.78,21.73,1,560.14,Balisée #3,-0.23999999999978172,0.9500000000000455,0.9798469268207058,4.8992346341035296,1.0
764,323,2305.01,1224.77,25.65,21.68,1,556.06,Balisée #3,-0.15999999999985448,0.4600000000000364,0.48703182647542337,2.435159132377117,1.0
764,324,2304.8,1225.15,25.12,21.27,1,534.27,Balisée #3,-0.21000000000003638,0.38000000000010914,0.4341658669219613,2.1708293346098064,1.0
764,325,2304.91,1225.34,24.93,21.06,1,524.98,Balisée #3,0.10999999999967258,0.1899999999998272,0.2195449840006879,1.0977249200034396,1.0
764,326,2304.87,1225.41,24.88,21.0,1,522.45,Balisée #3,-0.03999999999996362,0.07000000000016371,0.08062257748310958,0.4031128874155479,1.0
764,327,2305.04,1225.27,25.24,21.31,1,538.03,Balisée #3,0.17000000000007276,-0.14000000000010004,0.22022715545557217,1.101135777277861,1.0
764,328,2304.91,1225.4,24.98,21.09,1,526.64,Balisée #3,-0.13000000000010914,0.13000000000010914,0.1838477631086567,0.9192388155432835,1.0
764,329,2304.48,1225.45,24.88,21.0,1,522.27,Balisée #3,-0.4299999999998363,0.049999999999954525,0.43289721643809936,2.1644860821904968,1.0
764,330,2303.55,1225.66,24.55,20.6,1,505.87,Balisée #3,-0.9299999999998363,0.21000000000003638,0.9534149149240905,4.767074574620453,1.0
764,331,2303.52,1225.97,24.71,20.63,1,509.76,Balisée #3,-0.03000000000020009,0.30999999999994543,0.3114482300479137,1.5572411502395687,1.0
764,332,2304.11,1226.41,23.95,19.9,1,476.67,Balisée #3,0.5900000000001455,0.44000000000005457,0.7360027173864372,3.680013586932186,1.0
764,333,2304.45,1226.71,24.89,20.64,1,513.81,Balisée #3,0.33999999999969077,0.2999999999999545,0.4534313619499234,2.267156809749617,1.0
764,334,2303.66,1227.03,24.73,20.37,1,503.69,Balisée #3,-0.7899999999999636,0.31999999999993634,0.8523496934943438,4.261748467471719,1.0
764,335,2302.72,1227.02,24.4,20.02,1,488.53,Balisée #3,-0.9400000000000546,-0.009999999999990905,0.9400531899845361,4.700265949922681,1.0
764,336,2301.94,1226.98,24.75,20.29,1,502.11,Balisée #3,-0.7799999999997453,-0.03999999999996362,0.7810249675904092,3.905124837952046,1.0
764,337,2301.44,1226.71,25.03,20.58,1,515.27,Balisée #3,-0.5,-0.2699999999999818,0.5682429058070063,2.8412145290350317,1.0
764,338,2301.29,1226.76,25.21,20.84,1,525.38,Balisée #3,-0.15000000000009095,0.049999999999954525,0.15811388300849089,0.7905694150424545,1.0
764,339,2300.96,1227.52,25.18,20.89,1,525.88,Balisée #3,-0.32999999999992724,0.7599999999999909,0.828552955459057,4.142764777295286,1.0
764,340,2300.44,1227.91,25.52,21.26,1,542.54,Balisée #3,-0.5199999999999818,0.39000000000010004,0.6500000000000455,3.250000000000228,1.0
764,341,2299.62,1228.21,24.97,20.8,1,519.59,Balisée #3,-0.8200000000001637,0.2999999999999545,0.873155198117861,4.365775990589305,1.0
764,342,2298.71,1228.14,24.85,20.78,1,516.37,Balisée #3,-0.9099999999998545,-0.06999999999993634,0.9126883367282209,4.563441683641105,1.0
764,343,2298.23,1227.97,24.77,20.84,1,516.05,Balisée #3,-0.4800000000000182,-0.17000000000007276,0.509215082259002,2.54607541129501,1.0
764,344,2298.14,1228.48,24.7,20.87,1,515.62,Balisée #3,-0.09000000000014552,0.5099999999999909,0.5178802950489784,2.589401475244892,1.0
764,345,2297.56,1229.07,24.16,20.5,1,495.34,Balisée #3,-0.5799999999999272,0.5899999999999181,0.8273451516748128,4.136725758374064,1.0
764,346,2296.83,1229.7,24.15,20.67,1,499.21,Balisée #3,-0.7300000000000182,0.6300000000001091,0.9642613753542989,4.821306876771494,1.0
764,347,2296.35,1230.71,24.6,21.22,1,522.14,Balisée #3,-0.4800000000000182,1.009999999999991,1.1182575731914357,5.591287865957178,1.0
764,348,2295.77,1231.44,24.51,21.36,1,523.71,Balisée #3,-0.5799999999999272,0.7300000000000182,0.9323625904120898,4.661812952060449,1.0
764,349,2294.98,1231.85,23.41,20.54,1,480.72,Balisée #3,-0.7899999999999636,0.4099999999998545,0.8900561780021659,4.450280890010829,1.0
764,350,2294.02,1232.06,23.36,20.68,1,483.01,Balisée #3,-0.9600000000000364,0.21000000000003638,0.9827003612495953,4.913501806247976,1.0
764,351,2293.0,1232.22,23.48,20.93,1,491.56,Balisée #3,-1.0199999999999818,0.16000000000008185,1.0324727599312193,5.162363799656097,1.0
764,352,2291.93,1232.56,22.9,20.62,1,472.2,Balisée #3,-1.0700000000001637,0.33999999999991815,1.1227199116432802,5.613599558216401,1.0
764,353,2291.49,1233.04,22.53,20.52,1,462.36,Balisée #3,-0.44000000000005457,0.4800000000000182,0.6511528238440385,3.2557641192201925,1.0
764,354,2291.73,1233.69,22.52,20.8,1,468.33,Balisée #3,0.24000000000023647,0.650000000000091,0.6928924880529675,3.4644624402648376,1.0
764,355,2291.15,1234.7,22.75,21.28,1,484.18,Balisée #3,-0.5799999999999272,1.009999999999991,1.1646887996370092,5.823443998185046,1.0
764,356,2291.0,1235.81,22.01,20.79,1,457.55,Balisée #3,-0.15000000000009095,1.1099999999999,1.1200892821555812,5.600446410777906,1.0
764,357,2290.63,1236.37,21.49,20.41,1,438.58,Balisée #3,-0.36999999999989086,0.5599999999999454,0.6711929677818876,3.355964838909438,1.0
764,358,2290.36,1236.77,21.52,20.66,1,444.56,Balisée #3,-0.2699999999999818,0.40000000000009095,0.48259714048061136,2.412985702403057,1.0
764,359,2290.33,1237.64,20.81,20.07,1,417.64,Balisée #3,-0.03000000000020009,0.8700000000001182,0.8705170877129396,4.352585438564698,1.0
764,360,2289.92,1238.3,20.59,20.02,1,412.17,Balisée #3,-0.4099999999998545,0.6599999999998545,0.7769813382570322,3.884906691285161,1.0
764,361,2289.69,1239.38,20.65,20.29,1,419.03,Balisée #3,-0.2300000000000182,1.0800000000001546,1.1042191811412907,5.521095905706454,1.0
764,362,2289.62,1240.54,20.39,20.16,1,411.06,Balisée #3,-0.07000000000016371,1.1599999999998545,1.1621101496844803,5.8105507484224015,1.0
764,363,2290.21,1241.57,19.79,19.6,1,387.95,Balisée #3,0.5900000000001455,1.0299999999999727,1.1870130580579623,5.935065290289812,1.0
764,364,2290.45,1242.26,19.89,19.66,1,391.07,Balisée #3,0.23999999999978172,0.6900000000000546,0.730547739713135,3.652738698565675,1.0
764,365,2290.76,1242.81,20.0,19.84,1,396.85,Balisée #3,0.3100000000004002,0.5499999999999545,0.6313477647067407,3.1567388235337033,1.0
764,366,2290.59,1243.0,20.02,19.99,1,400.3,Balisée #3,-0.17000000000007276,0.19000000000005457,0.2549509756797284,1.274754878398642,1.0
764,367,2290.3,1243.03,19.72,19.77,1,390.04,Balisée #3,-0.2899999999999636,0.029999999999972715,0.291547594742226,1.4577379737111302,1.0
764,368,2290.47,1243.58,19.8,19.86,1,393.16,Balisée #3,0.169999999999618,0.5499999999999545,0.575673518584814,2.8783675929240697,1.0
764,369,2291.11,1244.51,19.81,19.74,1,391.2,Balisée #3,0.6400000000003274,0.9300000000000637,1.1289375536319701,5.644687768159851,1.0
764,370,2292.18,1245.45,19.98,19.83,1,396.27,Balisée #3,1.069999999999709,0.9400000000000546,1.4242541907958284,7.121270953979142,1.0
764,371,2292.17,1246.1,20.07,20.07,1,402.8,Balisée #3,-0.009999999999763531,0.6499999999998636,0.6500769185256602,3.250384592628301,1.0
764,372,2292.05,1246.34,20.03,20.2,1,404.68,Balisée #3,-0.11999999999989086,0.2400000000000091,0.2683281572999341,1.3416407864996704,1.0
764,373,2292.07,1246.43,20.03,20.28,1,406.25,Balisée #3,0.01999999999998181,0.09000000000014552,0.09219544457306698,0.46097722286533493,1.0
764,374,2292.22,1246.51,20.27,20.46,1,414.64,Balisée #3,0.1499999999996362,0.07999999999992724,0.16999999999964477,0.8499999999982238,1.0
764,375,2292.66,1246.99,21.12,21.47,1,453.44,Balisée #3,0.44000000000005457,0.4800000000000182,0.6511528238440385,3.2557641192201925,1.0
764,376,2292.98,1248.47,21.39,21.86,1,467.59,Balisée #3,0.3200000000001637,1.4800000000000182,1.5141994584598681,7.5709972922993405,1.0
764,377,2293.13,1249.03,21.48,22.08,1,474.28,Balisée #3,0.15000000000009095,0.5599999999999454,0.5797413216254006,2.8987066081270028,1.0
764,378,2293.08,1249.76,21.91,22.74,1,498.14,Balisée #3,-0.0500000000001819,0.7300000000000182,0.7317103251970992,3.658551625985496,1.0
764,379,2292.91,1250.21,22.7,23.9,1,542.73,Balisée #3,-0.17000000000007276,0.4500000000000455,0.48104053883229597,2.40520269416148,1.0
764,380,2292.85,1250.51,22.91,24.46,1,560.46,Balisée #3,-0.05999999999994543,0.2999999999999545,0.3059411708155118,1.529705854077559,1.0
764,381,2292.82,1250.95,22.71,24.62,1,559.18,Balisée #3,-0.02999999999974534,0.44000000000005457,0.44102154142403605,2.20510770712018,1.0
764,382,2292.94,1251.45,22.65,24.91,1,564.23,Balisée #3,0.11999999999989086,0.5,0.5141984052872722,2.570992026436361,1.0
764,383,2293.01,1252.34,22.57,25.09,1,566.43,Balisée #3,0.07000000000016371,0.8899999999998727,0.8927485648265117,4.4637428241325585,1.0
764,384,2293.34,1253.27,22.33,25.02,1,558.71,Balisée #3,0.32999999999992724,0.9300000000000637,0.9868130522039473,4.934065261019737,1.0
