frame_idx,time_s,balisee_id,x_center,y_center,width,height,bbox_area_px,mask_area_sam_px
4280,142.80948,Balisee_4,1514.15,1719.06,21.23,23.11,490.76,493
4280,142.80948,Balisee_5,1165.34,970.97,20.8,20.55,427.61,480
4280,142.80948,Balisee_2,1083.73,1681.5,16.44,20.07,329.99,391
4281,142.84284,Balisee_3,2752.94,1188.5,25.49,19.76,503.87,501
4281,142.84284,Balisee_4,1514.56,1718.92,20.75,22.35,463.85,477
4281,142.84284,Balisee_5,1165.39,971.46,21.65,20.74,449.17,486
4281,142.84284,Balisee_2,1084.17,1681.62,16.72,20.13,336.42,387
4282,142.87621,Balisee_3,2752.79,1188.48,25.32,19.77,500.69,498
4282,142.87621,Balisee_4,1515.17,1718.97,20.54,22.51,462.39,487
4282,142.87621,Balisee_2,1084.49,1681.45,16.79,20.19,339.03,386
4282,142.87621,Balisee_5,1165.23,971.77,22.16,20.62,456.99,493
4283,142.90958,Balisee_3,2752.79,1188.7,25.31,19.87,503.01,505
4283,142.90958,Balisee_4,1515.97,1719.32,20.83,22.65,471.86,489
4283,142.90958,Balisee_2,1084.8,1681.49,16.89,20.03,338.26,390
4283,142.90958,Balisee_5,1165.43,972.03,22.33,20.99,468.59,503
4284,142.94294,Balisee_3,2752.54,1188.88,25.59,20.04,512.8,513
4284,142.94294,Balisee_4,1516.36,1719.67,20.86,23.1,481.98,512
4284,142.94294,Balisee_2,1085.02,1681.57,16.9,19.88,335.9,396
4284,142.94294,Balisee_5,1165.27,972.55,21.22,20.43,433.67,483
4285,142.97631,Balisee_3,2752.5,1189.02,25.44,20.11,511.67,516
4285,142.97631,Balisee_4,1516.76,1719.51,20.97,23.58,494.66,517
4285,142.97631,Balisee_5,1165.18,973.02,20.47,19.35,396.06,472
4285,142.97631,Balisee_2,1085.16,1681.43,16.55,19.83,328.22,393
4286,143.00968,Balisee_3,2752.3,1189.2,25.7,20.03,514.67,526
4286,143.00968,Balisee_4,1516.99,1719.62,20.95,23.52,492.76,523
4286,143.00968,Balisee_5,1165.06,972.87,19.76,18.57,367.06,448
4286,143.00968,Balisee_2,1085.3,1681.24,15.71,19.56,307.3,384
4287,143.04304,Balisee_3,2752.37,1189.44,25.82,20.19,521.31,529
4287,143.04304,Balisee_4,1517.44,1719.56,20.74,23.64,490.43,535
4287,143.04304,Balisee_5,1165.16,973.02,19.6,18.4,360.6,442
4287,143.04304,Balisee_2,1085.36,1680.97,15.47,19.5,301.77,387
4288,143.07641,Balisee_3,2752.09,1189.26,25.67,19.86,509.72,522
4288,143.07641,Balisee_4,1517.82,1719.38,20.78,23.88,496.12,539
4288,143.07641,Balisee_5,1165.47,972.81,19.59,17.87,350.09,433
4288,143.07641,Balisee_2,1085.34,1680.79,15.48,19.38,299.98,389
4289,143.10978,Balisee_3,2751.81,1189.25,25.44,19.41,493.72,523
4289,143.10978,Balisee_4,1517.97,1719.09,20.53,23.83,489.02,544
4289,143.10978,Balisee_5,1165.49,972.51,19.72,18.35,361.97,435
4289,143.10978,Balisee_2,1085.39,1680.52,15.61,19.52,304.72,381
4290,143.14314,Balisee_3,2751.65,1189.36,25.62,19.35,495.64,512
4290,143.14314,Balisee_4,1518.48,1718.9,20.09,23.86,479.24,536
4290,143.14314,Balisee_5,1165.62,972.31,19.68,18.13,356.76,433
4290,143.14314,Balisee_2,1085.54,1680.21,15.19,19.43,295.07,372
4291,143.17651,Balisee_3,2751.59,1189.61,25.94,19.29,500.19,530
4291,143.17651,Balisee_4,1518.89,1718.74,20.14,23.69,476.99,547
4291,143.17651,Balisee_5,1165.84,972.24,20.13,18.26,367.55,441
4291,143.17651,Balisee_2,1085.65,1680.12,15.27,19.54,298.38,363
4292,143.20988,Balisee_3,2751.23,1189.92,25.8,18.88,487.0,521
4292,143.20988,Balisee_5,1165.98,972.22,20.69,18.81,389.14,449
4292,143.20988,Balisee_4,1519.39,1718.5,20.08,23.43,470.47,526
4292,143.20988,Balisee_2,1085.8,1680.0,15.24,19.69,299.97,355
4293,143.24324,Balisee_3,2750.92,1190.01,25.93,18.53,480.56,520
4293,143.24324,Balisee_4,1519.85,1718.4,19.99,23.31,465.97,505
4293,143.24324,Balisee_5,1165.83,972.29,21.13,18.82,397.75,467
4293,143.24324,Balisee_2,1085.91,1679.83,15.25,19.93,304.01,355
4294,143.27661,Balisee_3,2750.89,1190.23,25.99,18.31,475.94,516
4294,143.27661,Balisee_4,1520.41,1718.13,19.92,23.64,470.9,495
4294,143.27661,Balisee_5,1166.04,972.06,21.73,20.08,436.33,476
4294,143.27661,Balisee_2,1085.99,1679.22,15.44,19.59,302.42,351
4295,143.30998,Balisee_4,1520.64,1717.99,19.95,23.73,473.37,489
4295,143.30998,Balisee_3,2750.61,1190.15,25.92,18.13,469.89,506
4295,143.30998,Balisee_5,1165.81,972.42,22.45,21.05,472.43,505
4295,143.30998,Balisee_2,1086.1,1678.74,15.52,19.89,308.69,345
4296,143.34334,Balisee_3,2750.48,1190.18,25.81,18.22,470.27,503
4296,143.34334,Balisee_4,1521.11,1717.88,20.05,24.26,486.43,491
4296,143.34334,Balisee_5,1165.75,972.34,22.66,21.48,486.62,527
4296,143.34334,Balisee_2,1086.23,1678.3,15.43,19.68,303.68,338
4297,143.37671,Balisee_5,1165.8,972.81,23.03,21.85,503.19,534
4297,143.37671,Balisee_4,1521.66,1717.82,19.82,24.24,480.5,495
4297,143.37671,Balisee_3,2750.22,1190.43,25.91,18.24,472.58,506
4297,143.37671,Balisee_2,1086.58,1678.15,15.19,19.62,298.12,337
4298,143.41008,Balisee_4,1522.16,1717.97,19.88,24.55,488.0,494
4298,143.41008,Balisee_3,2750.06,1190.38,25.66,18.16,466.05,505
4298,143.41008,Balisee_5,1165.97,973.01,22.9,22.01,504.15,532
4298,143.41008,Balisee_2,1086.87,1677.88,15.36,19.68,302.32,347
4299,143.44344,Balisee_4,1522.41,1717.87,19.42,24.08,467.67,477
4299,143.44344,Balisee_5,1165.99,973.25,22.92,21.48,492.31,533
4299,143.44344,Balisee_3,2750.04,1190.45,25.77,18.31,471.76,510
4299,143.44344,Balisee_2,1087.0,1677.59,15.47,19.75,305.52,351
4300,143.47681,Balisee_4,1522.95,1717.91,19.24,23.93,460.35,477
4300,143.47681,Balisee_3,2749.61,1190.57,25.72,18.47,475.13,506
4300,143.47681,Balisee_2,1087.4,1677.43,15.63,19.81,309.62,338
4300,143.47681,Balisee_5,1165.82,973.69,22.82,21.26,485.15,539
4301,143.51018,Balisee_4,1523.18,1717.8,19.15,23.77,455.25,464
4301,143.51018,Balisee_3,2749.55,1190.69,25.68,18.51,475.27,498
4301,143.51018,Balisee_5,1165.8,973.9,22.26,21.0,467.41,515
4301,143.51018,Balisee_2,1087.2,1677.36,16.01,19.84,317.67,341
4302,143.54354,Balisee_4,1523.64,1717.76,18.81,24.14,454.08,474
4302,143.54354,Balisee_3,2749.47,1190.78,25.68,18.86,484.24,506
4302,143.54354,Balisee_5,1165.71,974.2,22.35,20.35,454.93,500
4302,143.54354,Balisee_2,1087.43,1677.1,15.87,19.65,311.94,333
4303,143.57691,Balisee_3,2749.26,1190.73,25.37,19.09,484.17,503
4303,143.57691,Balisee_4,1524.04,1717.67,18.79,24.04,451.88,470
4303,143.57691,Balisee_5,1165.52,974.11,21.8,20.18,440.09,492
4303,143.57691,Balisee_2,1087.44,1676.64,16.07,19.42,312.15,329
4304,143.61028,Balisee_3,2749.19,1190.86,25.37,19.39,492.01,506
4304,143.61028,Balisee_5,1165.7,974.13,21.56,19.9,429.22,478
4304,143.61028,Balisee_4,1524.61,1717.47,19.35,24.15,467.27,486
4304,143.61028,Balisee_2,1087.64,1676.58,15.98,19.32,308.72,333
4305,143.64364,Balisee_3,2749.11,1190.94,25.27,19.61,495.64,498
4305,143.64364,Balisee_5,1165.79,974.17,21.13,19.73,416.86,467
4305,143.64364,Balisee_4,1525.11,1717.09,19.51,23.78,463.82,481
4305,143.64364,Balisee_2,1087.76,1676.36,15.69,19.41,304.39,328
4306,143.67701,Balisee_3,2749.03,1191.17,25.15,20.04,503.9,509
4306,143.67701,Balisee_4,1525.26,1717.09,19.8,23.97,474.75,504
4306,143.67701,Balisee_5,1166.0,974.01,21.06,19.69,414.82,464
4306,143.67701,Balisee_2,1087.78,1675.95,16.04,19.29,309.38,340
4307,143.71038,Balisee_3,2749.04,1191.23,25.14,20.07,504.56,503
4307,143.71038,Balisee_4,1525.61,1717.2,19.73,24.05,474.65,505
4307,143.71038,Balisee_5,1166.3,974.04,21.38,19.82,423.89,476
4307,143.71038,Balisee_2,1088.07,1675.89,16.33,19.79,323.21,329
4308,143.74374,Balisee_3,2748.97,1191.34,25.02,20.22,506.0,515
4308,143.74374,Balisee_5,1166.37,974.03,21.27,19.85,422.15,476
4308,143.74374,Balisee_4,1525.55,1717.17,20.03,24.28,486.3,502
4308,143.74374,Balisee_2,1088.19,1675.49,16.08,19.7,316.77,323
4309,143.77711,Balisee_3,2748.8,1191.23,24.83,19.98,495.94,512
4309,143.77711,Balisee_5,1166.32,974.05,21.16,20.07,424.7,482
4309,143.77711,Balisee_4,1525.89,1717.14,19.8,24.33,481.71,502
4309,143.77711,Balisee_2,1088.45,1675.28,16.25,19.6,318.49,317
4310,143.81048,Balisee_3,2748.55,1191.42,24.72,19.98,494.02,530
4310,143.81048,Balisee_5,1166.14,974.1,20.78,19.99,415.37,470
4310,143.81048,Balisee_4,1525.97,1717.15,19.66,24.32,478.33,510
4310,143.81048,Balisee_2,1088.55,1675.02,16.17,19.42,314.01,307
4311,143.84384,Balisee_3,2748.44,1191.53,24.54,19.94,489.19,523
4311,143.84384,Balisee_5,1166.08,974.15,20.57,20.36,418.81,467
4311,143.84384,Balisee_4,1526.37,1717.15,19.54,24.47,478.2,501
4311,143.84384,Balisee_2,1088.87,1674.69,16.24,19.7,320.08,309
4312,143.87721,Balisee_3,2748.29,1191.66,24.53,20.07,492.44,520
4312,143.87721,Balisee_5,1165.7,974.31,20.34,20.25,411.89,460
4312,143.87721,Balisee_4,1526.59,1716.91,19.54,24.73,483.19,513
4312,143.87721,Balisee_2,1088.75,1674.49,16.33,19.48,318.05,308
4312,143.87721,Balisee_1,1154.56,1177.31,18.89,21.37,403.72,386
4313,143.91058,Balisee_3,2748.15,1191.63,24.54,20.02,491.28,525
4313,143.91058,Balisee_4,1527.03,1716.61,19.32,24.14,466.42,509
4313,143.91058,Balisee_5,1165.85,974.55,20.2,20.34,410.94,464
4313,143.91058,Balisee_2,1088.91,1674.05,16.14,19.34,312.24,301
4313,143.91058,Balisee_1,1154.73,1177.4,18.55,21.21,393.34,385
4314,143.94394,Balisee_3,2748.13,1192.0,24.65,20.15,496.67,525
4314,143.94394,Balisee_5,1165.87,974.97,20.24,19.97,404.08,459
4314,143.94394,Balisee_4,1527.5,1716.3,19.16,24.08,461.3,517
4314,143.94394,Balisee_2,1088.96,1674.02,15.96,19.23,306.84,299
4314,143.94394,Balisee_1,1154.8,1177.49,18.4,21.04,387.19,387
4315,143.97731,Balisee_3,2747.96,1192.09,24.59,20.13,494.93,526
4315,143.97731,Balisee_5,1165.73,975.33,20.68,19.79,409.26,461
4315,143.97731,Balisee_4,1527.98,1716.09,18.99,24.23,460.11,504
4315,143.97731,Balisee_2,1089.12,1673.88,15.77,19.13,301.71,297
4315,143.97731,Balisee_1,1154.78,1177.62,18.43,20.79,383.17,383
4316,144.01068,Balisee_3,2747.52,1192.28,24.91,20.09,500.51,532
4316,144.01068,Balisee_5,1165.6,975.66,20.83,19.99,416.41,478
4316,144.01068,Balisee_4,1528.45,1715.77,18.98,24.03,456.12,514
4316,144.01068,Balisee_2,1089.4,1673.79,15.68,19.54,306.34,305
4316,144.01068,Balisee_1,1154.81,1177.86,18.38,20.31,373.28,383
4317,144.04404,Balisee_3,2747.34,1192.47,25.06,19.93,499.51,537
4317,144.04404,Balisee_5,1165.29,975.83,20.95,19.94,417.7,486
4317,144.04404,Balisee_4,1528.98,1715.68,19.02,24.19,460.07,505
4317,144.04404,Balisee_2,1089.64,1673.57,15.56,19.31,300.34,296
4318,144.07741,Balisee_3,2747.13,1192.4,25.32,19.94,504.79,543
4318,144.07741,Balisee_5,1164.8,975.99,21.06,19.84,417.82,486
4318,144.07741,Balisee_4,1529.47,1715.45,18.94,24.18,457.87,495
4318,144.07741,Balisee_2,1089.95,1673.1,15.32,19.37,296.89,294
4319,144.11078,Balisee_3,2746.99,1192.65,25.31,19.55,494.79,546
4319,144.11078,Balisee_5,1164.8,976.38,20.95,19.84,415.48,477
4319,144.11078,Balisee_4,1530.12,1715.13,18.37,24.02,441.33,469
4319,144.11078,Balisee_2,1090.13,1673.0,15.39,19.8,304.78,303
4320,144.14414,Balisee_3,2746.69,1192.89,25.33,19.64,497.53,541
4320,144.14414,Balisee_5,1164.38,977.04,21.25,19.83,421.45,490
4320,144.14414,Balisee_4,1530.46,1715.07,17.68,24.02,424.67,474
4320,144.14414,Balisee_2,1090.23,1672.78,15.36,19.61,301.12,305
4320,144.14414,Balisee_1,1155.62,1179.07,16.75,19.09,319.86,342
4321,144.17751,Balisee_3,2746.61,1193.11,25.69,19.6,503.46,545
4321,144.17751,Balisee_5,1164.54,977.36,21.04,19.73,415.05,483
4321,144.17751,Balisee_4,1530.77,1715.19,17.56,24.03,421.99,479
4321,144.17751,Balisee_2,1090.56,1672.71,15.47,19.91,307.93,322
4321,144.17751,Balisee_1,1155.86,1179.4,16.28,19.05,310.3,347
4322,144.21088,Balisee_3,2746.48,1193.4,25.75,19.14,492.86,540
4322,144.21088,Balisee_5,1164.72,977.3,20.75,19.53,405.25,466
4322,144.21088,Balisee_4,1531.34,1715.28,17.85,24.11,430.48,488
4322,144.21088,Balisee_2,1090.89,1672.45,15.77,19.87,313.4,327
4322,144.21088,Balisee_1,1156.01,1180.03,15.99,18.91,302.3,342
4323,144.24424,Balisee_3,2746.24,1193.57,25.64,18.74,480.47,518
4323,144.24424,Balisee_5,1165.05,977.29,20.66,19.63,405.43,471
4323,144.24424,Balisee_4,1531.73,1715.35,18.21,24.41,444.42,483
4323,144.24424,Balisee_2,1091.16,1672.47,16.14,19.9,321.27,331
4323,144.24424,Balisee_1,1156.21,1180.28,15.65,18.96,296.72,345
4324,144.27761,Balisee_3,2746.35,1193.7,26.0,18.92,491.85,531
4324,144.27761,Balisee_5,1165.47,977.45,20.8,19.55,406.56,470
4324,144.27761,Balisee_4,1531.84,1715.64,18.28,25.14,459.64,494
4324,144.27761,Balisee_2,1091.32,1672.46,15.8,19.97,315.47,322
4324,144.27761,Balisee_1,1156.46,1180.56,15.62,19.02,297.0,326
4325,144.31098,Balisee_3,2746.12,1193.69,25.81,18.84,486.2,517
4325,144.31098,Balisee_5,1165.9,977.4,20.98,19.37,406.48,467
4325,144.31098,Balisee_4,1532.24,1715.39,18.29,25.63,468.68,496
4325,144.31098,Balisee_2,1091.52,1672.43,16.37,19.99,327.35,323
4325,144.31098,Balisee_1,1156.7,1181.18,15.12,19.19,290.29,314
4326,144.34434,Balisee_3,2746.0,1193.75,25.88,18.84,487.61,500
4326,144.34434,Balisee_5,1166.2,977.37,21.2,19.75,418.58,471
4326,144.34434,Balisee_4,1532.73,1715.25,18.53,25.99,481.8,501
4326,144.34434,Balisee_2,1091.83,1672.43,16.62,20.23,336.28,325
4326,144.34434,Balisee_1,1157.31,1181.5,14.61,19.22,280.85,303
4327,144.37771,Balisee_3,2746.0,1193.84,26.06,19.01,495.4,497
4327,144.37771,Balisee_5,1166.39,977.21,21.67,20.05,434.43,484
4327,144.37771,Balisee_4,1533.19,1714.87,18.78,26.5,497.64,507
4327,144.37771,Balisee_2,1092.01,1672.38,16.72,20.24,338.47,324
4327,144.37771,Balisee_1,1157.66,1181.93,14.17,18.98,268.92,297
4328,144.41108,Balisee_5,1166.22,977.27,22.1,20.15,445.32,493
4328,144.41108,Balisee_3,2745.75,1193.82,25.96,19.03,494.03,482
4328,144.41108,Balisee_4,1533.61,1714.17,19.33,27.17,525.31,525
4328,144.41108,Balisee_2,1092.27,1672.28,16.86,20.04,337.83,327
4328,144.41108,Balisee_1,1157.88,1181.97,13.98,18.92,264.43,294
4329,144.44444,Balisee_5,1166.28,977.16,22.57,20.23,456.62,514
4329,144.44444,Balisee_3,2745.85,1193.83,26.07,18.87,492.06,484
4329,144.44444,Balisee_4,1533.94,1713.85,19.89,26.92,535.52,527
4329,144.44444,Balisee_2,1092.47,1672.19,17.04,19.93,339.72,326
4329,144.44444,Balisee_1,1158.42,1182.07,13.93,18.92,263.53,307
4330,144.47781,Balisee_5,1166.1,977.16,22.56,20.44,461.06,520
4330,144.47781,Balisee_3,2745.73,1193.9,25.97,18.85,489.56,479
4330,144.47781,Balisee_4,1534.26,1713.75,20.53,26.98,553.81,536
4330,144.47781,Balisee_1,1158.58,1182.56,13.99,18.8,263.02,298
4330,144.47781,Balisee_2,1092.5,1672.21,17.11,20.01,342.42,332
4331,144.51118,Balisee_5,1166.47,977.17,22.42,20.55,460.57,521
4331,144.51118,Balisee_3,2745.66,1193.87,25.78,18.63,480.45,475
4331,144.51118,Balisee_1,1158.97,1183.25,14.33,19.08,273.49,306
4331,144.51118,Balisee_2,1092.64,1672.15,17.0,19.94,338.86,338
4331,144.51118,Balisee_4,1534.49,1713.53,20.99,26.7,560.51,544
4332,144.54454,Balisee_5,1166.61,977.29,22.16,20.58,456.01,532
4332,144.54454,Balisee_3,2745.46,1194.02,25.87,18.61,481.27,464
4332,144.54454,Balisee_4,1534.48,1713.25,20.96,25.66,537.95,504
4332,144.54454,Balisee_1,1158.99,1183.85,14.6,19.0,277.4,311
4332,144.54454,Balisee_2,1092.46,1672.15,16.77,19.95,334.6,334
4333,144.57791,Balisee_5,1166.91,977.26,22.23,20.74,460.98,526
4333,144.57791,Balisee_3,2745.43,1194.04,25.88,18.55,480.08,470
4333,144.57791,Balisee_2,1092.46,1672.16,16.69,20.05,334.65,332
4333,144.57791,Balisee_4,1537.62,1713.32,20.76,24.86,516.24,469
4333,144.57791,Balisee_1,1159.33,1184.16,14.67,19.07,279.78,303
4334,144.61128,Balisee_5,1167.23,977.58,22.26,21.14,470.5,543
4334,144.61128,Balisee_3,2745.2,1194.22,25.86,18.95,490.09,470
4334,144.61128,Balisee_2,1092.6,1671.89,16.87,20.0,337.37,337
4334,144.61128,Balisee_1,1159.61,1184.57,14.39,19.04,273.97,302
4334,144.61128,Balisee_4,1537.88,1713.26,20.23,24.58,497.44,451
4335,144.64464,Balisee_5,1167.43,977.72,22.54,21.23,478.37,560
4335,144.64464,Balisee_3,2745.06,1194.37,26.08,19.21,500.86,477
4335,144.64464,Balisee_2,1092.85,1671.78,16.79,19.72,331.1,339
4335,144.64464,Balisee_4,1534.69,1713.28,21.39,25.06,535.97,477
4335,144.64464,Balisee_1,1159.73,1184.77,14.42,19.2,276.9,303
4336,144.67801,Balisee_5,1167.48,977.79,22.79,21.74,495.52,581
4336,144.67801,Balisee_3,2745.01,1194.51,25.99,19.39,503.96,484
4336,144.67801,Balisee_4,1538.34,1712.99,19.31,24.79,478.72,424
4336,144.67801,Balisee_2,1092.85,1671.38,17.03,19.43,330.91,332
4336,144.67801,Balisee_1,1160.02,1185.19,14.84,19.59,290.65,291
4337,144.71138,Balisee_5,1167.38,978.13,22.91,22.15,507.58,573
4337,144.71138,Balisee_3,2744.74,1194.47,26.02,19.13,497.83,487
4337,144.71138,Balisee_4,1538.45,1713.07,19.1,25.41,485.45,433
4337,144.71138,Balisee_2,1093.06,1671.36,16.9,19.43,328.31,337
4337,144.71138,Balisee_1,1160.03,1185.49,14.57,19.32,281.5,297
4338,144.74474,Balisee_5,1166.9,978.57,22.78,21.97,500.69,578
4338,144.74474,Balisee_3,2744.89,1194.6,26.1,19.52,509.3,490
4338,144.74474,Balisee_4,1538.71,1712.81,18.62,25.21,469.51,430
4338,144.74474,Balisee_2,1093.38,1671.04,16.19,19.34,313.09,334
4338,144.74474,Balisee_1,1160.6,1185.89,14.63,19.27,281.89,304
4339,144.77811,Balisee_5,1166.27,979.12,22.5,21.96,494.06,556
4339,144.77811,Balisee_3,2744.98,1194.78,25.91,20.04,519.12,503
4339,144.77811,Balisee_4,1538.97,1712.96,18.51,25.64,474.68,433
4339,144.77811,Balisee_2,1093.57,1670.83,16.3,19.5,317.79,338
4339,144.77811,Balisee_1,1160.94,1186.33,14.59,19.6,285.99,307
4340,144.81148,Balisee_5,1165.86,979.53,22.24,21.58,479.81,532
4340,144.81148,Balisee_3,2744.76,1194.84,26.15,20.23,529.03,508
4340,144.81148,Balisee_4,1539.07,1712.9,18.86,25.5,480.81,466
4340,144.81148,Balisee_2,1093.58,1670.57,15.81,19.57,309.32,334
4340,144.81148,Balisee_1,1160.99,1186.58,14.48,19.29,279.29,307
4341,144.84484,Balisee_5,1165.55,979.88,21.89,21.42,468.97,525
4341,144.84484,Balisee_3,2744.8,1194.78,26.14,20.32,531.25,522
4341,144.84484,Balisee_4,1539.25,1712.67,19.53,25.78,503.42,482
4341,144.84484,Balisee_2,1093.76,1670.28,15.46,19.64,303.76,335
4341,144.84484,Balisee_1,1161.27,1186.94,14.62,19.19,280.53,307
4342,144.87821,Balisee_5,1165.74,980.16,21.66,21.05,455.9,513
4342,144.87821,Balisee_3,2744.85,1194.62,26.05,20.38,530.98,531
4342,144.87821,Balisee_4,1539.82,1712.62,19.82,25.64,508.01,481
4342,144.87821,Balisee_1,1161.52,1187.24,14.39,19.31,277.75,310
4342,144.87821,Balisee_2,1093.88,1670.04,15.34,19.82,303.99,337
4343,144.91158,Balisee_5,1166.01,980.28,21.82,20.75,452.74,506
4343,144.91158,Balisee_3,2744.8,1194.61,25.95,20.44,530.46,523
4343,144.91158,Balisee_4,1540.26,1712.8,20.28,25.65,520.26,505
4343,144.91158,Balisee_2,1094.14,1669.83,15.45,20.04,309.58,343
4343,144.91158,Balisee_1,1162.03,1187.49,13.91,19.19,266.85,303
4344,144.94494,Balisee_5,1166.23,980.28,21.61,20.52,443.42,481
4344,144.94494,Balisee_3,2744.6,1194.63,26.23,20.42,535.74,531
4344,144.94494,Balisee_4,1540.73,1712.67,20.27,25.24,511.44,500
4344,144.94494,Balisee_2,1094.3,1669.31,15.39,19.89,306.16,356
4344,144.94494,Balisee_1,1162.35,1187.7,13.73,18.97,260.54,296
4345,144.97831,Balisee_5,1166.5,980.42,21.68,19.76,428.33,473
4345,144.97831,Balisee_3,2744.27,1194.55,26.37,20.5,540.71,531
4345,144.97831,Balisee_4,1541.01,1712.43,20.11,25.12,505.38,498
4345,144.97831,Balisee_2,1094.33,1669.04,15.55,19.94,310.03,367
4345,144.97831,Balisee_1,1162.67,1187.81,13.89,18.79,261.12,293
4346,145.01168,Balisee_3,2744.11,1194.62,26.77,20.65,552.67,536
4346,145.01168,Balisee_5,1166.5,980.48,21.27,19.39,412.61,461
4346,145.01168,Balisee_4,1541.17,1712.55,20.04,24.86,498.08,492
4346,145.01168,Balisee_2,1094.46,1668.72,15.36,20.06,308.14,523
4346,145.01168,Balisee_1,1162.89,1188.32,14.36,18.66,267.97,290
4347,145.04505,Balisee_3,2744.08,1194.48,26.6,20.17,536.66,527
4347,145.04505,Balisee_5,1166.79,980.5,20.98,19.09,400.54,447
4347,145.04505,Balisee_4,1541.14,1712.32,19.86,24.62,488.95,485
4347,145.04505,Balisee_2,1094.71,1668.26,15.28,19.93,304.57,356
4347,145.04505,Balisee_1,1163.12,1188.5,14.35,18.6,267.0,289
4348,145.07841,Balisee_5,1166.86,980.6,20.42,18.97,387.48,437
4348,145.07841,Balisee_3,2744.04,1194.76,26.8,20.1,538.68,529
4348,145.07841,Balisee_4,1541.39,1712.3,19.19,24.54,470.95,460
4348,145.07841,Balisee_2,1095.09,1667.9,15.71,19.92,312.9,353
4348,145.07841,Balisee_1,1163.39,1188.78,14.59,19.07,278.29,295
4349,145.11178,Balisee_5,1166.89,980.55,20.51,18.91,387.8,436
4349,145.11178,Balisee_3,2743.95,1194.72,26.65,19.82,528.35,520
4349,145.11178,Balisee_4,1541.76,1712.16,18.54,24.26,449.72,441
4349,145.11178,Balisee_2,1095.33,1667.09,15.46,19.79,306.0,337
4349,145.11178,Balisee_1,1163.62,1189.0,14.56,18.94,275.74,296
4350,145.14515,Balisee_5,1167.29,980.43,19.6,19.09,374.13,436
4350,145.14515,Balisee_3,2744.1,1194.76,26.52,19.47,516.43,497
4350,145.14515,Balisee_4,1542.39,1712.33,17.62,24.24,427.19,420
4350,145.14515,Balisee_2,1095.75,1666.74,15.68,19.43,304.78,335
4350,145.14515,Balisee_1,1164.17,1189.17,14.54,18.51,269.01,308
4351,145.17851,Balisee_5,1167.38,980.55,19.86,19.17,380.67,454
4351,145.17851,Balisee_3,2744.06,1194.93,26.59,19.47,517.65,514
4351,145.17851,Balisee_4,1542.88,1712.06,17.77,23.92,425.14,426
4351,145.17851,Balisee_2,1095.9,1666.6,15.42,19.47,300.12,336
4351,145.17851,Balisee_1,1164.64,1189.37,14.59,18.88,275.4,326
4352,145.21188,Balisee_5,1167.29,980.67,20.54,19.61,402.7,471
4352,145.21188,Balisee_3,2743.87,1194.95,26.65,19.17,510.84,513
4352,145.21188,Balisee_4,1543.31,1711.83,17.87,23.79,425.14,432
4352,145.21188,Balisee_2,1096.07,1666.46,15.75,20.0,315.13,340
4352,145.21188,Balisee_1,1164.73,1189.56,14.47,18.86,272.79,317
4353,145.24525,Balisee_5,1167.29,980.78,21.27,20.05,426.39,500
4353,145.24525,Balisee_3,2743.64,1195.16,26.6,18.98,504.84,514
4353,145.24525,Balisee_4,1544.15,1711.94,17.19,23.91,410.95,441
4353,145.24525,Balisee_2,1096.31,1666.06,15.72,20.1,315.9,340
4353,145.24525,Balisee_1,1165.1,1189.72,14.31,18.77,268.69,308
4354,145.27861,Balisee_5,1167.21,980.78,22.04,20.51,452.04,525
4354,145.27861,Balisee_3,2743.41,1195.23,26.44,18.93,500.56,518
4354,145.27861,Balisee_4,1544.6,1711.75,17.12,24.06,411.88,431
4354,145.27861,Balisee_2,1096.76,1665.78,15.36,20.06,308.06,330
4354,145.27861,Balisee_1,1165.6,1190.02,13.95,18.58,259.1,305
4355,145.31198,Balisee_5,1167.37,980.88,22.57,20.88,471.4,555
4355,145.31198,Balisee_3,2743.27,1195.38,26.28,19.05,500.61,521
4355,145.31198,Balisee_2,1097.35,1665.53,15.36,20.15,309.63,324
4355,145.31198,Balisee_4,1545.18,1711.65,18.01,24.81,446.77,433
4355,145.31198,Balisee_1,1166.2,1190.38,13.94,18.35,255.75,303
4356,145.34535,Balisee_5,1167.61,981.03,22.95,20.96,481.06,559
4356,145.34535,Balisee_3,2743.34,1195.47,26.64,19.02,506.53,519
4356,145.34535,Balisee_4,1545.46,1710.96,18.3,24.58,449.91,448
4356,145.34535,Balisee_2,1097.49,1665.34,15.33,20.02,306.96,324
4356,145.34535,Balisee_1,1166.89,1191.01,14.25,18.76,267.26,315
4357,145.37871,Balisee_5,1167.9,981.18,23.11,20.86,482.01,564
4357,145.37871,Balisee_3,2743.32,1195.66,26.84,19.1,512.66,520
4357,145.37871,Balisee_4,1545.9,1710.94,18.31,24.54,449.31,447
4357,145.37871,Balisee_1,1167.26,1191.45,14.68,18.63,273.43,326
4357,145.37871,Balisee_2,1097.91,1665.09,15.66,19.93,312.15,314
4358,145.41208,Balisee_5,1167.75,981.2,22.77,20.74,472.28,550
4358,145.41208,Balisee_3,2743.21,1195.55,26.91,18.96,510.18,522
4358,145.41208,Balisee_4,1546.39,1710.48,18.41,24.72,455.18,441
4358,145.41208,Balisee_1,1167.87,1191.45,14.22,18.72,266.11,337
4358,145.41208,Balisee_2,1098.23,1664.94,16.01,19.7,315.3,307
