jelly_id,frame_idx,x_center,y_center,width,height,marked,nb_pixels
68,405,1276.56,539.45,5.58,9.65,0,53.79
1,406,860.91,679.24,13.37,10.57,0,141.37
4,406,1137.55,641.82,10.77,11.65,0,125.51
5,406,920.29,313.72,12.93,12.48,0,161.37
19,406,210.09,169.03,16.95,13.33,0,225.96
25,406,514.9,399.32,13.02,11.77,0,153.21
15,406,1007.88,352.81,11.54,11.64,0,134.27
10,406,373.81,591.97,8.8,7.68,0,67.58
64,406,288.7,630.96,10.33,9.33,0,96.36
68,406,1276.13,538.97,5.8,9.89,0,57.32
42,406,628.18,421.9,13.02,10.39,0,135.28
1,407,861.48,679.13,13.34,10.53,0,140.44
4,407,1137.81,641.4,10.88,11.74,0,127.68
5,407,919.82,313.28,13.84,13.42,0,185.83
19,407,210.05,168.6,16.54,12.97,0,214.51
25,407,515.71,399.97,12.92,11.6,0,149.85
15,407,1007.43,353.41,11.79,11.91,0,140.38
10,407,372.48,592.83,8.84,7.67,0,67.78
64,407,287.77,632.23,9.74,8.79,0,85.65
68,407,1275.85,538.7,6.25,10.51,0,65.68
42,407,627.53,421.8,12.99,10.42,0,135.3
1,408,861.8,679.1,13.4,10.56,0,141.59
4,408,1138.0,640.86,10.85,11.69,0,126.79
5,408,918.66,312.0,13.57,13.21,0,179.24
19,408,210.11,168.07,16.58,13.07,0,216.63
25,408,516.54,400.67,13.2,11.82,0,156.02
15,408,1007.04,354.38,11.87,11.95,0,141.95
10,408,371.21,593.58,8.53,7.41,0,63.17
64,408,287.36,633.04,9.5,8.54,0,81.09
68,408,1275.49,538.61,6.85,11.33,0,77.65
42,408,626.39,421.73,13.46,10.88,0,146.44
1,409,862.14,679.15,13.48,10.62,0,143.23
4,409,1138.26,640.58,11.15,12.04,0,134.23
5,409,917.83,311.4,13.78,13.48,0,185.77
19,409,210.19,167.58,16.82,13.31,0,223.99
25,409,517.24,401.91,13.14,11.75,0,154.41
15,409,1006.45,355.7,11.64,11.72,0,136.45
10,409,370.02,594.16,8.27,7.14,0,59.0
64,409,286.6,634.02,8.13,7.23,0,58.75
68,409,1275.0,538.73,7.26,11.72,0,85.02
42,409,624.46,421.76,12.89,10.37,0,133.69
1,410,862.87,679.2,13.7,10.79,0,147.8
4,410,1138.6,640.23,10.88,11.76,0,127.97
5,410,917.16,310.76,13.71,13.39,0,183.64
19,410,210.26,167.09,17.01,13.51,0,229.73
25,410,517.81,402.71,13.38,12.0,0,160.59
15,410,1005.79,357.32,11.59,11.63,0,134.81
10,410,368.7,594.85,8.42,7.24,0,60.96
64,410,285.77,635.14,8.41,7.49,0,62.94
68,410,1274.42,538.54,7.33,11.39,0,83.43
42,410,623.46,421.79,13.04,10.48,0,136.74
1,411,863.51,679.51,13.98,11.01,0,153.88
4,411,1138.83,639.68,10.7,11.57,0,123.79
5,411,916.63,310.29,13.08,12.81,0,167.58
19,411,210.33,166.74,17.04,13.59,0,231.61
25,411,518.18,403.35,12.98,11.57,0,150.25
15,411,1005.4,358.34,11.76,11.79,0,138.68
10,411,367.06,595.71,8.05,6.95,0,55.96
64,411,285.44,635.94,9.05,8.1,0,73.26
68,411,1273.92,538.48,7.59,11.31,0,85.84
42,411,622.5,421.78,12.45,9.9,0,123.19
1,412,864.08,679.61,13.94,10.97,0,152.84
4,412,1139.01,639.5,10.62,11.48,0,121.91
5,412,915.97,309.43,12.92,12.65,0,163.43
19,412,210.37,166.46,16.98,13.55,0,230.1
25,412,518.7,404.25,13.22,11.78,0,155.81
15,412,1004.97,359.52,11.61,11.53,0,133.78
10,412,365.68,596.57,8.27,7.13,0,58.93
64,412,285.11,636.27,9.73,8.72,0,84.85
68,412,1273.56,538.36,8.2,11.75,0,96.34
42,412,621.5,422.06,12.26,9.67,0,118.49
1,413,864.43,679.72,14.05,11.07,0,155.51
4,413,1139.27,639.25,10.69,11.59,0,123.8
5,413,915.23,308.22,13.16,12.93,0,170.13
19,413,210.5,166.17,16.88,13.48,0,227.46
25,413,520.04,405.39,12.86,11.5,0,148.0
15,413,1004.54,360.8,11.81,11.72,0,138.32
10,413,364.04,597.41,8.29,7.16,0,59.36
64,413,284.62,637.71,9.0,8.0,0,72.05
68,413,1273.4,538.21,8.63,11.92,0,102.79
42,413,620.13,422.33,12.1,9.5,0,114.99
1,414,864.8,679.84,14.26,11.24,0,160.25
4,414,1139.43,639.04,10.84,11.8,0,127.91
5,414,914.55,307.5,12.58,12.33,0,155.17
19,414,210.53,165.73,16.71,13.36,0,223.33
25,414,520.68,406.24,12.83,11.51,0,147.77
15,414,1004.06,362.43,11.86,11.84,0,140.44
10,414,362.61,598.16,8.15,7.03,0,57.33
64,414,283.81,639.61,9.31,8.32,0,77.44
68,414,1273.01,538.16,9.11,12.11,0,110.33
42,414,619.26,422.53,12.54,9.85,0,123.5
1,415,865.66,680.08,14.21,11.2,0,159.14
4,415,1139.77,638.59,10.96,11.96,0,131.06
5,415,914.11,306.8,13.32,13.14,0,175.04
19,415,210.5,165.35,16.61,13.29,0,220.83
25,415,521.12,407.09,12.49,11.17,0,139.43
15,415,1003.78,363.56,11.59,11.57,0,134.08
10,415,361.35,598.93,8.08,6.99,0,56.52
64,415,283.0,640.93,9.06,8.13,0,73.63
68,415,1272.25,538.24,9.34,11.83,0,110.53
42,415,618.33,422.9,12.26,9.61,0,117.81
1,416,866.42,680.41,13.9,10.9,0,151.45
4,416,1140.2,638.17,11.17,12.24,0,136.67
5,416,913.62,306.02,12.98,12.82,0,166.31
19,416,210.9,165.08,16.64,13.31,0,221.52
25,416,521.71,407.9,12.59,11.21,0,141.11
15,416,1003.62,364.34,11.59,11.6,0,134.44
10,416,360.12,600.26,8.06,6.98,0,56.21
64,416,282.8,641.25,8.95,8.07,0,72.23
68,416,1271.51,538.16,9.85,11.95,0,117.74
42,416,617.83,423.29,12.6,9.87,0,124.42
1,417,867.08,680.68,13.83,10.81,0,149.54
4,417,1140.76,638.04,11.03,12.12,0,133.67
5,417,912.74,305.15,12.53,12.37,0,154.95
19,417,211.17,165.01,16.68,13.42,0,223.8
25,417,522.5,408.89,12.71,11.28,0,143.38
15,417,1003.25,365.79,11.63,11.67,0,135.72
10,417,359.23,600.96,8.13,7.01,0,57.0
64,417,282.72,642.04,8.88,8.04,0,71.43
68,417,1271.0,538.17,10.43,12.2,0,127.2
42,417,616.92,423.6,12.78,10.04,0,128.37
1,418,867.51,680.88,13.83,10.77,0,149.05
4,418,1140.94,637.74,11.16,12.29,0,137.19
5,418,911.9,304.23,12.25,12.09,0,148.11
19,418,211.26,164.9,16.61,13.37,0,222.04
25,418,523.32,409.95,12.95,11.45,0,148.22
15,418,1003.17,367.01,11.85,11.94,0,141.47
10,418,358.13,601.57,8.99,7.76,0,69.78
64,418,282.73,642.66,9.51,8.69,0,82.67
68,418,1270.28,538.14,10.8,12.29,0,132.67
42,418,615.67,423.71,13.57,10.69,0,145.08
1,419,868.1,681.12,13.94,10.84,0,151.13
4,419,1141.22,637.4,11.17,12.31,0,137.51
5,419,910.89,303.69,12.51,12.35,0,154.42
19,419,211.5,164.59,16.54,13.37,0,221.01
25,419,523.99,410.89,13.33,11.8,0,157.36
15,419,1002.8,367.97,12.02,12.16,0,146.19
10,419,356.59,602.2,9.17,7.92,0,72.66
64,419,282.48,643.61,10.4,9.58,0,99.65
68,419,1269.68,538.17,11.2,12.41,0,139.04
42,419,614.47,423.87,13.24,10.41,0,137.77
1,420,868.76,681.19,13.95,10.8,0,150.67
4,420,1141.34,636.95,11.11,12.2,0,135.56
5,420,910.28,303.2,12.72,12.59,0,160.13
19,420,211.75,164.19,16.22,13.13,0,212.95
25,420,524.78,411.84,13.3,11.78,0,156.71
15,420,1002.14,369.24,11.69,11.78,0,137.67
10,420,355.12,603.1,8.49,7.32,0,62.16
64,420,282.19,644.83,9.46,8.7,0,82.27
68,420,1268.91,538.08,11.44,12.36,0,141.43
42,420,613.77,424.25,13.28,10.47,0,139.02
1,421,869.41,681.26,13.92,10.75,0,149.58
4,421,1141.86,636.41,10.96,12.06,0,132.22
5,421,909.65,302.22,12.72,12.57,0,159.9
19,421,212.03,163.72,16.16,13.13,0,212.23
25,421,525.41,412.47,13.3,11.75,0,156.27
15,421,1001.75,370.25,11.7,11.79,0,137.97
10,421,353.82,603.91,8.4,7.23,0,60.68
64,421,281.37,645.94,8.4,7.73,0,64.94
68,421,1267.69,538.06,11.48,12.1,0,138.94
42,421,612.92,424.61,13.07,10.32,0,134.88
1,422,869.99,681.31,13.94,10.74,0,149.75
4,422,1142.29,636.03,10.8,11.9,0,128.54
5,422,908.87,301.56,12.56,12.32,0,154.75
19,422,212.27,163.34,16.34,13.36,0,218.27
25,422,526.36,413.41,13.41,11.83,0,158.73
15,422,1001.3,371.88,11.63,11.68,0,135.76
10,422,352.78,604.6,8.26,7.09,0,58.52
64,422,281.02,646.52,8.46,7.85,0,66.41
68,422,1266.83,538.06,11.68,12.05,0,140.74
42,422,612.07,424.93,13.55,10.7,0,145.02
1,423,870.5,681.5,14.01,10.79,0,151.11
4,423,1142.41,635.79,10.47,11.47,0,120.06
5,423,908.2,301.04,12.94,12.76,0,165.19
19,423,212.55,163.2,16.34,13.39,0,218.77
25,423,527.31,414.41,13.19,11.59,0,152.85
15,423,1001.06,373.11,11.87,11.97,0,142.16
10,423,351.42,605.14,8.01,6.83,0,54.74
64,423,280.82,647.12,9.25,8.66,0,80.18
68,423,1266.05,538.05,11.98,12.12,0,145.23
42,423,611.1,425.12,13.63,10.72,0,146.14
1,424,871.23,681.79,14.06,10.84,0,152.48
4,424,1142.49,635.32,10.54,11.52,0,121.41
5,424,907.36,300.27,12.46,12.27,0,152.9
19,424,212.86,162.99,16.44,13.52,0,222.21
25,424,527.78,415.17,13.18,11.49,0,151.44
15,424,1000.55,374.28,11.97,12.15,0,145.37
10,424,349.53,606.27,7.66,6.49,0,49.75
64,424,280.5,648.76,8.71,8.25,0,71.9
68,424,1264.97,537.9,12.15,12.08,0,146.83
42,424,610.17,425.28,13.37,10.51,0,140.56
1,425,872.0,682.07,14.16,10.96,0,155.3
4,425,1142.7,634.71,10.86,11.9,0,129.3
5,425,906.58,299.5,12.72,12.59,0,160.12
19,425,213.11,162.34,16.58,13.72,0,227.52
25,425,527.81,415.73,12.83,11.07,0,142.01
15,425,1000.26,375.43,11.92,12.13,0,144.57
10,425,347.89,606.88,8.03,6.78,0,54.47
64,425,280.33,649.64,8.58,8.23,0,70.63
68,425,1264.04,537.86,12.36,12.07,0,149.16
42,425,608.98,425.51,13.1,10.34,0,135.52
1,426,872.61,682.33,13.95,10.84,0,151.25
4,426,1143.04,634.08,10.92,11.93,0,130.2
5,426,905.99,298.38,13.09,12.96,0,169.56
19,426,213.51,161.76,17.13,14.28,0,244.62
25,426,528.89,416.62,12.93,11.08,0,143.3
15,426,999.65,376.8,11.85,12.03,0,142.6
10,426,346.73,607.44,7.95,6.74,0,53.61
64,426,280.25,650.67,8.79,8.53,0,74.99
68,426,1262.93,537.66,12.31,11.82,0,145.48
42,426,606.96,425.92,12.85,10.18,0,130.79
1,427,873.18,682.58,14.12,11.03,0,155.66
4,427,1143.39,633.71,10.86,11.8,0,128.19
5,427,904.96,297.86,12.91,12.8,0,165.24
19,427,213.75,161.44,16.79,14.03,0,235.48
25,427,530.07,417.81,13.51,11.52,0,155.6
15,427,999.26,378.3,12.14,12.39,0,150.43
10,427,345.5,608.43,8.04,6.87,0,55.22
64,427,280.33,651.26,10.07,9.98,0,100.54
68,427,1262.07,537.56,12.32,11.68,0,143.98
42,427,606.15,426.36,13.25,10.5,0,139.22
1,428,873.83,682.87,14.32,11.28,0,161.42
4,428,1143.71,633.55,10.72,11.57,0,124.05
5,428,904.21,297.29,13.26,13.13,0,174.17
19,428,214.04,161.14,16.78,14.03,0,235.37
25,428,531.16,419.17,13.44,11.42,0,153.55
15,428,998.98,379.53,11.94,12.2,0,145.74
10,428,344.64,608.96,8.23,7.0,0,57.62
64,428,280.16,651.82,10.79,10.98,0,118.51
68,428,1261.31,537.5,12.52,11.77,0,147.36
42,428,605.39,426.67,12.97,10.28,0,133.23
1,429,874.51,683.22,14.15,11.21,0,158.68
4,429,1144.2,633.23,10.88,11.76,0,127.99
5,429,903.29,297.14,13.23,13.11,0,173.54
19,429,214.17,160.8,16.57,13.83,0,229.25
25,429,531.82,420.09,13.53,11.48,0,155.34
15,429,998.53,380.61,11.51,11.78,0,135.59
10,429,343.67,609.86,8.09,6.9,0,55.82
64,429,279.63,653.12,10.08,10.44,0,105.24
68,429,1260.72,537.4,12.68,11.84,0,150.09
42,429,604.73,427.23,12.88,10.19,0,131.32
71,429,450.92,6.05,11.16,11.65,0,129.99
1,430,875.1,683.42,14.06,11.17,0,157.03
4,430,1144.38,632.94,11.12,12.05,0,133.98
5,430,902.4,296.27,13.37,13.26,0,177.28
19,430,214.41,160.29,16.54,13.8,0,228.32
25,430,532.34,420.76,13.7,11.61,0,159.13
15,430,997.98,381.95,11.53,11.8,0,136.03
10,430,341.74,610.51,8.03,6.84,0,54.94
64,430,279.4,653.77,10.21,10.65,0,108.76
68,430,1259.75,537.28,12.75,11.79,0,150.31
42,430,603.82,427.39,12.99,10.32,0,134.06
1,431,875.7,683.85,13.93,11.11,0,154.72
4,431,1144.76,632.53,11.2,12.17,0,136.33
5,431,901.61,295.62,13.79,13.7,0,188.92
19,431,214.66,159.84,16.49,13.75,0,226.86
25,431,533.04,421.55,13.79,11.68,0,160.97
15,431,997.66,383.0,12.08,12.35,0,149.16
10,431,340.42,611.1,8.16,6.96,0,56.79
64,431,278.78,655.02,10.75,11.39,0,122.43
68,431,1258.87,537.28,12.81,11.75,0,150.46
42,431,602.77,427.66,13.11,10.4,0,136.34
1,432,876.21,684.25,13.83,11.05,0,152.87
4,432,1145.11,632.1,11.1,12.12,0,134.5
5,432,900.63,294.87,13.48,13.37,0,180.35
19,432,214.77,159.65,16.63,13.85,0,230.32
25,432,533.73,422.27,13.56,11.42,0,154.86
15,432,997.22,384.38,11.47,11.64,0,133.43
10,432,339.24,611.61,8.22,7.01,0,57.58
64,432,278.37,656.94,9.48,10.09,0,95.62
68,432,1257.86,536.93,13.18,12.01,0,158.31
42,432,601.98,427.86,13.44,10.65,0,143.15
1,433,876.91,684.47,13.75,11.02,0,151.55
4,433,1145.53,631.78,10.87,11.88,0,129.06
5,433,899.77,294.3,13.69,13.56,0,185.57
19,433,214.79,159.5,16.49,13.72,0,226.26
25,433,534.29,423.1,13.65,11.43,0,156.1
15,433,996.9,385.36,11.59,11.79,0,136.62
10,433,337.51,612.21,8.26,7.04,0,58.18
64,433,278.26,657.68,8.72,9.31,0,81.18
68,433,1257.08,536.69,13.28,12.02,0,159.62
42,433,600.88,427.93,13.49,10.73,0,144.72
71,433,450.53,9.62,12.71,13.25,0,168.32
1,434,877.65,684.55,13.54,10.88,0,147.26
4,434,1145.8,631.3,10.77,11.79,0,126.99
5,434,899.09,293.76,13.45,13.28,0,178.7
19,434,214.9,159.01,16.46,13.7,0,225.47
25,434,534.94,424.05,13.8,11.55,0,159.42
15,434,996.72,386.48,11.99,12.23,0,146.56
10,434,336.28,613.13,8.23,7.04,0,57.98
64,434,278.14,658.73,8.87,9.58,0,85.02
68,434,1256.27,536.44,13.32,11.98,0,159.62
42,434,599.43,428.29,13.65,10.87,0,148.35
1,435,878.16,684.71,13.46,10.82,0,145.58
4,435,1146.0,630.74,10.86,11.93,0,129.55
5,435,898.14,292.73,12.96,12.7,0,164.61
19,435,215.05,158.45,16.35,13.58,0,222.05
25,435,535.55,424.75,13.53,11.3,0,152.85
15,435,996.44,387.93,11.93,12.16,0,145.14
10,435,334.98,613.5,7.75,6.64,0,51.44
64,435,277.74,659.43,8.93,9.66,0,86.3
68,435,1255.28,536.28,13.52,12.07,0,163.16
42,435,598.05,428.33,13.4,10.67,0,142.96
71,435,450.13,12.16,13.26,13.84,0,183.56
1,436,878.51,685.25,13.65,10.99,0,149.95
4,436,1146.16,630.3,10.96,12.09,0,132.59
5,436,896.8,291.95,13.58,13.27,0,180.21
19,436,215.05,158.04,16.73,13.9,0,232.56
25,436,536.14,425.32,13.85,11.55,0,160.07
15,436,995.84,389.35,11.8,12.09,0,142.71
10,436,333.18,614.15,7.86,6.74,0,52.96
64,436,277.1,660.13,9.76,10.56,0,103.14
68,436,1254.17,536.14,13.38,11.88,0,159.01
42,436,596.91,428.59,12.97,10.29,0,133.4
71,436,449.48,14.14,11.09,11.57,0,128.27
1,437,879.06,685.98,13.83,11.15,0,154.22
4,437,1146.49,629.89,10.73,11.83,0,126.91
5,437,895.4,291.06,13.75,13.41,0,184.35
19,437,215.34,157.5,16.47,13.67,0,225.19
25,437,536.89,426.45,14.11,11.82,0,166.82
15,437,995.39,390.44,11.38,11.71,0,133.27
10,437,331.81,614.54,8.04,6.81,0,54.76
64,437,276.74,660.92,9.29,10.11,0,93.94
68,437,1253.22,536.0,13.37,11.79,0,157.62
42,437,596.17,428.84,13.09,10.37,0,135.7
71,437,449.05,14.3,11.13,11.55,0,128.57
1,438,879.49,686.33,13.8,11.13,0,153.56
4,438,1146.85,629.59,10.58,11.63,0,123.07
5,438,894.38,290.46,13.66,13.36,0,182.5
19,438,215.5,157.12,16.25,13.47,0,218.87
25,438,537.58,427.4,13.81,11.58,0,159.87
15,438,995.14,391.34,10.91,11.18,0,121.95
10,438,330.73,615.16,8.21,6.91,0,56.7
64,438,276.42,661.85,8.85,9.57,0,84.67
68,438,1252.45,535.79,13.49,11.83,0,159.48
42,438,595.19,429.09,13.16,10.38,0,136.61
71,438,448.94,16.12,10.24,10.57,0,108.26
1,439,880.13,686.76,13.63,10.99,0,149.7
4,439,1147.14,629.08,10.62,11.62,0,123.38
5,439,893.67,289.65,13.29,12.99,0,172.66
19,439,215.67,156.87,16.15,13.36,0,215.83
25,439,538.28,427.98,13.28,11.12,0,147.69
15,439,994.58,392.34,11.15,11.44,0,127.57
10,439,329.13,615.57,8.17,6.92,0,56.55
64,439,276.07,662.62,9.1,9.77,0,88.92
68,439,1251.88,535.54,13.81,12.07,0,166.69
42,439,593.68,429.16,12.85,10.13,0,130.22
1,440,880.42,687.11,13.07,10.47,0,136.84
4,440,1147.45,628.57,10.64,11.55,0,122.92
5,440,892.74,289.05,13.41,13.12,0,176.02
19,440,215.77,156.77,16.58,13.75,0,227.96
25,440,538.95,428.77,13.28,11.1,0,147.34
15,440,994.24,393.47,11.38,11.7,0,133.15
10,440,327.48,616.5,8.02,6.8,0,54.52
64,440,275.65,664.41,9.16,9.86,0,90.27
68,440,1250.77,535.07,13.9,12.09,0,167.99
42,440,591.86,429.43,12.47,9.77,0,121.87
71,440,449.4,17.14,12.79,13.3,0,170.18
1,441,881.26,687.34,13.63,10.89,0,148.41
4,441,1147.73,627.88,10.76,11.67,0,125.65
5,441,891.75,288.23,13.73,13.44,0,184.56
19,441,215.95,156.57,16.93,14.02,0,237.28
25,441,539.78,429.43,13.34,11.13,0,148.47
15,441,993.92,394.76,11.23,11.53,0,129.47
10,441,326.45,616.86,7.95,6.73,0,53.55
64,441,275.33,665.93,8.01,8.61,0,68.98
68,441,1249.37,534.76,13.48,11.59,0,156.23
42,441,590.89,429.54,12.85,10.11,0,129.83
71,441,449.3,18.73,14.46,15.05,0,217.54
1,442,882.04,687.66,13.81,11.04,0,152.48
4,442,1147.87,627.49,10.77,11.58,0,124.71
5,442,890.83,287.3,13.46,13.22,0,178.03
19,442,216.31,155.95,16.49,13.61,0,224.47
25,442,540.54,430.03,13.6,11.31,0,153.78
15,442,993.63,395.65,11.21,11.47,0,128.6
10,442,325.28,617.23,8.12,6.76,0,54.91
64,442,275.1,666.62,7.77,8.35,0,64.91
68,442,1248.47,534.42,13.41,11.42,0,153.18
42,442,590.13,429.9,12.8,10.08,0,129.05
1,443,882.64,687.82,13.74,10.99,0,151.02
4,443,1148.19,627.05,10.82,11.53,0,124.67
5,443,890.3,286.65,12.76,12.48,0,159.29
19,443,216.6,155.22,16.59,13.66,0,226.68
25,443,541.16,430.74,13.45,11.14,0,149.77
15,443,993.19,396.64,11.14,11.34,0,126.34
10,443,323.93,617.6,8.34,6.89,0,57.39
64,443,275.18,667.37,8.76,9.45,0,82.74
68,443,1247.68,534.15,13.6,11.5,0,156.41
42,443,589.01,430.3,12.93,10.21,0,131.97
1,444,883.22,687.98,13.59,10.85,0,147.5
4,444,1148.41,626.51,10.78,11.4,0,122.92
5,444,889.36,285.78,12.55,12.28,0,154.11
19,444,216.86,154.45,16.54,13.55,0,224.11
25,444,541.9,431.56,13.43,11.11,0,149.26
15,444,992.78,397.66,11.42,11.65,0,133.14
10,444,322.33,618.21,8.16,6.77,0,55.24
64,444,274.85,668.31,8.89,9.69,0,86.09
68,444,1247.01,534.01,14.07,11.86,0,166.9
42,444,588.38,430.35,13.09,10.33,0,135.15
1,445,883.81,687.95,13.35,10.6,0,141.55
4,445,1148.5,625.49,10.95,11.55,0,126.46
5,445,888.06,284.68,13.3,13.01,0,173.01
19,445,217.08,153.93,16.78,13.77,0,231.08
25,445,542.95,432.27,13.59,11.3,0,153.47
15,445,991.7,398.75,11.19,11.34,0,126.99
10,445,321.28,618.39,8.22,6.82,0,56.09
64,445,274.45,668.93,8.55,9.44,0,80.63
68,445,1246.15,533.71,14.13,11.89,0,168.07
42,445,587.72,430.33,12.96,10.23,0,132.5
1,446,884.3,687.93,13.5,10.68,0,144.25
4,446,1148.76,624.61,10.85,11.35,0,123.11
5,446,886.57,283.44,13.1,12.83,0,168.09
19,446,217.17,153.42,16.72,13.66,0,228.37
25,446,543.84,432.83,13.67,11.41,0,155.97
15,446,991.19,399.69,11.37,11.45,0,130.25
10,446,320.14,618.34,8.42,6.98,0,58.75
64,446,274.43,668.85,8.74,9.76,0,85.28
68,446,1244.88,533.31,13.92,11.74,0,163.31
42,446,586.89,430.06,13.07,10.34,0,135.06
1,447,884.83,687.97,13.64,10.78,0,147.09
4,447,1149.04,623.98,11.12,11.58,0,128.78
5,447,885.61,282.59,13.45,13.19,0,177.43
19,447,217.76,152.77,16.56,13.47,0,223.09
25,447,544.37,433.23,14.1,11.8,0,166.33
15,447,990.45,400.57,11.49,11.5,0,132.12
10,447,318.63,618.54,8.29,6.86,0,56.88
64,447,274.32,669.74,8.68,9.75,0,84.62
68,447,1243.69,532.77,13.79,11.62,0,160.33
42,447,585.92,429.9,13.47,10.65,0,143.44
71,447,449.96,24.52,10.46,10.9,0,114.1
1,448,885.3,687.88,13.44,10.61,0,142.53
4,448,1149.34,623.16,10.86,11.28,0,122.5
5,448,885.08,281.78,13.16,12.86,0,169.24
19,448,218.47,152.0,16.6,13.53,0,224.48
25,448,545.02,434.1,13.78,11.52,0,158.77
15,448,990.04,401.46,11.57,11.6,0,134.24
10,448,317.13,618.62,8.2,6.84,0,56.1
64,448,274.24,670.7,8.73,9.86,0,86.02
68,448,1242.52,532.07,13.58,11.45,0,155.52
42,448,584.4,429.89,13.01,10.29,0,133.89
1,449,885.96,687.98,13.64,10.79,0,147.1
4,449,1149.76,622.26,10.97,11.41,0,125.18
5,449,884.27,280.89,13.55,13.22,0,179.1
19,449,218.9,151.39,16.71,13.73,0,229.44
25,449,546.28,434.7,13.69,11.43,0,156.55
15,449,989.59,402.13,12.02,12.08,0,145.15
10,449,315.81,618.91,8.18,6.82,0,55.8
64,449,274.37,672.14,8.43,9.52,0,80.2
68,449,1241.59,531.74,13.89,11.7,0,162.55
42,449,583.5,429.89,13.0,10.32,0,134.2
84,449,111.7,249.97,13.32,13.9,0,185.16
71,449,451.28,28.49,9.0,9.31,0,83.76
1,450,886.45,687.9,13.25,10.46,0,138.64
4,450,1149.94,621.3,11.19,11.65,0,130.39
5,450,883.03,279.84,14.03,13.71,0,192.37
19,450,219.2,151.01,16.76,13.79,0,231.16
25,450,547.26,435.49,13.39,11.15,0,149.33
15,450,989.21,403.31,11.53,11.57,0,133.37
10,450,314.71,619.18,8.15,6.85,0,55.85
64,450,274.24,673.51,7.5,8.47,0,63.57
68,450,1240.43,531.41,13.87,11.65,0,161.63
42,450,582.66,429.93,12.91,10.29,0,132.8
71,450,450.73,27.69,10.91,11.32,0,123.44
1,451,887.1,687.91,13.08,10.3,0,134.67
4,451,1150.12,620.46,11.11,11.58,0,128.7
5,451,882.43,279.26,14.04,13.72,0,192.61
19,451,219.64,150.68,16.84,13.87,0,233.59
25,451,548.08,436.15,13.61,11.32,0,153.99
15,451,988.86,404.55,11.5,11.52,0,132.51
10,451,313.71,619.27,8.15,6.93,0,56.5
64,451,274.54,674.46,6.79,7.65,0,51.91
68,451,1239.26,531.1,14.09,11.82,0,166.66
42,451,582.21,430.02,13.28,10.67,0,141.72
1,452,887.56,687.93,13.08,10.28,0,134.42
4,452,1150.32,619.84,10.69,11.11,0,118.77
5,452,881.8,278.78,14.06,13.76,0,193.58
19,452,220.69,150.28,16.85,13.86,0,233.6
25,452,549.09,436.76,13.33,11.09,0,147.88
15,452,988.32,405.74,11.77,11.82,0,139.08
10,452,312.82,619.55,8.54,7.37,0,62.91
64,452,274.97,675.66,7.26,8.21,0,59.56
68,452,1238.07,530.61,13.94,11.67,0,162.7
42,452,581.55,430.19,12.96,10.44,0,135.3
71,452,450.47,30.13,11.51,11.72,0,134.93
1,453,888.16,687.98,13.1,10.31,0,135.09
4,453,1150.35,619.14,10.82,11.27,0,121.9
5,453,880.63,278.18,13.79,13.47,0,185.74
19,453,221.66,149.94,17.2,14.15,0,243.34
25,453,549.77,437.48,13.38,11.14,0,149.1
15,453,987.84,406.97,11.89,11.87,0,141.12
10,453,311.56,620.26,8.25,7.06,0,58.28
64,453,275.35,675.99,7.82,8.82,0,68.94
68,453,1236.81,530.07,14.07,11.79,0,166.0
42,453,580.76,430.07,12.94,10.48,0,135.64
71,453,452.01,31.48,11.68,11.96,0,139.69
1,454,888.82,688.22,13.07,10.25,0,133.97
4,454,1150.43,618.53,10.94,11.39,0,124.56
5,454,878.91,277.49,13.43,13.07,0,175.5
19,454,222.16,149.56,17.26,14.21,0,245.36
25,454,550.81,438.35,13.4,11.17,0,149.61
15,454,987.3,408.17,11.82,11.81,0,139.53
10,454,310.81,620.65,8.04,6.91,0,55.61
64,454,275.3,675.95,8.34,9.41,0,78.53
68,454,1235.88,529.88,14.17,11.9,0,168.57
42,454,580.12,430.04,12.71,10.33,0,131.27
71,454,451.94,31.99,12.26,12.46,0,152.7
1,455,889.49,688.49,13.13,10.29,0,135.03
4,455,1150.65,617.75,11.1,11.55,0,128.19
5,455,877.77,276.45,13.75,13.44,0,184.79
19,455,222.49,149.32,16.94,13.89,0,235.34
25,455,552.12,439.1,13.28,11.07,0,147.05
15,455,986.81,409.41,11.86,11.87,0,140.73
10,455,309.94,621.04,8.24,7.01,0,57.79
64,455,275.37,676.89,7.9,8.91,0,70.37
68,455,1235.1,529.59,14.16,11.88,0,168.24
42,455,579.45,430.09,12.63,10.34,0,130.5
71,455,452.57,33.36,12.67,12.88,0,163.19
1,456,890.1,688.61,12.99,10.17,0,132.07
4,456,1150.84,617.03,11.2,11.65,0,130.5
5,456,877.14,275.47,13.93,13.69,0,190.65
19,456,223.29,148.92,16.72,13.67,0,228.5
25,456,553.1,439.7,13.47,11.25,0,151.63
15,456,986.58,409.83,11.85,11.84,0,140.36
64,456,275.44,677.32,8.06,9.1,0,73.34
68,456,1234.07,529.17,14.26,11.93,0,170.11
42,456,578.76,430.28,12.67,10.45,0,132.39
71,456,453.05,34.05,13.7,14.01,0,191.99
1,457,890.59,688.61,13.06,10.22,0,133.56
4,457,1150.92,616.47,11.1,11.53,0,128.01
5,457,876.27,274.52,13.04,12.8,0,166.89
19,457,223.8,148.56,16.29,13.3,0,216.53
25,457,553.95,440.19,13.29,11.13,0,147.92
