session,frame_idx,time_s,cx,cy,bbox_w,bbox_h,mask_area_px
2025_06_06,2802,116.70137,230.3,144.8,15.8,13.6,180
2025_06_06,2802,116.70137,867.0,266.4,12.7,12.4,97
2025_06_06,2802,116.70137,278.4,683.6,8.2,10.2,57
2025_06_06,2802,116.70137,298.7,621.4,7.4,6.8,44
2025_06_06,2802,116.70137,459.1,47.0,10.9,9.9,78
2025_06_06,2802,116.70137,979.6,421.0,11.8,12.8,112
2025_06_06,2803,116.74302,894.7,688.5,12.9,9.7,114
2025_06_06,2803,116.74302,563.0,446.4,13.6,10.4,106
2025_06_06,2803,116.74302,1151.0,609.6,10.3,11.4,114
2025_06_06,2803,116.74302,1220.2,524.9,13.6,12.0,142
2025_06_06,2803,116.74302,230.5,144.8,15.8,13.8,173
2025_06_06,2803,116.74302,866.7,266.2,12.6,12.5,108
2025_06_06,2803,116.74302,278.4,683.8,8.3,10.3,58
2025_06_06,2803,116.74302,297.3,621.5,7.6,6.9,47
2025_06_06,2803,116.74302,459.4,47.4,10.9,9.7,80
2025_06_06,2803,116.74302,979.5,421.0,11.7,12.9,115
2025_06_06,2804,116.78467,894.7,688.6,13.0,9.7,117
2025_06_06,2804,116.78467,1150.9,609.5,10.5,10.9,113
2025_06_06,2804,116.78467,1220.0,524.7,13.6,11.9,142
2025_06_06,2804,116.78467,563.1,446.6,13.6,10.3,107
2025_06_06,2804,116.78467,230.4,144.8,15.7,13.6,175
2025_06_06,2804,116.78467,866.6,266.4,12.4,12.5,109
2025_06_06,2804,116.78467,278.5,683.8,8.3,10.3,58
2025_06_06,2804,116.78467,297.4,621.5,7.6,6.9,47
2025_06_06,2804,116.78467,459.0,47.3,11.3,11.0,84
2025_06_06,2804,116.78467,979.4,421.2,11.6,12.5,112
2025_06_06,2805,116.82632,894.8,688.6,13.0,9.7,118
2025_06_06,2805,116.82632,1150.9,609.4,10.5,11.1,115
2025_06_06,2805,116.82632,230.4,144.7,15.6,13.6,170
2025_06_06,2805,116.82632,1219.6,524.5,13.8,12.0,150
2025_06_06,2805,116.82632,563.2,446.7,13.5,10.1,106
2025_06_06,2805,116.82632,866.4,266.3,12.1,12.5,108
2025_06_06,2805,116.82632,278.5,683.8,8.3,10.2,58
2025_06_06,2805,116.82632,297.4,621.5,7.7,6.9,47
2025_06_06,2805,116.82632,459.2,47.7,10.8,11.2,83
2025_06_06,2805,116.82632,978.9,421.8,11.6,12.2,109
2025_06_06,2806,116.86797,894.9,688.6,13.2,9.7,120
2025_06_06,2806,116.86797,1150.9,609.3,10.3,11.1,112
2025_06_06,2806,116.86797,230.4,144.5,15.6,13.8,167
2025_06_06,2806,116.86797,1219.5,524.5,14.0,12.1,168
2025_06_06,2806,116.86797,563.4,446.7,13.5,10.2,105
2025_06_06,2806,116.86797,866.0,266.4,11.9,12.6,104
2025_06_06,2806,116.86797,278.7,684.2,7.7,9.5,52
2025_06_06,2806,116.86797,459.3,47.8,11.0,11.2,87
2025_06_06,2806,116.86797,979.0,422.2,11.7,12.4,109
2025_06_06,2806,116.86797,296.8,621.4,7.7,6.7,62
2025_06_06,2807,116.90962,895.0,688.6,13.3,9.7,119
2025_06_06,2807,116.90962,1150.9,609.3,10.5,11.0,115
2025_06_06,2807,116.90962,1219.4,524.2,13.8,12.0,146
2025_06_06,2807,116.90962,563.7,447.0,13.7,10.4,106
2025_06_06,2807,116.90962,230.8,144.5,15.9,13.5,175
2025_06_06,2807,116.90962,865.8,266.0,12.1,12.7,107
2025_06_06,2807,116.90962,278.7,684.3,7.7,9.5,52
2025_06_06,2807,116.90962,459.2,47.9,11.3,11.4,92
2025_06_06,2807,116.90962,296.8,621.3,7.5,6.6,46
2025_06_06,2807,116.90962,979.0,422.3,11.6,12.0,108
2025_06_06,2808,116.95127,895.1,688.5,13.2,9.8,120
2025_06_06,2808,116.95127,1150.9,609.1,10.7,11.1,116
2025_06_06,2808,116.95127,563.9,447.0,13.9,10.3,107
2025_06_06,2808,116.95127,1218.9,524.1,14.1,12.0,149
2025_06_06,2808,116.95127,230.8,144.5,16.1,13.5,178
2025_06_06,2808,116.95127,865.6,266.1,12.3,12.4,106
2025_06_06,2808,116.95127,459.7,48.4,11.9,11.5,105
2025_06_06,2808,116.95127,278.7,684.2,7.9,9.6,57
2025_06_06,2808,116.95127,296.8,621.3,7.5,6.6,46
2025_06_06,2808,116.95127,978.9,422.3,12.0,12.4,113
2025_06_06,2809,116.99292,895.3,688.8,13.5,10.0,122
2025_06_06,2809,116.99292,1150.8,609.0,11.2,11.1,116
2025_06_06,2809,116.99292,231.1,144.6,16.3,13.8,181
2025_06_06,2809,116.99292,564.0,447.2,14.0,10.4,109
2025_06_06,2809,116.99292,459.9,48.4,11.2,11.0,91
2025_06_06,2809,116.99292,1218.5,523.9,14.0,11.7,146
2025_06_06,2809,116.99292,865.4,265.6,12.9,12.9,113
2025_06_06,2809,116.99292,978.7,422.5,11.9,12.5,111
2025_06_06,2809,116.99292,296.8,621.7,7.7,6.7,48
2025_06_06,2809,116.99292,279.1,684.7,7.7,8.8,48
2025_06_06,2810,117.03457,895.3,688.8,13.5,9.9,125
2025_06_06,2810,117.03457,230.9,144.5,16.4,13.6,179
2025_06_06,2810,117.03457,1150.9,609.0,11.1,11.0,114
2025_06_06,2810,117.03457,460.0,48.5,11.4,11.3,89
2025_06_06,2810,117.03457,564.1,447.3,14.0,10.3,109
2025_06_06,2810,117.03457,1218.4,523.8,14.1,11.8,147
2025_06_06,2810,117.03457,865.0,265.5,12.7,12.6,114
2025_06_06,2810,117.03457,279.2,684.7,7.8,8.7,52
2025_06_06,2810,117.03457,978.7,422.4,11.8,12.4,112
2025_06_06,2810,117.03457,296.4,621.4,8.1,6.8,49
2025_06_06,2811,117.07622,895.3,688.8,13.5,9.9,125
2025_06_06,2811,117.07622,231.3,144.2,16.7,13.8,184
2025_06_06,2811,117.07622,1150.8,608.8,11.1,10.8,113
2025_06_06,2811,117.07622,460.1,48.4,11.4,11.2,87
2025_06_06,2811,117.07622,564.1,447.3,14.1,10.2,108
2025_06_06,2811,117.07622,1218.2,523.7,14.0,11.6,143
2025_06_06,2811,117.07622,864.8,265.3,12.8,12.8,117
2025_06_06,2811,117.07622,279.2,685.2,7.6,8.1,49
2025_06_06,2811,117.07622,978.8,422.4,11.8,12.4,114
2025_06_06,2811,117.07622,296.5,621.3,8.1,6.8,49
2025_06_06,2812,117.11787,895.4,688.9,13.7,10.0,127
2025_06_06,2812,117.11787,231.3,144.2,16.5,13.6,181
2025_06_06,2812,117.11787,1150.8,608.6,11.3,11.1,116
2025_06_06,2812,117.11787,564.6,447.6,13.7,10.5,102
2025_06_06,2812,117.11787,460.2,48.5,11.0,11.2,86
2025_06_06,2812,117.11787,1218.1,523.6,14.0,11.5,146
2025_06_06,2812,117.11787,864.3,265.2,13.2,13.1,126
2025_06_06,2812,117.11787,279.1,685.4,7.9,8.4,54
2025_06_06,2812,117.11787,296.5,621.4,8.1,6.7,48
2025_06_06,2812,117.11787,978.8,423.2,11.5,12.8,112
2025_06_06,2813,117.15952,895.4,688.9,13.7,9.9,124
2025_06_06,2813,117.15952,231.3,144.3,16.5,13.7,176
2025_06_06,2813,117.15952,1150.8,608.5,11.7,10.7,115
2025_06_06,2813,117.15952,1216.5,523.1,12.5,9.8,129
2025_06_06,2813,117.15952,460.2,48.5,10.7,11.6,87
2025_06_06,2813,117.15952,564.7,447.7,13.6,10.9,104
2025_06_06,2813,117.15952,863.6,265.2,12.9,12.5,121
2025_06_06,2813,117.15952,279.1,685.4,8.0,8.5,54
2025_06_06,2813,117.15952,296.4,621.5,8.1,6.7,49
2025_06_06,2813,117.15952,978.6,423.2,11.5,12.9,110
2025_06_06,2814,117.20117,895.4,688.8,13.5,9.8,118
2025_06_06,2814,117.20117,231.4,144.2,16.8,13.8,181
2025_06_06,2814,117.20117,1150.6,608.4,11.6,10.8,112
2025_06_06,2814,117.20117,1216.1,523.0,12.7,9.9,132
2025_06_06,2814,117.20117,460.2,49.1,11.0,11.6,84
2025_06_06,2814,117.20117,564.8,447.7,13.7,11.0,102
2025_06_06,2814,117.20117,279.0,685.6,7.7,8.1,53
2025_06_06,2814,117.20117,864.1,264.8,13.0,12.9,126
2025_06_06,2814,117.20117,296.4,621.5,8.0,6.8,49
2025_06_06,2814,117.20117,978.3,423.3,11.7,12.6,109
2025_06_06,2815,117.24282,895.6,688.8,13.5,9.8,120
2025_06_06,2815,117.24282,1215.7,522.9,12.2,9.8,125
2025_06_06,2815,117.24282,1150.6,608.3,11.6,10.9,115
2025_06_06,2815,117.24282,231.5,144.1,16.9,13.9,183
2025_06_06,2815,117.24282,460.3,49.3,10.2,11.2,81
2025_06_06,2815,117.24282,565.0,447.8,13.9,10.9,105
2025_06_06,2815,117.24282,279.1,685.8,7.9,8.5,54
2025_06_06,2815,117.24282,863.8,264.7,13.3,13.0,125
2025_06_06,2815,117.24282,295.8,621.5,8.7,7.1,50
2025_06_06,2815,117.24282,978.3,423.5,11.6,12.5,124
2025_06_06,2816,117.28446,895.6,688.8,13.5,9.9,120
2025_06_06,2816,117.28446,231.6,143.9,17.1,13.9,188
2025_06_06,2816,117.28446,1215.9,522.7,12.5,10.0,131
2025_06_06,2816,117.28446,460.3,49.2,10.6,11.6,83
2025_06_06,2816,117.28446,1150.5,608.3,11.6,10.9,116
2025_06_06,2816,117.28446,565.4,447.9,13.6,10.8,103
2025_06_06,2816,117.28446,279.4,685.8,7.8,8.3,54
2025_06_06,2816,117.28446,862.8,264.5,13.5,12.8,131
2025_06_06,2816,117.28446,295.7,621.5,8.5,6.9,49
2025_06_06,2816,117.28446,978.2,423.3,11.5,12.4,110
2025_06_06,2817,117.32611,895.6,688.8,13.5,9.9,122
2025_06_06,2817,117.32611,460.3,49.2,11.0,10.8,83
2025_06_06,2817,117.32611,231.9,143.9,17.2,14.1,187
2025_06_06,2817,117.32611,1215.9,522.8,13.0,10.3,134
2025_06_06,2817,117.32611,1150.5,608.2,11.6,10.9,116
2025_06_06,2817,117.32611,565.5,447.9,13.8,10.9,107
2025_06_06,2817,117.32611,279.3,685.6,8.1,8.8,56
2025_06_06,2817,117.32611,295.3,621.4,7.9,6.5,42
2025_06_06,2817,117.32611,863.8,264.6,13.6,13.2,137
2025_06_06,2817,117.32611,978.1,423.3,11.8,12.5,110
2025_06_06,2818,117.36776,895.8,688.7,13.5,9.9,121
2025_06_06,2818,117.36776,231.8,143.7,17.3,14.1,187
2025_06_06,2818,117.36776,460.4,49.5,11.3,10.6,87
2025_06_06,2818,117.36776,1215.9,522.9,13.2,10.5,138
2025_06_06,2818,117.36776,1150.7,608.1,11.6,10.9,112
2025_06_06,2818,117.36776,565.7,448.2,13.6,11.0,106
2025_06_06,2818,117.36776,295.0,621.5,7.5,6.6,48
2025_06_06,2818,117.36776,279.5,686.2,8.0,8.9,55
2025_06_06,2818,117.36776,978.1,423.2,11.7,12.1,109
2025_06_06,2818,117.36776,863.7,264.6,13.6,14.1,134
2025_06_06,2819,117.40941,460.7,50.1,11.4,10.5,80
2025_06_06,2819,117.40941,895.8,688.7,13.5,9.9,119
2025_06_06,2819,117.40941,232.1,143.7,17.3,14.0,184
2025_06_06,2819,117.40941,1216.3,523.0,14.2,11.1,149
2025_06_06,2819,117.40941,1150.8,608.1,11.5,10.9,112
2025_06_06,2819,117.40941,565.8,448.1,13.6,11.0,106
2025_06_06,2819,117.40941,977.9,423.3,11.9,11.9,109
2025_06_06,2819,117.40941,294.9,621.4,7.3,6.4,47
2025_06_06,2819,117.40941,279.7,686.2,8.3,9.2,58
2025_06_06,2819,117.40941,863.5,264.4,13.0,13.8,137
2025_06_06,2820,117.45106,895.9,688.8,13.7,10.0,121
2025_06_06,2820,117.45106,1216.2,522.9,14.2,11.2,148
2025_06_06,2820,117.45106,232.1,143.6,17.0,13.7,180
2025_06_06,2820,117.45106,566.1,448.5,13.2,10.6,100
2025_06_06,2820,117.45106,1150.8,607.9,11.3,11.1,109
2025_06_06,2820,117.45106,460.7,50.4,11.2,10.0,80
2025_06_06,2820,117.45106,279.6,686.4,8.0,8.8,51
2025_06_06,2820,117.45106,295.0,621.5,7.6,6.6,48
2025_06_06,2820,117.45106,977.8,423.5,11.7,12.0,105
2025_06_06,2820,117.45106,862.9,264.3,13.0,13.2,124
2025_06_06,2821,117.49271,895.8,688.8,13.8,10.0,121
2025_06_06,2821,117.49271,460.5,50.3,12.1,10.9,84
2025_06_06,2821,117.49271,1216.1,522.8,14.3,11.4,151
2025_06_06,2821,117.49271,232.3,143.5,16.8,13.4,173
2025_06_06,2821,117.49271,566.2,448.6,13.1,10.5,100
2025_06_06,2821,117.49271,1150.8,607.8,11.3,11.2,113
2025_06_06,2821,117.49271,977.6,423.7,11.9,12.4,116
2025_06_06,2821,117.49271,294.5,621.6,7.9,6.6,47
2025_06_06,2821,117.49271,279.7,686.5,8.5,9.8,54
2025_06_06,2821,117.49271,863.0,264.1,12.2,12.4,113
2025_06_06,2822,117.53436,895.8,688.8,13.8,10.0,123
2025_06_06,2822,117.53436,232.5,143.5,17.0,13.4,173
2025_06_06,2822,117.53436,1216.0,522.8,14.5,11.7,150
2025_06_06,2822,117.53436,460.4,50.8,11.7,10.6,87
2025_06_06,2822,117.53436,566.2,448.7,12.9,10.4,98
2025_06_06,2822,117.53436,1150.7,607.8,11.3,11.1,113
2025_06_06,2822,117.53436,294.5,621.7,7.7,6.4,47
2025_06_06,2822,117.53436,977.4,423.7,11.9,12.4,118
2025_06_06,2822,117.53436,279.7,686.3,8.5,10.0,57
2025_06_06,2822,117.53436,862.9,264.1,12.4,12.6,114
2025_06_06,2823,117.57601,460.4,50.7,11.5,11.1,87
2025_06_06,2823,117.57601,895.9,688.8,13.8,10.1,124
2025_06_06,2823,117.57601,1216.0,522.7,14.8,12.0,153
2025_06_06,2823,117.57601,232.6,143.5,17.0,13.4,175
2025_06_06,2823,117.57601,566.2,448.8,12.9,10.4,101
2025_06_06,2823,117.57601,1150.8,607.7,11.1,11.2,109
2025_06_06,2823,117.57601,977.4,423.9,12.2,12.3,117
2025_06_06,2823,117.57601,294.5,621.7,7.7,6.4,47
2025_06_06,2823,117.57601,279.7,686.3,8.5,10.0,57
2025_06_06,2823,117.57601,862.6,263.9,12.8,12.4,120
2025_06_06,2824,117.61766,460.4,50.7,11.7,12.0,97
2025_06_06,2824,117.61766,896.0,688.9,13.8,10.0,123
2025_06_06,2824,117.61766,1215.8,522.7,15.1,12.3,156
2025_06_06,2824,117.61766,232.7,143.2,16.9,13.5,173
2025_06_06,2824,117.61766,566.3,448.9,12.6,10.2,99
2025_06_06,2824,117.61766,1150.8,607.7,11.0,11.3,114
2025_06_06,2824,117.61766,977.2,424.1,12.3,12.3,119
2025_06_06,2824,117.61766,294.0,621.6,7.6,6.1,43
2025_06_06,2824,117.61766,279.8,686.4,8.5,10.1,57
2025_06_06,2824,117.61766,862.8,263.7,12.7,12.6,112
2025_06_06,2825,117.65931,896.0,688.9,13.8,9.9,122
2025_06_06,2825,117.65931,460.6,51.2,11.1,11.8,92
2025_06_06,2825,117.65931,1215.7,522.7,15.1,12.2,156
2025_06_06,2825,117.65931,233.0,143.1,16.7,13.4,174
2025_06_06,2825,117.65931,566.5,449.1,13.1,10.5,103
2025_06_06,2825,117.65931,1150.8,607.2,10.8,11.3,111
2025_06_06,2825,117.65931,293.9,621.7,8.0,6.2,45
2025_06_06,2825,117.65931,977.1,424.4,12.0,12.3,116
2025_06_06,2825,117.65931,862.3,263.6,12.6,12.4,112
2025_06_06,2825,117.65931,279.9,686.7,8.5,10.4,60
2025_06_06,2826,117.70096,460.6,51.0,11.1,11.8,89
2025_06_06,2826,117.70096,896.2,689.0,14.0,10.0,128
2025_06_06,2826,117.70096,1215.6,522.7,15.2,12.2,158
2025_06_06,2826,117.70096,566.6,449.1,13.1,10.6,101
2025_06_06,2826,117.70096,233.1,143.0,16.1,13.5,173
2025_06_06,2826,117.70096,1150.6,607.0,11.1,11.3,117
2025_06_06,2826,117.70096,861.9,263.0,12.3,12.0,106
2025_06_06,2826,117.70096,293.8,621.7,8.2,6.2,45
2025_06_06,2826,117.70096,977.1,424.8,12.2,12.0,115
2025_06_06,2826,117.70096,279.8,686.6,8.8,10.7,60
2025_06_06,2827,117.74261,896.2,689.0,14.0,10.0,127
2025_06_06,2827,117.74261,1215.4,522.6,14.9,11.9,150
2025_06_06,2827,117.74261,461.1,51.5,11.3,11.2,92
2025_06_06,2827,117.74261,1150.6,606.7,11.0,11.0,111
2025_06_06,2827,117.74261,233.5,142.9,16.4,13.5,177
2025_06_06,2827,117.74261,566.7,449.4,12.9,10.2,97
2025_06_06,2827,117.74261,862.0,262.9,12.2,12.1,105
2025_06_06,2827,117.74261,293.8,621.7,8.1,6.2,46
2025_06_06,2827,117.74261,977.2,424.8,12.2,12.2,117
2025_06_06,2827,117.74261,279.7,686.7,8.9,10.6,57
2025_06_06,2828,117.78426,233.6,142.8,16.7,13.4,177
2025_06_06,2828,117.78426,1215.3,522.4,15.2,12.2,155
2025_06_06,2828,117.78426,896.2,689.0,14.0,9.9,131
2025_06_06,2828,117.78426,460.8,51.6,11.5,10.7,92
2025_06_06,2828,117.78426,1150.8,606.8,11.0,11.3,113
2025_06_06,2828,117.78426,293.8,621.7,8.7,6.2,48
2025_06_06,2828,117.78426,861.8,262.8,12.4,12.0,104
2025_06_06,2828,117.78426,567.1,449.7,12.9,10.0,96
2025_06_06,2828,117.78426,977.0,425.2,12.3,12.3,115
2025_06_06,2828,117.78426,279.7,686.7,9.2,10.4,58
2025_06_06,2829,117.82591,233.5,142.8,17.1,13.4,179
2025_06_06,2829,117.82591,1215.2,522.4,15.0,12.0,156
2025_06_06,2829,117.82591,896.3,689.0,14.2,10.1,134
2025_06_06,2829,117.82591,1150.9,606.7,11.0,11.3,113
2025_06_06,2829,117.82591,461.1,52.0,11.2,10.9,95
2025_06_06,2829,117.82591,293.2,621.6,8.6,6.2,43
2025_06_06,2829,117.82591,567.2,449.7,13.2,10.3,101
2025_06_06,2829,117.82591,976.9,425.3,12.5,12.6,118
2025_06_06,2829,117.82591,861.7,262.8,12.7,12.3,110
2025_06_06,2829,117.82591,279.8,687.0,9.0,10.3,60
2025_06_06,2830,117.86756,233.6,142.8,16.8,13.5,175
2025_06_06,2830,117.86756,1214.9,522.4,14.9,12.1,155
2025_06_06,2830,117.86756,461.2,51.9,11.1,11.1,98
2025_06_06,2830,117.86756,1151.0,606.7,10.7,11.3,113
2025_06_06,2830,117.86756,896.4,689.1,14.2,10.1,130
2025_06_06,2830,117.86756,293.2,621.6,8.6,6.3,44
2025_06_06,2830,117.86756,976.7,425.6,12.8,12.8,119
2025_06_06,2830,117.86756,567.2,449.9,13.1,10.1,100
2025_06_06,2830,117.86756,279.7,686.9,9.1,10.7,63
2025_06_06,2830,117.86756,861.5,262.8,12.6,12.1,108
2025_06_06,2831,117.9092,233.7,142.9,16.5,13.7,172
2025_06_06,2831,117.9092,1151.0,606.5,10.6,11.3,109
2025_06_06,2831,117.9092,461.3,52.0,11.4,11.2,100
2025_06_06,2831,117.9092,1214.9,522.4,14.8,12.0,154
2025_06_06,2831,117.9092,896.4,689.2,14.3,10.2,131
2025_06_06,2831,117.9092,567.3,450.1,13.5,10.3,102
2025_06_06,2831,117.9092,293.2,621.7,8.5,6.1,42
2025_06_06,2831,117.9092,861.7,262.9,11.9,11.9,105
2025_06_06,2831,117.9092,976.9,425.5,12.6,12.9,119
2025_06_06,2831,117.9092,279.9,687.4,9.0,10.5,63
2025_06_06,2832,117.95085,233.9,142.8,16.8,13.5,173
2025_06_06,2832,117.95085,1151.1,606.4,10.7,11.5,109
2025_06_06,2832,117.95085,1214.5,522.3,14.6,11.9,157
2025_06_06,2832,117.95085,462.0,52.8,10.6,10.5,99
2025_06_06,2832,117.95085,896.6,689.2,14.4,10.3,134
2025_06_06,2832,117.95085,292.9,621.9,8.9,6.3,46
2025_06_06,2832,117.95085,567.4,450.2,13.6,10.4,100
2025_06_06,2832,117.95085,861.6,262.9,11.8,11.6,105
2025_06_06,2832,117.95085,279.8,687.7,9.3,10.7,68
2025_06_06,2832,117.95085,977.0,426.0,12.4,12.8,113
2025_06_06,2833,117.9925,234.0,142.6,16.4,13.4,169
2025_06_06,2833,117.9925,1214.4,522.4,14.4,11.8,156
2025_06_06,2833,117.9925,1151.2,606.3,10.6,11.5,108
2025_06_06,2833,117.9925,896.7,689.2,14.5,10.3,136
2025_06_06,2833,117.9925,461.9,52.7,10.6,10.9,101
2025_06_06,2833,117.9925,567.5,450.4,13.8,10.2,105
2025_06_06,2833,117.9925,292.9,621.9,8.9,6.5,46
2025_06_06,2833,117.9925,976.8,426.2,12.2,12.6,110
2025_06_06,2833,117.9925,279.9,687.8,9.2,10.8,66
2025_06_06,2833,117.9925,861.3,262.5,11.8,11.6,106
2025_06_06,2834,118.03415,234.0,142.6,16.6,13.4,168
2025_06_06,2834,118.03415,1213.9,522.4,13.8,11.5,150
2025_06_06,2834,118.03415,461.9,53.1,10.9,11.1,100
2025_06_06,2834,118.03415,1151.3,606.4,11.0,11.4,109
2025_06_06,2834,118.03415,897.1,689.2,14.6,10.6,140
2025_06_06,2834,118.03415,292.8,622.1,9.2,6.9,53
2025_06_06,2834,118.03415,568.0,450.5,13.3,10.0,104
2025_06_06,2834,118.03415,976.7,426.5,11.8,12.3,109
2025_06_06,2834,118.03415,861.1,262.3,12.0,11.9,110
2025_06_06,2834,118.03415,279.9,688.0,9.1,10.8,64
2025_06_06,2835,118.0758,234.0,142.7,16.5,13.4,166
2025_06_06,2835,118.0758,1213.8,522.4,13.9,11.5,151
2025_06_06,2835,118.0758,462.0,53.2,11.3,11.1,100
2025_06_06,2835,118.0758,1151.3,606.3,11.0,11.2,108
2025_06_06,2835,118.0758,897.1,689.2,14.6,10.5,141
2025_06_06,2835,118.0758,568.5,451.0,12.8,9.8,103
2025_06_06,2835,118.0758,292.7,622.1,9.1,6.8,55
2025_06_06,2835,118.0758,976.8,426.6,12.2,12.4,117
2025_06_06,2835,118.0758,860.7,262.2,12.3,12.0,111
2025_06_06,2835,118.0758,280.2,688.3,9.0,10.3,65
2025_06_06,2835,118.0758,565.9,432.3,13.4,10.6,103
2025_06_06,2836,118.11745,1213.6,522.4,13.4,11.2,145
2025_06_06,2836,118.11745,234.0,142.7,16.4,13.4,170
2025_06_06,2836,118.11745,897.5,689.2,14.6,10.6,133
2025_06_06,2836,118.11745,1151.3,606.2,11.1,11.3,110
2025_06_06,2836,118.11745,461.8,53.7,11.6,11.0,95
2025_06_06,2836,118.11745,569.0,451.2,12.3,9.6,99
2025_06_06,2836,118.11745,292.1,622.0,8.8,6.9,50
2025_06_06,2836,118.11745,860.5,262.1,12.5,12.4,108
2025_06_06,2836,118.11745,976.8,427.3,12.6,12.2,116
2025_06_06,2836,118.11745,280.1,687.9,9.4,11.2,71
2025_06_06,2836,118.11745,567.8,450.6,13.9,11.5,114
2025_06_06,2836,118.11745,565.6,432.2,13.1,10.3,95
2025_06_06,2837,118.1591,234.0,142.7,16.1,13.3,167
2025_06_06,2837,118.1591,1213.5,522.2,13.6,11.5,147
2025_06_06,2837,118.1591,461.9,53.6,11.6,11.8,110
2025_06_06,2837,118.1591,897.5,689.2,14.6,10.6,134
2025_06_06,2837,118.1591,569.1,451.3,12.7,9.9,104
2025_06_06,2837,118.1591,860.2,262.1,12.9,13.1,118
2025_06_06,2837,118.1591,1151.4,606.1,11.1,11.1,109
2025_06_06,2837,118.1591,292.1,622.0,8.8,6.9,52
2025_06_06,2837,118.1591,976.8,427.5,12.2,12.0,113
2025_06_06,2837,118.1591,280.1,688.0,9.5,11.1,72
2025_06_06,2837,118.1591,565.4,432.2,13.3,10.1,100
2025_06_06,2838,118.20075,1213.5,522.2,13.8,11.6,143
2025_06_06,2838,118.20075,898.1,689.2,14.0,10.4,124
2025_06_06,2838,118.20075,234.4,142.7,16.5,13.6,172
2025_06_06,2838,118.20075,569.0,451.4,13.5,10.5,112
2025_06_06,2838,118.20075,859.8,262.5,13.4,13.7,133
2025_06_06,2838,118.20075,462.2,53.7,11.1,12.1,107
2025_06_06,2838,118.20075,280.9,690.5,6.8,6.9,44
2025_06_06,2838,118.20075,1151.9,605.7,10.7,11.0,108
2025_06_06,2838,118.20075,291.6,622.2,8.6,6.6,46
2025_06_06,2838,118.20075,976.3,427.9,12.0,12.3,113
2025_06_06,2839,118.2424,898.1,689.3,14.0,10.4,126
2025_06_06,2839,118.2424,1213.3,522.3,14.0,11.7,143
2025_06_06,2839,118.2424,569.0,451.4,13.4,10.7,112
2025_06_06,2839,118.2424,234.4,142.6,16.4,13.7,171
2025_06_06,2839,118.2424,462.2,53.9,11.3,11.5,103
2025_06_06,2839,118.2424,859.8,262.2,13.3,13.7,127
2025_06_06,2839,118.2424,280.8,690.3,7.1,7.1,43
2025_06_06,2839,118.2424,1151.9,605.7,10.7,11.1,109
2025_06_06,2839,118.2424,291.4,622.1,8.4,6.6,45
2025_06_06,2839,118.2424,976.2,427.9,11.7,12.4,113
2025_06_06,2840,118.28405,898.2,689.3,14.0,10.4,125
2025_06_06,2840,118.28405,1213.2,522.2,14.0,11.8,143
2025_06_06,2840,118.28405,569.2,451.7,13.2,10.9,110
2025_06_06,2840,118.28405,234.5,142.8,16.2,13.8,168
2025_06_06,2840,118.28405,859.6,261.8,13.3,14.0,129
2025_06_06,2840,118.28405,280.7,690.1,7.3,7.2,47
2025_06_06,2840,118.28405,1151.9,605.8,10.7,11.1,107
2025_06_06,2840,118.28405,291.2,622.1,7.8,6.5,43
2025_06_06,2840,118.28405,462.6,54.1,10.4,10.8,104
2025_06_06,2840,118.28405,976.2,428.2,11.9,12.2,111
2025_06_06,2841,118.3257,898.5,689.5,14.2,10.6,129
2025_06_06,2841,118.3257,1213.1,522.1,14.2,12.0,150
2025_06_06,2841,118.3257,569.4,451.6,13.3,11.2,113
2025_06_06,2841,118.3257,234.6,142.6,16.1,13.8,165
2025_06_06,2841,118.3257,859.6,261.3,13.5,13.8,123
2025_06_06,2841,118.3257,280.8,690.3,6.8,7.1,47
2025_06_06,2841,118.3257,1151.9,605.7,10.5,11.1,107
2025_06_06,2841,118.3257,291.1,622.2,7.8,6.6,44
2025_06_06,2841,118.3257,462.7,54.0,10.5,10.7,109
2025_06_06,2841,118.3257,976.0,428.2,12.2,12.0,114
2025_06_06,2842,118.36735,898.5,689.6,14.4,10.7,133
2025_06_06,2842,118.36735,1213.0,522.1,13.9,11.8,140
2025_06_06,2842,118.36735,234.5,142.6,16.4,13.7,167
2025_06_06,2842,118.36735,569.8,452.1,13.0,10.5,107
2025_06_06,2842,118.36735,859.5,261.3,13.9,14.2,133
2025_06_06,2842,118.36735,280.9,690.9,6.7,7.3,47
2025_06_06,2842,118.36735,1151.9,605.7,10.7,11.1,107
2025_06_06,2842,118.36735,290.8,622.2,7.5,6.5,42
2025_06_06,2842,118.36735,975.6,428.4,12.1,11.6,108
2025_06_06,2842,118.36735,568.6,451.7,15.1,12.9,123
2025_06_06,2842,118.36735,463.4,54.5,10.6,10.4,98
2025_06_06,2842,118.36735,564.5,433.0,12.8,10.5,88
2025_06_06,2843,118.409,898.7,689.6,14.3,10.7,135
2025_06_06,2843,118.409,1212.8,522.1,14.1,11.8,143
2025_06_06,2843,118.409,569.9,452.1,13.3,10.6,108
2025_06_06,2843,118.409,234.4,142.5,16.4,13.4,165
2025_06_06,2843,118.409,859.4,261.3,13.9,14.1,122
2025_06_06,2843,118.409,1151.9,605.7,10.8,11.2,109
2025_06_06,2843,118.409,280.9,690.9,6.8,7.4,79
2025_06_06,2843,118.409,290.5,622.2,7.9,6.5,44
