frame_idx,time_s,jelly_id,x_center,y_center,width,height,bbox_area_px
1746,58.2582,795,36.82,1292.73,16.19,19.17,310.37
1752,58.4584,764,2313.6,1242.72,21.95,19.26,422.61
1752,58.4584,770,2310.15,1647.24,13.59,14.78,200.96
1752,58.4584,767,233.38,1116.4,14.33,17.92,256.84
1752,58.4584,787,1215.02,1710.27,20.95,23.09,483.64
1752,58.4584,765,3388.3,2132.99,16.25,20.49,332.89
1752,58.4584,771,538.65,1702.11,17.2,19.49,335.21
1752,58.4584,795,39.63,1291.98,16.15,18.89,305.15
1758,58.6586,764,2313.6,1243.07,22.33,19.61,437.98
1758,58.6586,770,2312.56,1646.42,13.97,15.3,213.69
1758,58.6586,767,234.95,1119.0,14.34,17.9,256.68
1758,58.6586,787,1216.97,1709.63,21.45,23.97,514.17
1758,58.6586,765,3389.82,2134.23,16.25,20.26,329.27
1758,58.6586,771,540.09,1705.37,17.66,19.91,351.62
1758,58.6586,795,42.7,1291.24,16.18,18.7,302.65
1764,58.8588,764,2313.4,1243.32,22.61,19.84,448.59
1764,58.8588,770,2314.68,1645.12,14.0,15.39,215.44
1764,58.8588,767,236.19,1121.33,14.71,18.17,267.26
1764,58.8588,787,1218.99,1708.5,21.43,24.28,520.3
1764,58.8588,765,3391.3,2135.0,16.81,20.89,351.14
1764,58.8588,771,542.47,1707.19,16.93,18.78,317.82
1764,58.8588,795,45.44,1290.41,16.21,18.44,298.87
1770,59.059,764,2312.94,1242.01,21.44,18.57,398.07
1770,59.059,770,2316.84,1643.16,13.82,15.28,211.22
1770,59.059,767,236.83,1123.28,14.77,17.95,265.08
1770,59.059,787,1221.08,1708.07,20.92,24.04,502.89
1770,59.059,765,3392.3,2135.28,17.12,21.18,362.64
1770,59.059,771,544.86,1709.09,16.64,18.13,301.65
1770,59.059,795,47.14,1289.54,16.23,17.91,290.76
1776,59.2592,764,2311.83,1240.27,22.27,19.16,426.67
1776,59.2592,770,2318.88,1640.82,13.62,15.1,205.66
1776,59.2592,767,237.38,1124.75,14.98,17.8,266.62
1776,59.2592,787,1222.39,1706.85,20.0,22.97,459.29
1776,59.2592,765,3393.48,2135.41,17.44,21.45,374.02
1776,59.2592,771,546.89,1711.0,16.73,17.91,299.6
1776,59.2592,795,50.6,1288.33,16.4,17.9,293.44
1782,59.4594,764,2310.93,1238.47,23.17,19.89,460.76
1782,59.4594,770,2320.39,1638.06,13.29,14.75,196.07
1782,59.4594,767,241.18,1126.03,16.21,19.0,308.09
1782,59.4594,787,1225.4,1705.21,20.73,23.87,494.82
1782,59.4594,765,3394.7,2135.55,17.82,21.83,388.99
1782,59.4594,771,548.67,1713.36,16.23,17.02,276.33
1782,59.4594,795,53.29,1287.72,16.83,18.23,306.75
1788,59.6596,764,2310.58,1238.04,24.08,20.62,496.61
1788,59.6596,770,2321.95,1635.39,12.82,14.17,181.69
1788,59.6596,767,242.84,1128.96,17.19,20.1,345.38
1788,59.6596,787,1227.21,1701.91,17.51,19.79,346.39
1788,59.6596,765,3396.38,2137.78,16.85,20.28,341.73
1788,59.6596,771,550.66,1715.58,16.49,16.76,276.47
1788,59.6596,795,55.6,1286.8,16.74,17.98,300.92
1794,59.8598,764,2310.25,1238.23,23.9,20.32,485.6
1794,59.8598,770,2324.06,1633.06,13.03,14.45,188.28
1794,59.8598,767,243.9,1130.5,16.8,19.63,329.79
1794,59.8598,787,1228.3,1700.78,17.7,20.02,354.35
1794,59.8598,765,3398.54,2139.65,16.96,20.08,340.62
1794,59.8598,771,553.48,1717.74,16.27,16.08,261.63
1794,59.8598,795,58.26,1285.43,16.93,18.03,305.26
1800,60.06,764,2309.78,1238.02,23.56,19.85,467.7
1800,60.06,770,2325.9,1631.54,13.15,14.57,191.48
1800,60.06,767,244.23,1131.57,15.96,18.49,295.15
1800,60.06,787,1229.35,1699.76,18.07,20.52,370.84
1800,60.06,765,3400.94,2140.76,16.85,19.56,329.61
1800,60.06,771,554.93,1719.71,16.8,16.25,273.08
1800,60.06,795,60.43,1284.07,17.02,18.0,306.36
1806,60.2602,764,2309.4,1237.62,23.83,19.89,474.0
1806,60.2602,770,2328.24,1630.25,13.07,14.45,188.93
1806,60.2602,767,244.61,1133.0,16.37,19.07,312.2
1806,60.2602,787,1230.4,1697.51,17.22,19.54,336.37
1806,60.2602,765,3402.95,2140.75,16.41,18.74,307.5
1806,60.2602,771,556.19,1721.45,16.64,15.74,261.81
1806,60.2602,795,62.78,1282.6,17.68,18.67,330.12
1812,60.4604,764,2309.27,1236.6,23.67,19.56,463.09
1812,60.4604,770,2330.99,1628.07,13.32,14.74,196.39
1812,60.4604,767,244.96,1134.26,16.24,19.07,309.56
1812,60.4604,787,1232.02,1694.53,14.93,16.74,250.0
1812,60.4604,765,3404.71,2140.47,16.63,18.7,311.0
1812,60.4604,771,557.51,1722.78,16.69,15.5,258.77
1812,60.4604,795,64.56,1281.55,17.42,18.33,319.44
1818,60.6606,764,2309.29,1235.4,23.63,19.32,456.55
1818,60.6606,770,2333.65,1626.24,13.0,14.41,187.31
1818,60.6606,767,245.07,1135.72,15.98,18.89,301.88
1818,60.6606,787,1233.56,1695.23,17.59,19.91,350.19
1818,60.6606,765,3406.58,2140.91,17.18,18.85,323.85
1818,60.6606,771,559.61,1723.95,17.14,15.58,266.92
1818,60.6606,795,65.83,1280.35,17.34,18.16,314.78
1824,60.8608,764,2309.13,1233.34,23.58,19.0,447.86
1824,60.8608,770,2336.11,1624.11,13.52,15.09,204.01
1824,60.8608,767,245.57,1136.95,15.67,18.72,293.4
1824,60.8608,787,1235.09,1694.17,17.73,20.19,357.96
1824,60.8608,765,3410.21,2141.39,17.18,18.67,320.81
1824,60.8608,771,561.94,1725.65,17.31,15.42,267.0
1824,60.8608,795,67.44,1279.0,17.74,18.53,328.61
1830,61.061,764,2308.84,1231.57,24.33,19.43,472.68
1830,61.061,770,2338.5,1621.55,13.76,15.41,212.1
1830,61.061,767,246.16,1138.28,15.45,18.62,287.67
1830,61.061,787,1236.42,1691.17,14.87,16.46,244.75
1830,61.061,765,3413.21,2142.25,17.06,18.36,313.26
1830,61.061,771,563.6,1727.36,17.67,15.26,269.63
1830,61.061,795,69.49,1277.34,18.1,18.85,341.05
1836,61.2612,764,2308.74,1230.36,24.38,19.29,470.35
1836,61.2612,770,2341.1,1618.85,13.54,15.26,206.53
1836,61.2612,767,246.91,1139.28,15.83,19.24,304.72
1836,61.2612,787,1237.47,1688.26,14.56,15.8,230.05
1836,61.2612,765,3415.65,2143.46,16.66,17.75,295.64
1836,61.2612,771,566.2,1729.96,20.6,17.95,369.62
1836,61.2612,795,70.76,1275.83,18.58,19.16,356.01
1842,61.4614,764,2309.45,1229.88,24.55,19.34,474.81
1842,61.4614,770,2343.92,1616.47,13.44,15.14,203.4
1842,61.4614,767,247.83,1140.66,15.53,19.07,296.09
1842,61.4614,787,1239.79,1686.51,14.0,14.86,208.05
1842,61.4614,765,3419.16,2144.23,16.47,17.28,284.57
1842,61.4614,771,569.11,1731.28,20.76,18.15,376.8
1842,61.4614,795,73.55,1274.72,18.42,18.77,345.82
1848,61.6616,764,2310.19,1229.58,24.77,19.5,482.94
1848,61.6616,770,2346.95,1613.88,13.72,15.37,210.81
1848,61.6616,767,248.87,1142.06,15.9,19.69,313.02
1848,61.6616,787,1241.77,1685.16,14.18,15.03,213.04
1848,61.6616,765,3422.73,2144.4,16.25,16.86,274.01
1848,61.6616,771,571.98,1732.26,19.72,17.12,337.57
1848,61.6616,795,76.2,1273.63,19.63,20.03,393.23
1854,61.8618,764,2310.62,1229.14,24.41,19.08,465.64
1854,61.8618,770,2348.76,1612.1,14.08,15.45,217.5
1854,61.8618,767,249.94,1142.93,15.66,19.54,306.02
1854,61.8618,787,1243.2,1683.38,16.51,17.53,289.47
1854,61.8618,765,3426.15,2144.38,16.29,16.73,272.56
1854,61.8618,771,574.44,1732.71,19.11,16.36,312.58
1854,61.8618,795,78.92,1270.89,19.78,20.11,397.87
1860,62.062,764,2310.46,1227.99,23.65,18.34,433.71
1860,62.062,770,2353.76,1610.95,15.28,16.55,252.86
1860,62.062,767,251.04,1144.01,15.43,19.41,299.53
1860,62.062,787,1244.25,1682.11,17.81,18.97,337.74
1860,62.062,765,3428.45,2144.47,16.02,16.19,259.38
1860,62.062,771,576.91,1733.07,18.71,15.68,293.32
1860,62.062,795,81.35,1269.21,19.25,19.28,371.07
1866,62.2622,764,2309.97,1226.79,24.03,18.6,447.0
1866,62.2622,770,2356.31,1606.75,16.62,18.2,302.4
1866,62.2622,767,251.54,1145.75,15.18,19.25,292.26
1866,62.2622,787,1244.6,1681.31,18.72,20.11,376.44
1866,62.2622,765,3430.14,2144.12,16.34,16.19,264.44
1866,62.2622,771,578.99,1733.45,18.49,15.29,282.6
1866,62.2622,795,83.04,1268.1,19.11,18.94,361.82
1872,62.4624,764,2309.16,1225.64,25.78,20.15,519.29
1872,62.4624,770,2358.25,1603.99,15.0,16.57,248.5
1872,62.4624,767,251.89,1146.78,15.59,19.97,311.4
1872,62.4624,787,1244.75,1678.05,17.77,19.11,339.58
1872,62.4624,765,3433.32,2144.34,16.4,15.8,259.12
1872,62.4624,771,581.22,1733.75,18.07,14.69,265.54
1872,62.4624,795,84.73,1266.3,18.72,18.26,341.97
1878,62.6626,764,2308.36,1225.05,26.75,21.08,563.79
1878,62.6626,770,2359.8,1601.79,13.76,15.2,209.18
1878,62.6626,767,251.67,1148.24,15.23,19.69,299.9
1878,62.6626,787,1245.42,1676.31,18.46,19.83,366.02
1878,62.6626,765,3435.47,2145.06,15.9,15.06,239.4
1878,62.6626,771,583.55,1735.13,18.55,14.91,276.73
1878,62.6626,795,86.26,1264.94,18.97,18.18,344.87
1884,62.8628,764,2307.87,1223.07,26.5,21.04,557.63
1884,62.8628,770,2361.82,1599.38,13.42,14.89,199.84
1884,62.8628,767,252.31,1149.16,15.14,19.61,296.85
1884,62.8628,787,1246.07,1674.54,18.63,19.91,370.85
1884,62.8628,765,3439.01,2146.53,15.81,14.72,232.73
1884,62.8628,771,585.77,1736.44,18.91,15.04,284.45
1884,62.8628,795,87.91,1263.12,19.16,18.21,348.94
1890,63.063,764,2307.76,1224.23,26.56,21.24,564.12
1890,63.063,770,2364.42,1597.25,14.0,15.62,218.61
1890,63.063,767,252.56,1150.6,15.77,20.76,327.28
1890,63.063,787,1246.5,1673.62,18.66,19.75,368.43
1890,63.063,765,3442.3,2147.44,15.46,13.98,216.12
1890,63.063,771,587.64,1737.76,19.12,15.1,288.62
1890,63.063,795,89.56,1261.76,19.62,18.43,361.58
1896,63.2632,764,2307.64,1224.79,26.27,21.13,555.12
1896,63.2632,770,2367.1,1596.05,13.68,15.33,209.71
1896,63.2632,767,253.36,1153.0,15.75,20.88,328.85
1896,63.2632,787,1246.94,1672.29,19.06,19.94,380.14
1896,63.2632,765,3444.71,2147.83,15.1,13.32,201.11
1896,63.2632,771,589.81,1739.42,19.07,14.93,284.66
1896,63.2632,795,92.11,1260.78,19.9,18.42,366.55
1902,63.4634,764,2307.43,1225.02,26.08,21.13,551.14
1902,63.4634,770,2369.92,1594.88,13.74,15.5,213.01
1902,63.4634,767,253.65,1154.64,15.29,20.34,311.07
1902,63.4634,787,1246.92,1670.56,19.11,19.81,378.61
1902,63.4634,765,3447.24,2148.24,15.78,13.7,216.2
1902,63.4634,771,591.9,1740.92,18.99,14.68,278.79
1902,63.4634,795,94.35,1259.97,20.36,18.68,380.28
1908,63.6636,764,2307.24,1225.05,26.06,21.28,554.43
1908,63.6636,770,2372.6,1592.83,14.71,16.93,249.11
1908,63.6636,767,253.99,1156.94,14.77,19.63,289.92
1908,63.6636,765,3449.97,2149.0,15.68,13.35,209.35
1908,63.6636,771,593.5,1741.97,19.58,15.0,293.69
1908,63.6636,795,96.74,1259.45,20.46,18.59,380.24
1914,63.8638,764,2306.78,1224.98,26.11,21.52,561.93
1914,63.8638,770,2375.22,1591.3,13.96,16.09,224.58
1914,63.8638,767,255.01,1159.05,14.25,18.81,268.15
1914,63.8638,765,3452.87,2149.62,15.72,13.14,206.64
1914,63.8638,771,595.9,1742.96,20.13,15.39,309.74
1914,63.8638,795,98.53,1258.94,20.33,18.32,372.59
1914,63.8638,787,1249.45,1668.08,19.6,20.18,395.47
1920,64.064,764,2305.87,1225.07,25.82,21.41,552.77
1920,64.064,770,2377.03,1589.88,13.24,15.15,200.69
1920,64.064,767,255.15,1161.47,14.41,18.92,272.57
1920,64.064,765,3454.83,2150.86,16.48,13.42,221.26
1920,64.064,771,598.11,1744.36,19.59,14.87,291.36
1920,64.064,795,100.42,1257.75,20.61,18.49,381.04
1920,64.064,787,1249.91,1666.53,18.25,18.37,335.27
1926,64.2642,764,2305.41,1223.36,25.58,21.41,547.69
1926,64.2642,770,2378.77,1588.09,13.06,15.02,196.26
1926,64.2642,767,255.37,1163.32,14.62,19.26,281.49
1926,64.2642,765,3458.04,2151.95,17.07,13.72,234.23
1926,64.2642,771,600.7,1745.29,19.99,15.02,300.29
1926,64.2642,795,102.3,1256.51,21.07,18.83,396.68
1926,64.2642,787,1250.04,1665.67,17.64,17.37,306.45
1932,64.4644,764,2305.17,1224.31,25.78,21.73,560.14
1932,64.4644,770,2380.72,1585.76,13.29,15.36,204.14
1932,64.4644,767,255.9,1164.49,14.87,19.57,291.0
1932,64.4644,765,3460.59,2152.63,17.72,14.17,251.01
1932,64.4644,771,603.01,1746.39,20.4,15.27,311.47
1932,64.4644,795,104.17,1255.29,20.66,18.33,378.87
1932,64.4644,787,1250.12,1662.81,16.99,16.29,276.63
1938,64.6646,764,2305.01,1224.77,25.65,21.68,556.06
1938,64.6646,770,2382.97,1583.64,12.93,14.79,191.3
1938,64.6646,767,256.22,1165.83,14.34,18.72,268.45
1938,64.6646,765,3463.5,2152.75,17.98,14.26,256.47
1938,64.6646,771,605.25,1747.47,20.16,15.08,303.94
1938,64.6646,795,106.22,1254.21,20.68,18.24,377.18
1938,64.6646,787,1250.41,1661.17,17.91,17.05,305.45
1938,64.6646,810,1574.56,2153.33,15.96,13.33,212.85
1944,64.8648,764,2304.8,1225.15,25.12,21.27,534.27
1944,64.8648,770,2385.64,1580.99,14.19,16.47,233.76
1944,64.8648,767,257.78,1167.14,14.68,19.08,280.05
1944,64.8648,765,3465.88,2152.7,18.66,14.61,272.49
1944,64.8648,771,607.42,1747.97,20.45,15.3,312.82
1944,64.8648,795,108.74,1252.24,21.53,19.06,410.32
1944,64.8648,787,1250.09,1659.49,19.33,18.32,354.15
1944,64.8648,810,1576.06,2152.4,18.13,15.2,275.69
1950,65.065,764,2304.91,1225.34,24.93,21.06,524.98
1950,65.065,770,2388.5,1579.53,13.84,16.11,223.02
1950,65.065,767,259.17,1168.84,14.8,19.11,282.8
1950,65.065,765,3468.14,2152.51,19.21,14.97,287.65
1950,65.065,771,610.12,1748.06,20.61,15.37,316.82
1950,65.065,795,111.72,1250.77,21.14,18.83,398.13
1950,65.065,787,1250.51,1659.2,19.26,18.22,350.93
1950,65.065,810,1578.42,2151.36,20.44,17.27,353.12
1956,65.2652,764,2304.87,1225.41,24.88,21.0,522.45
1956,65.2652,770,2391.4,1578.3,13.45,15.6,209.81
1956,65.2652,767,260.24,1170.85,14.62,18.53,270.9
1956,65.2652,765,3471.01,2152.22,19.59,15.53,304.28
1956,65.2652,771,613.51,1748.46,21.31,15.98,340.48
1956,65.2652,795,115.02,1249.84,21.19,18.98,402.1
1956,65.2652,787,1251.38,1658.02,20.36,19.35,394.09
1956,65.2652,810,1580.17,2149.89,21.89,18.66,408.39
1962,65.4654,764,2305.04,1225.27,25.24,21.31,538.03
1962,65.4654,770,2394.26,1576.62,13.23,15.33,202.75
1962,65.4654,767,261.43,1172.61,15.28,18.87,288.48
1962,65.4654,765,3473.95,2151.85,19.68,15.6,306.98
1962,65.4654,771,617.3,1748.74,21.92,16.51,361.73
1962,65.4654,795,118.32,1249.46,21.23,19.16,406.81
1962,65.4654,787,1251.89,1657.17,21.57,20.61,444.53
1962,65.4654,810,1585.0,2147.95,22.02,18.9,416.09
1968,65.6656,764,2304.91,1225.4,24.98,21.09,526.64
1968,65.6656,770,2396.0,1574.29,13.65,15.64,213.45
1968,65.6656,767,265.04,1174.18,16.26,19.78,321.66
1968,65.6656,765,3476.35,2152.05,20.05,15.91,318.96
1968,65.6656,771,621.02,1749.25,23.1,17.58,405.97
1968,65.6656,795,122.0,1248.63,21.54,19.55,421.14
1968,65.6656,810,1587.71,2145.83,21.46,18.65,400.08
1974,65.8658,764,2304.48,1225.45,24.88,21.0,522.27
1974,65.8658,770,2397.11,1571.57,13.67,15.25,208.53
1974,65.8658,767,266.84,1176.86,17.04,20.71,352.97
1974,65.8658,765,3478.72,2152.18,20.01,15.63,312.87
1974,65.8658,771,623.35,1749.66,24.02,18.45,443.3
1974,65.8658,795,124.9,1247.46,21.02,19.24,404.47
1974,65.8658,810,1589.52,2144.32,21.36,18.9,403.66
1974,65.8658,787,1252.61,1653.28,20.35,19.49,396.64
1980,66.066,764,2303.55,1225.66,24.55,20.6,505.87
1980,66.066,770,2398.05,1569.15,13.7,14.65,200.75
1980,66.066,767,267.89,1178.2,16.78,20.4,342.36
1980,66.066,765,3481.22,2151.9,20.84,16.21,337.67
1980,66.066,771,626.66,1750.2,25.07,19.59,491.07
1980,66.066,795,127.12,1246.11,20.87,19.36,404.09
1980,66.066,810,1591.4,2142.65,21.57,19.49,420.39
1980,66.066,814,626.58,1754.11,21.75,19.79,430.44
1980,66.066,787,1253.88,1651.94,20.69,19.67,406.91
1986,66.2662,764,2303.52,1225.97,24.71,20.63,509.76
1986,66.2662,770,2402.94,1567.08,14.25,15.13,215.57
1986,66.2662,767,269.38,1179.4,16.29,19.77,322.0
1986,66.2662,765,3483.39,2151.12,20.86,16.45,343.22
1986,66.2662,771,630.39,1750.41,25.26,20.08,507.29
1986,66.2662,795,130.15,1244.74,21.04,19.75,415.43
1986,66.2662,810,1593.7,2140.58,20.93,19.36,405.12
1986,66.2662,814,630.03,1754.28,21.38,19.44,415.55
1986,66.2662,787,1254.64,1650.33,21.08,20.01,421.82
1992,66.4664,764,2304.11,1226.41,23.95,19.9,476.67
1992,66.4664,770,2405.78,1565.21,13.8,14.79,204.08
1992,66.4664,767,271.86,1180.74,15.49,18.62,288.44
1992,66.4664,765,3485.64,2149.91,20.92,16.58,346.74
1992,66.4664,771,633.82,1750.31,24.71,19.96,493.09
1992,66.4664,795,133.83,1243.17,20.94,20.0,418.73
1992,66.4664,810,1596.38,2138.47,21.08,19.95,420.48
1992,66.4664,814,633.55,1754.42,21.07,19.17,403.86
1998,66.6666,764,2304.45,1226.71,24.89,20.64,513.81
1998,66.6666,770,2409.16,1563.86,14.23,15.33,218.16
1998,66.6666,767,274.27,1182.26,15.45,18.41,284.44
1998,66.6666,765,3488.22,2148.79,20.77,16.49,342.56
1998,66.6666,771,637.4,1750.38,24.6,20.17,496.33
1998,66.6666,795,137.68,1241.76,20.1,19.43,390.53
1998,66.6666,810,1598.6,2135.37,21.4,20.84,445.99
1998,66.6666,814,637.23,1753.93,22.09,20.14,444.91
2004,66.8668,764,2303.66,1227.03,24.73,20.37,503.69
2004,66.8668,770,2411.75,1562.59,15.59,17.15,267.29
2004,66.8668,767,277.15,1184.36,15.89,18.76,298.1
2004,66.8668,765,3490.42,2148.0,20.67,16.43,339.57
2004,66.8668,771,640.92,1750.22,23.96,19.91,477.02
2004,66.8668,795,140.97,1240.62,19.99,19.48,389.49
2004,66.8668,810,1601.12,2132.79,19.6,19.51,382.37
2004,66.8668,814,640.85,1754.17,21.53,19.66,423.12
2004,66.8668,787,1256.38,1645.83,21.32,19.94,425.28
2010,67.067,764,2302.72,1227.02,24.4,20.02,488.53
2010,67.067,770,2414.39,1558.41,15.89,17.85,283.74
2010,67.067,767,279.34,1185.74,15.91,18.64,296.59
2010,67.067,765,3492.31,2146.75,20.34,16.11,327.56
2010,67.067,771,644.75,1750.13,23.58,19.79,466.6
2010,67.067,795,145.16,1239.17,19.94,19.38,386.51
2010,67.067,810,1603.43,2130.05,19.09,19.36,369.53
2010,67.067,814,644.81,1754.2,21.44,19.61,420.48
2016,67.2672,764,2301.94,1226.98,24.75,20.29,502.11
2016,67.2672,770,2416.41,1555.8,14.67,16.52,242.29
2016,67.2672,767,281.09,1187.08,15.8,18.34,289.8
2016,67.2672,765,3494.59,2145.65,20.21,15.92,321.81
2016,67.2672,771,648.79,1750.35,23.92,20.28,485.05
2016,67.2672,795,147.56,1238.02,19.44,19.08,370.95
2016,67.2672,810,1605.06,2127.71,19.21,19.63,377.02
2016,67.2672,814,648.82,1754.32,21.22,19.36,410.87
2022,67.4674,764,2301.44,1226.71,25.03,20.58,515.27
2022,67.4674,770,2418.57,1553.03,13.96,15.75,219.85
2022,67.4674,767,283.3,1188.38,15.51,17.86,277.0
2022,67.4674,765,3496.99,2144.61,20.4,16.0,326.42
2022,67.4674,771,651.89,1750.49,23.9,20.6,492.31
2022,67.4674,795,149.94,1236.09,19.37,19.18,371.52
2022,67.4674,810,1608.04,2124.04,20.33,21.46,436.28
2022,67.4674,814,651.92,1754.25,21.31,19.49,415.48
2028,67.6676,764,2301.29,1226.76,25.21,20.84,525.38
2028,67.6676,770,2420.23,1550.16,14.07,15.67,220.48
2028,67.6676,767,285.41,1189.15,15.92,17.96,285.82
2028,67.6676,765,3499.7,2143.46,20.65,16.2,334.52
2028,67.6676,771,655.21,1750.36,23.35,20.37,475.72
2028,67.6676,795,152.46,1234.36,19.14,19.1,365.59
2028,67.6676,810,1610.8,2121.96,19.2,20.76,398.5
2028,67.6676,814,655.3,1754.16,21.46,19.69,422.43
2034,67.8678,764,2300.96,1227.52,25.18,20.89,525.88
2034,67.8678,770,2423.34,1546.59,16.17,18.46,298.53
2034,67.8678,767,288.63,1190.42,16.31,17.79,290.16
2034,67.8678,765,3502.03,2142.26,21.09,16.58,349.79
2034,67.8678,771,658.72,1750.39,23.21,20.48,475.31
2034,67.8678,795,155.41,1232.49,18.63,18.67,347.72
2034,67.8678,810,1613.68,2119.97,17.89,19.72,352.84
2034,67.8678,814,658.74,1754.19,21.35,19.62,418.96
2040,68.068,764,2300.44,1227.91,25.52,21.26,542.54
2040,68.068,770,2426.19,1544.53,15.51,18.02,279.46
2040,68.068,767,290.65,1191.81,15.93,17.03,271.32
2040,68.068,765,3503.68,2140.82,21.34,16.69,356.16
2040,68.068,771,661.75,1750.06,22.39,19.86,444.74
2040,68.068,795,157.77,1230.57,18.97,19.16,363.4
2040,68.068,810,1615.77,2118.01,17.27,19.33,333.95
2040,68.068,814,661.67,1753.74,22.19,20.51,455.06
2040,68.068,819,2427.66,1546.15,18.15,14.93,270.98
2046,68.2682,764,2299.62,1228.21,24.97,20.8,519.59
2046,68.2682,770,2428.9,1543.24,14.05,16.18,227.3
2046,68.2682,767,292.5,1193.3,16.32,17.34,283.04
2046,68.2682,771,664.67,1749.65,21.45,19.07,409.05
2046,68.2682,795,160.32,1229.16,18.57,18.83,349.7
2046,68.2682,810,1617.8,2115.44,16.62,18.85,313.19
2052,68.4684,764,2298.71,1228.14,24.85,20.78,516.37
2052,68.4684,770,2431.41,1540.94,13.42,15.4,206.71
2052,68.4684,767,294.56,1194.94,16.2,16.92,274.12
2052,68.4684,771,668.12,1749.42,20.89,18.65,389.7
2052,68.4684,795,162.72,1228.41,18.66,19.0,354.44
2052,68.4684,810,1619.58,2113.43,17.51,20.34,356.27
2058,68.6686,764,2298.23,1227.97,24.77,20.84,516.05
2058,68.6686,770,2433.8,1539.37,13.99,16.18,226.28
2058,68.6686,767,297.11,1196.61,16.98,17.55,298.11
2058,68.6686,771,672.43,1749.57,21.3,18.97,403.92
2058,68.6686,795,165.22,1227.38,18.69,19.06,356.22
2058,68.6686,810,1622.1,2110.25,16.99,20.08,341.23
2058,68.6686,765,3509.81,2138.38,23.88,18.97,453.07
2058,68.6686,814,672.63,1753.53,22.59,20.91,472.33
2064,68.8688,764,2298.14,1228.48,24.7,20.87,515.62
2064,68.8688,770,2436.03,1538.0,15.33,18.13,277.81
2064,68.8688,767,300.58,1198.41,16.38,16.3,266.97
2064,68.8688,771,676.18,1749.77,21.59,19.39,418.68
2064,68.8688,795,168.86,1226.37,19.12,19.28,368.52
2064,68.8688,810,1624.66,2107.76,16.24,19.48,316.49
2064,68.8688,814,676.23,1753.56,22.31,20.84,464.98
2070,69.069,764,2297.56,1229.07,24.16,20.5,495.34
2070,69.069,770,2438.42,1533.98,14.97,17.98,269.24
2070,69.069,767,302.57,1199.75,16.48,16.11,265.62
2070,69.069,771,679.27,1749.79,21.46,19.44,417.07
2070,69.069,795,171.1,1225.5,19.77,20.11,397.58
2070,69.069,810,1627.01,2105.67,16.01,19.39,310.32
2070,69.069,814,679.33,1753.61,21.99,20.74,456.08
2076,69.2692,764,2296.83,1229.7,24.15,20.67,499.21
2076,69.2692,770,2440.7,1531.56,13.59,16.17,219.74
2076,69.2692,767,304.13,1200.8,17.05,16.49,281.07
2076,69.2692,771,682.32,1749.64,20.96,19.17,401.73
2076,69.2692,795,173.17,1223.09,20.19,20.69,417.81
2076,69.2692,810,1628.29,2103.81,15.88,19.26,305.83
2082,69.4694,764,2296.35,1230.71,24.6,21.22,522.14
2082,69.4694,770,2442.71,1529.95,12.82,15.14,194.08
2082,69.4694,767,306.64,1202.45,16.6,15.76,261.46
2082,69.4694,771,684.88,1749.56,20.63,19.02,392.34
2082,69.4694,795,175.56,1221.58,19.56,20.04,392.0
2082,69.4694,810,1629.43,2101.6,16.21,19.48,315.81
2088,69.6696,764,2295.77,1231.44,24.51,21.36,523.71
2088,69.6696,770,2444.28,1528.11,13.04,15.06,196.3
2088,69.6696,767,309.38,1204.29,17.07,16.01,273.35
2088,69.6696,771,687.96,1749.16,19.74,18.22,359.82
2088,69.6696,795,178.05,1220.38,19.57,20.03,392.01
2088,69.6696,810,1633.77,2098.95,16.11,19.08,307.45
2094,69.8698,764,2294.98,1231.85,23.41,20.54,480.72
2094,69.8698,770,2445.58,1526.58,13.21,14.63,193.35
2094,69.8698,767,311.73,1206.09,17.17,15.86,272.32
2094,69.8698,771,690.84,1748.66,18.83,17.32,326.13
2094,69.8698,795,180.41,1219.32,19.76,20.24,399.95
2094,69.8698,810,1635.62,2096.61,16.13,18.96,305.83
2100,70.07,764,2294.02,1232.06,23.36,20.68,483.01
2100,70.07,770,2450.22,1524.42,13.23,14.16,187.32
2100,70.07,767,313.71,1207.5,17.25,15.7,270.83
2100,70.07,771,693.67,1748.4,18.74,17.22,322.76
2100,70.07,795,182.9,1218.22,19.29,19.83,382.5
2100,70.07,810,1637.11,2093.99,15.54,18.34,284.92
2106,70.2702,764,2293.0,1232.22,23.48,20.93,491.56
2106,70.2702,770,2452.55,1521.64,13.72,14.57,199.91
2106,70.2702,767,315.74,1208.49,18.51,16.67,308.63
2106,70.2702,771,697.31,1747.69,19.09,17.39,332.12
2106,70.2702,795,185.1,1217.24,19.16,19.67,376.86
2106,70.2702,810,1638.4,2091.01,15.64,18.62,291.14
2112,70.4704,764,2291.93,1232.56,22.9,20.62,472.2
2112,70.4704,770,2454.17,1518.58,13.6,14.5,197.16
2112,70.4704,767,317.61,1209.98,17.36,15.32,265.9
2112,70.4704,771,699.9,1747.52,18.59,16.99,315.88
2112,70.4704,795,187.13,1215.7,19.37,19.86,384.68
2112,70.4704,810,1640.1,2089.16,16.72,20.28,339.07
2118,70.6706,764,2291.49,1233.04,22.53,20.52,462.36
2118,70.6706,770,2455.76,1516.37,13.88,14.95,207.4
2118,70.6706,767,320.16,1210.26,16.96,14.68,248.91
2118,70.6706,771,702.49,1747.18,18.69,17.15,320.53
2118,70.6706,795,189.06,1213.63,19.65,20.21,397.01
