jelly_id,frame_idx,x_center,y_center,width,height,marked,nb_pixels,balisee_id
764,555,2631.27,1374.36,25.11,19.57,1,491.44,Balisée #3
810,555,1857.31,1663.49,17.49,14.19,0,248.15,
863,555,1409.87,1621.8,21.63,19.32,1,417.8,Balisée #4
771,555,754.5,1630.27,16.52,21.03,1,347.44,Balisée #2
770,555,2916.99,1086.39,13.18,14.84,0,195.62,
764,556,2634.07,1374.51,25.44,19.9,1,506.32,Balisée #3
810,556,1856.75,1663.17,17.74,14.34,0,254.4,
863,556,1409.31,1621.13,20.74,18.22,1,377.86,Balisée #4
771,556,754.49,1633.02,16.39,21.04,1,344.86,Balisée #2
770,556,2919.49,1084.98,13.35,15.14,0,202.2,
842,556,3680.76,1795.99,19.84,16.7,0,331.37,
767,556,769.1,1084.02,20.73,15.53,1,321.82,Balisée #1
764,557,2636.7,1374.28,25.49,19.99,1,509.48,Balisée #3
810,557,1856.05,1662.29,17.45,14.05,0,245.09,
863,557,1408.83,1619.98,21.42,18.51,1,396.54,Balisée #4
771,557,754.79,1634.53,16.3,20.92,1,340.97,Balisée #2
770,557,2921.97,1083.51,13.89,15.96,0,221.55,
764,558,2639.69,1373.8,24.81,19.36,1,480.33,Balisée #3
810,558,1855.15,1661.39,17.84,14.28,0,254.81,
863,558,1408.02,1619.0,21.29,18.11,1,385.43,Balisée #4
771,558,755.54,1636.01,16.18,20.89,1,338.0,Balisée #2
770,558,2923.79,1081.97,15.73,18.31,0,288.02,
878,558,471.97,787.52,16.27,21.47,0,349.28,
767,558,773.96,1084.16,20.35,15.35,1,312.46,Balisée #1
764,559,2642.36,1372.99,25.38,19.78,1,502.11,Balisée #3
810,559,1854.09,1660.24,18.89,15.21,0,287.32,
863,559,1407.89,1617.79,21.2,17.68,1,374.83,Balisée #4
771,559,756.85,1637.9,15.82,20.54,1,324.86,Balisée #2
770,559,2925.06,1077.95,15.49,17.85,0,276.44,
878,559,471.91,785.04,15.89,20.86,0,331.41,
764,560,2644.73,1372.48,26.47,20.66,1,546.75,Balisée #3
810,560,1852.67,1659.2,20.58,16.81,0,346.04,
863,560,1407.57,1616.84,21.54,17.71,1,381.55,Balisée #4
771,560,757.53,1640.17,15.72,20.59,1,323.77,Balisée #2
770,560,2925.98,1075.59,14.85,16.58,0,246.2,
764,561,2647.2,1371.73,25.51,19.99,1,510.1,Balisée #3
810,561,1851.48,1658.44,21.8,18.19,0,396.38,
863,561,1407.08,1616.09,21.8,17.67,1,385.28,Balisée #4
771,561,758.29,1642.34,15.91,20.85,1,331.7,Balisée #2
770,561,2930.72,1073.35,14.75,16.28,0,240.07,
764,562,2649.32,1371.2,25.71,20.2,1,519.24,Balisée #3
810,562,1850.72,1658.02,22.36,19.01,0,424.96,
863,562,1406.01,1614.72,21.84,17.41,1,380.22,Balisée #4
771,562,758.21,1644.37,15.58,20.45,1,318.66,Balisée #2
770,562,2932.77,1071.48,14.22,15.56,0,221.17,
900,562,1850.78,1653.84,17.33,19.67,0,340.82,
767,562,782.56,1083.89,20.82,15.99,1,332.99,Balisée #1
764,563,2652.21,1370.13,25.99,20.53,1,533.51,Balisée #3
863,563,1404.85,1613.49,22.38,17.64,1,394.61,Balisée #4
771,563,758.41,1645.69,15.51,20.44,1,317.02,Balisée #2
770,563,2934.4,1069.83,14.25,15.82,0,225.48,
900,563,1850.07,1653.44,16.7,18.87,0,315.05,
764,564,2654.6,1369.55,26.16,20.8,1,544.3,Balisée #3
771,564,759.05,1647.34,15.81,20.97,1,331.52,Balisée #2
770,564,2936.38,1067.42,14.06,15.84,0,222.76,
900,564,1849.47,1653.03,16.13,18.06,0,291.4,
764,565,2657.38,1368.84,27.25,21.93,1,597.5,Balisée #3
771,565,760.12,1648.98,15.54,20.78,1,322.85,Balisée #2
770,565,2938.74,1065.05,13.67,15.56,0,212.7,
900,565,1847.01,1652.32,15.1,16.64,0,251.22,
878,565,471.39,771.1,16.3,21.23,0,345.98,
767,565,790.2,1082.87,23.1,18.1,1,418.14,Balisée #1
863,565,1403.45,1611.25,23.85,18.77,1,447.66,Balisée #4
764,566,2660.2,1368.44,27.68,22.65,1,627.13,Balisée #3
771,566,761.53,1650.86,15.24,20.37,1,310.6,Balisée #2
770,566,2940.98,1062.58,13.53,15.57,0,210.69,
900,566,1846.12,1651.75,14.4,15.56,0,224.09,
863,566,1402.83,1611.16,24.12,18.86,1,454.84,Balisée #4
764,567,2662.95,1367.39,27.17,22.59,1,613.67,Balisée #3
771,567,762.35,1653.35,15.2,20.22,1,307.49,Balisée #2
770,567,2942.75,1060.06,13.69,16.03,0,219.36,
900,567,1845.23,1650.44,14.08,14.94,0,210.42,
863,567,1401.93,1610.53,23.94,18.67,1,446.93,Balisée #4
767,567,795.08,1082.96,22.14,17.89,1,395.91,Balisée #1
764,568,2665.66,1366.3,26.49,22.36,1,592.26,Balisée #3
771,568,763.1,1655.0,15.82,21.21,1,335.48,Balisée #2
770,568,2945.17,1057.05,13.57,15.89,0,215.58,
900,568,1844.49,1648.48,14.16,14.75,0,208.82,
863,568,1401.01,1609.97,24.7,19.32,1,477.12,Balisée #4
764,569,2668.25,1365.05,26.81,23.04,1,617.66,Balisée #3
771,569,763.92,1657.55,15.69,20.98,1,329.11,Balisée #2
770,569,2946.61,1054.62,13.24,15.62,0,206.73,
900,569,1843.4,1646.46,14.59,14.97,0,218.36,
863,569,1400.2,1609.3,26.1,20.53,1,535.86,Balisée #4
767,569,799.68,1082.65,22.32,18.52,1,413.34,Balisée #1
764,570,2670.94,1363.55,25.94,22.58,1,585.79,Balisée #3
771,570,764.55,1659.39,15.62,20.65,1,322.65,Balisée #2
770,570,2948.62,1052.52,13.03,15.51,0,202.13,
900,570,1842.99,1645.4,14.88,15.05,0,223.91,
863,570,1399.11,1609.13,26.3,20.85,1,548.24,Balisée #4
902,570,496.26,4.04,18.2,8.08,0,147.08,
767,570,801.64,1082.72,21.43,18.4,1,394.21,Balisée #1
764,571,2673.78,1362.02,25.83,22.85,1,590.18,Balisée #3
771,571,764.81,1660.82,15.76,20.63,1,325.09,Balisée #2
770,571,2951.57,1049.66,12.85,15.44,0,198.47,
900,571,1842.63,1644.4,15.01,14.92,0,223.83,
863,571,1398.44,1606.93,26.0,20.65,1,536.78,Balisée #4
902,571,498.31,4.31,19.34,8.62,0,166.79,
764,572,2676.93,1360.47,25.81,23.28,1,600.87,Balisée #3
771,572,765.5,1662.09,15.95,20.43,1,325.84,Balisée #2
770,572,2954.36,1047.56,13.35,16.25,0,216.89,
900,572,1841.85,1642.97,15.26,14.97,0,228.4,
863,572,1397.53,1605.45,24.34,19.24,1,468.37,Balisée #4
902,572,499.8,4.66,20.78,9.33,0,193.77,
904,572,805.68,1076.63,15.97,17.26,0,275.62,
764,573,2679.94,1359.08,25.54,23.52,1,600.68,Balisée #3
771,573,765.95,1663.68,16.01,19.98,1,320.02,Balisée #2
770,573,2957.16,1044.56,13.22,16.07,0,212.43,
900,573,1841.28,1641.75,15.38,14.82,0,227.97,
902,573,502.76,4.84,21.33,9.68,0,206.45,
904,573,806.77,1076.63,16.0,17.27,0,276.34,
764,574,2683.18,1357.92,25.42,23.89,1,607.25,Balisée #3
771,574,769.55,1666.2,16.5,20.43,1,337.05,Balisée #2
770,574,2959.0,1041.99,12.74,15.57,0,198.41,
900,574,1840.8,1640.51,15.29,14.54,0,222.38,
902,574,505.12,4.93,21.44,9.86,0,211.33,
904,574,810.1,1076.23,15.33,16.46,0,252.28,
863,574,1395.41,1604.07,23.5,18.39,1,432.11,Balisée #4
764,575,2685.98,1356.94,25.4,24.31,1,617.41,Balisée #3
771,575,771.21,1668.42,16.28,20.07,1,326.6,Balisée #2
770,575,2961.11,1039.39,12.57,15.43,0,194.02,
900,575,1839.67,1638.82,15.66,14.71,0,230.3,
902,575,507.47,5.35,22.94,10.69,0,245.28,
904,575,812.3,1076.15,15.28,16.29,0,248.97,
863,575,1395.02,1603.32,23.13,17.95,1,415.15,Balisée #4
764,576,2688.97,1355.73,24.92,24.13,1,601.15,Balisée #3
771,576,771.96,1670.0,16.16,19.89,1,321.45,Balisée #2
770,576,2963.5,1036.71,13.11,16.24,0,212.98,
900,576,1839.06,1636.95,16.33,15.2,0,248.14,
902,576,510.26,5.58,23.6,11.16,0,263.27,
863,576,1394.46,1602.79,24.05,18.66,1,448.96,Balisée #4
764,577,2691.51,1353.81,24.65,24.42,1,601.94,Balisée #3
771,577,772.39,1671.89,16.08,19.82,1,318.74,Balisée #2
770,577,2966.31,1034.66,13.92,17.56,0,244.34,
900,577,1838.61,1635.47,16.37,15.03,0,246.03,
902,577,512.99,6.02,24.99,12.03,0,300.7,
863,577,1393.83,1602.29,23.67,18.26,1,432.21,Balisée #4
764,578,2694.07,1351.91,23.97,24.24,1,581.01,Balisée #3
771,578,773.55,1673.31,16.3,20.22,1,329.47,Balisée #2
770,578,2968.59,1030.27,14.12,18.11,0,255.6,
900,578,1838.41,1634.23,16.49,14.93,0,246.11,
902,578,515.84,6.65,26.94,13.3,0,358.34,
863,578,1392.84,1601.83,23.34,17.86,1,416.88,Balisée #4
764,579,2696.71,1350.44,23.82,24.6,1,585.85,Balisée #3
771,579,775.83,1675.07,16.48,20.48,1,337.48,Balisée #2
770,579,2970.79,1028.13,13.55,17.34,0,234.96,
900,579,1838.33,1633.27,16.87,15.11,0,254.92,
902,579,518.58,7.2,28.26,14.4,0,406.88,
863,579,1392.07,1601.63,24.32,18.53,1,450.7,Balisée #4
904,579,822.75,1075.96,15.31,15.98,0,244.62,
764,580,2699.14,1348.85,23.37,24.4,1,570.17,Balisée #3
771,580,777.99,1676.83,16.07,19.9,1,319.84,Balisée #2
770,580,2972.13,1026.76,12.77,15.9,0,202.96,
900,580,1837.96,1631.89,17.19,15.16,0,260.63,
902,580,521.31,7.83,28.72,15.06,0,432.39,
863,580,1391.22,1601.14,24.52,18.67,1,457.7,Balisée #4
764,581,2701.64,1347.89,22.82,24.05,1,548.8,Balisée #3
771,581,779.78,1678.57,16.63,20.67,1,343.64,Balisée #2
770,581,2977.4,1024.67,13.37,16.01,0,214.01,
900,581,1837.51,1630.8,17.83,15.48,0,275.97,
902,581,523.72,8.72,28.56,15.39,0,439.38,
863,581,1390.35,1600.91,24.09,18.33,1,441.61,Balisée #4
878,581,471.82,729.89,16.15,21.43,0,346.17,
904,581,827.94,1075.61,15.0,15.29,0,229.26,
764,582,2704.1,1346.85,22.58,24.07,1,543.43,Balisée #3
771,582,781.26,1681.5,16.23,20.16,1,327.28,Balisée #2
770,582,2980.02,1021.95,13.41,15.72,0,210.88,
900,582,1836.24,1629.08,19.29,16.92,0,326.39,
902,582,525.97,9.53,28.03,15.47,0,433.63,
863,582,1389.51,1600.58,24.5,18.6,1,455.8,Balisée #4
764,583,2706.38,1345.54,22.86,24.79,1,566.81,Balisée #3
771,583,782.42,1684.31,16.34,20.23,1,330.44,Balisée #2
770,583,2981.38,1019.71,13.9,16.26,0,226.02,
900,583,1835.31,1627.93,18.67,16.43,0,306.66,
902,583,529.62,11.06,27.2,15.4,0,418.81,
863,583,1388.7,1600.6,24.77,18.69,1,463.08,Balisée #4
764,584,2708.69,1344.37,22.65,24.96,1,565.34,Balisée #3
771,584,783.26,1686.22,16.14,19.86,1,320.7,Balisée #2
770,584,2982.47,1017.84,13.63,16.05,0,218.72,
900,584,1834.09,1627.03,18.27,16.04,0,293.09,
902,584,532.47,13.15,26.68,15.57,0,415.53,
863,584,1387.73,1601.0,24.15,18.1,1,437.18,Balisée #4
878,584,471.08,722.45,15.6,20.76,0,323.87,
764,585,2710.46,1343.35,22.4,24.94,1,558.68,Balisée #3
771,585,784.37,1688.06,15.83,19.35,1,306.38,Balisée #2
770,585,2984.24,1015.73,13.59,16.16,0,219.57,
900,585,1832.91,1626.0,18.0,15.8,0,284.4,
902,585,535.6,14.98,26.26,15.8,0,415.03,
863,585,1386.61,1601.62,24.2,18.05,1,436.87,Balisée #4
878,585,471.32,720.56,16.12,21.82,0,351.74,
764,586,2711.82,1341.91,22.11,24.54,1,542.57,Balisée #3
771,586,786.05,1689.82,15.84,19.24,1,304.77,Balisée #2
770,586,2986.16,1014.12,13.27,15.85,0,210.4,
900,586,1832.21,1625.15,17.33,15.17,0,262.92,
902,586,538.2,17.01,25.35,15.68,0,397.62,
863,586,1385.2,1602.22,24.55,18.25,1,447.85,Balisée #4
878,586,471.8,718.1,15.86,21.59,0,342.46,
764,587,2713.73,1340.58,22.25,24.85,1,552.9,Balisée #3
771,587,787.76,1692.28,16.1,19.44,1,313.08,Balisée #2
770,587,2987.8,1012.15,13.26,16.03,0,212.69,
900,587,1831.24,1624.43,17.51,15.32,0,268.33,
902,587,540.4,18.44,24.85,15.78,0,392.16,
863,587,1384.03,1602.48,24.92,18.48,1,460.52,Balisée #4
878,587,472.24,716.51,15.55,21.07,0,327.62,
767,587,842.29,1082.95,20.83,18.05,1,375.85,Balisée #1
764,588,2715.51,1339.01,22.34,25.3,1,565.29,Balisée #3
771,588,789.3,1695.03,16.22,19.24,1,312.04,Balisée #2
770,588,2990.23,1010.61,14.11,17.38,0,245.27,
900,588,1830.14,1623.5,17.8,15.59,0,277.46,
902,588,542.79,19.24,25.0,16.32,0,407.9,
863,588,1382.3,1602.8,24.68,18.24,1,450.25,Balisée #4
878,588,472.5,714.91,15.43,21.0,0,323.88,
764,589,2717.59,1338.06,22.32,25.62,1,571.65,Balisée #3
771,589,790.29,1697.56,16.43,19.02,1,312.51,Balisée #2
770,589,2992.77,1008.4,13.54,16.55,0,224.12,
900,589,1829.08,1622.27,17.59,15.43,0,271.35,
902,589,545.52,20.38,25.02,16.91,0,423.01,
863,589,1381.02,1603.0,24.37,17.96,1,437.73,Balisée #4
878,589,472.18,713.17,15.42,20.86,0,321.59,
764,590,2719.61,1337.29,22.0,25.41,1,559.03,Balisée #3
771,590,792.95,1699.97,16.46,18.49,1,304.32,Balisée #2
770,590,2994.48,1006.29,13.2,16.26,0,214.57,
900,590,1828.06,1621.12,18.11,15.92,0,288.4,
902,590,547.87,21.23,25.77,17.98,0,463.22,
863,590,1379.69,1603.7,24.78,18.38,1,455.46,Balisée #4
878,590,471.96,711.04,15.56,21.02,0,327.05,
764,591,2721.53,1336.36,22.01,25.5,1,561.38,Balisée #3
771,591,794.14,1701.81,17.17,19.0,1,326.13,Balisée #2
770,591,2996.33,1003.84,12.76,15.85,0,202.22,
900,591,1827.26,1619.92,18.17,16.02,0,291.11,
902,591,550.02,24.68,26.8,19.25,0,515.83,
863,591,1378.09,1604.16,24.93,18.54,1,462.23,Balisée #4
878,591,471.57,708.63,15.25,20.56,0,313.67,
764,592,2723.5,1335.28,22.21,25.86,1,574.26,Balisée #3
771,592,795.32,1702.98,18.25,20.26,1,369.8,Balisée #2
770,592,2998.73,1001.05,12.46,15.51,0,193.12,
900,592,1826.77,1618.46,17.76,15.61,0,277.24,
902,592,553.71,26.66,25.21,18.49,0,466.26,
878,592,471.76,705.94,15.46,20.99,0,324.58,
767,592,854.79,1083.57,19.42,16.85,1,327.3,Balisée #1
764,593,2725.33,1333.24,22.25,26.26,1,584.23,Balisée #3
771,593,796.67,1705.35,18.64,20.72,1,386.18,Balisée #2
770,593,3000.53,999.19,13.23,16.65,0,220.2,
900,593,1826.37,1616.83,18.37,16.13,0,296.25,
902,593,556.04,27.51,23.82,17.92,0,426.84,
767,593,857.01,1083.8,19.01,16.4,1,311.64,Balisée #1
764,594,2727.02,1330.77,22.39,26.82,1,600.4,Balisée #3
771,594,798.75,1706.74,17.93,19.82,1,355.46,Balisée #2
770,594,3003.62,995.85,13.06,16.04,0,209.45,
900,594,1826.13,1615.32,18.63,16.31,0,303.87,
902,594,559.01,28.14,22.21,16.98,0,377.07,
767,594,859.2,1083.43,19.69,17.15,1,337.63,Balisée #1
863,594,1375.47,1604.77,26.44,19.82,1,524.13,Balisée #4
878,594,473.59,701.5,15.42,20.97,0,323.25,
764,595,2728.87,1328.27,22.12,26.74,1,591.54,Balisée #3
771,595,801.39,1707.82,17.35,18.88,1,327.52,Balisée #2
770,595,3005.38,993.5,13.09,15.99,0,209.19,
900,595,1826.05,1613.62,18.94,16.57,0,313.7,
902,595,561.9,28.55,20.88,16.17,0,337.75,
878,595,474.97,699.42,15.13,20.52,0,310.58,
764,596,2730.9,1325.65,21.88,26.63,1,582.62,Balisée #3
771,596,804.02,1709.51,17.14,18.39,1,315.24,Balisée #2
770,596,3007.5,991.15,12.66,15.56,0,196.98,
900,596,1825.68,1611.73,19.54,17.05,0,333.16,
902,596,565.17,29.14,20.58,16.15,0,332.32,
878,596,475.78,697.58,15.19,20.46,0,310.85,
767,596,865.42,1083.1,20.39,17.8,1,362.96,Balisée #1
764,597,2733.15,1323.86,21.91,26.91,1,589.6,Balisée #3
771,597,806.46,1711.46,17.17,18.11,1,310.86,Balisée #2
770,597,3009.85,988.77,12.92,16.07,0,207.54,
900,597,1825.41,1610.64,20.6,17.99,0,370.64,
902,597,568.31,29.84,19.85,15.78,0,313.19,
878,597,476.27,694.61,15.33,20.44,0,313.31,
767,597,868.62,1083.14,20.26,17.73,1,359.19,Balisée #1
863,597,1373.67,1604.73,26.13,19.9,1,520.04,Balisée #4
764,598,2734.69,1321.9,21.82,26.92,1,587.19,Balisée #3
771,598,809.03,1712.57,17.01,17.67,1,300.5,Balisée #2
770,598,3011.87,987.16,13.19,16.7,0,220.37,
900,598,1825.29,1607.06,21.72,19.1,0,414.93,
902,598,571.52,30.74,19.76,15.86,0,313.38,
878,598,476.82,691.92,14.68,18.97,0,278.41,
767,598,872.24,1082.85,20.57,18.32,1,376.83,Balisée #1
764,599,2737.53,1320.14,21.67,26.93,1,583.66,Balisée #3
771,599,811.54,1713.39,17.01,17.42,1,296.4,Balisée #2
770,599,3014.31,985.86,14.23,18.39,0,261.67,
900,599,1825.28,1605.08,20.88,18.3,0,382.11,
902,599,574.24,31.99,19.56,15.61,0,305.33,
878,599,477.53,689.41,14.66,18.23,0,267.28,
767,599,875.36,1082.76,20.52,18.49,1,379.52,Balisée #1
764,600,2739.6,1318.8,21.51,27.03,1,581.32,Balisée #3
771,600,813.8,1714.4,16.35,16.3,1,266.47,Balisée #2
770,600,3016.27,981.68,13.47,17.62,0,237.31,
900,600,1825.21,1603.76,19.65,16.99,0,333.97,
902,600,578.19,33.06,19.56,15.7,0,307.12,
878,600,480.82,686.93,15.08,18.11,0,273.21,
767,600,878.51,1082.98,19.96,18.06,1,360.36,Balisée #1
764,601,2741.25,1317.17,20.68,26.06,1,539.08,Balisée #3
771,601,817.24,1715.31,17.16,16.83,1,288.77,Balisée #2
770,601,3017.78,978.8,12.4,16.33,0,202.53,
900,601,1823.1,1601.92,19.43,16.67,0,324.02,
902,601,581.48,33.89,18.67,15.05,0,280.96,
878,601,482.98,684.98,14.96,17.72,0,265.09,
767,601,881.32,1082.9,19.79,18.21,1,360.32,Balisée #1
863,601,1371.15,1605.53,26.84,20.94,1,562.0,Balisée #4
764,602,2743.07,1315.26,20.25,25.69,1,520.27,Balisée #3
771,602,820.2,1716.83,17.1,16.48,1,281.87,Balisée #2
770,602,3018.84,977.52,11.91,15.54,0,185.11,
900,602,1822.26,1600.22,19.07,16.23,0,309.57,
902,602,584.87,34.83,18.95,15.41,0,291.96,
878,602,484.44,683.17,15.01,17.72,0,265.99,
767,602,884.65,1082.61,20.17,18.8,1,379.16,Balisée #1
917,602,884.32,1077.39,17.35,18.78,0,325.92,
764,603,2744.23,1313.23,20.3,25.93,1,526.28,Balisée #3
771,603,822.84,1718.53,17.54,16.7,1,292.84,Balisée #2
770,603,3019.68,976.2,11.74,14.93,0,175.18,
900,603,1822.04,1599.1,18.77,15.8,0,296.53,
902,603,588.24,36.64,19.08,15.6,0,297.67,
878,603,485.87,682.03,14.53,16.95,0,246.26,
767,603,886.8,1082.74,20.01,18.54,1,371.01,Balisée #1
917,603,885.93,1077.6,17.8,19.2,0,341.82,
863,603,1370.26,1606.22,26.56,21.34,1,566.61,Balisée #4
764,604,2745.02,1311.11,20.0,25.68,1,513.62,Balisée #3
771,604,825.56,1720.19,17.55,16.53,1,290.09,Balisée #2
770,604,3020.54,974.4,11.44,13.85,0,158.49,
900,604,1821.72,1597.4,18.78,15.72,0,295.09,
902,604,592.12,38.75,19.05,15.68,0,298.63,
878,604,488.1,680.89,14.74,17.14,0,252.55,
767,604,890.61,1083.13,19.08,17.76,1,338.77,Balisée #1
764,605,2745.51,1308.67,19.76,25.39,1,501.68,Balisée #3
771,605,827.94,1721.49,18.2,16.98,1,309.03,Balisée #2
770,605,3021.03,971.96,11.58,13.31,0,154.21,
900,605,1821.27,1595.27,19.24,16.18,0,311.21,
902,605,595.62,40.89,18.58,15.45,0,287.12,
878,605,489.32,679.36,14.8,17.25,0,255.17,
767,605,893.99,1083.01,19.21,18.0,1,345.68,Balisée #1
764,606,2745.96,1306.96,19.54,25.0,1,488.55,Balisée #3
771,606,830.59,1722.98,18.12,16.76,1,303.73,Balisée #2
770,606,3021.38,970.33,12.08,13.22,0,159.69,
900,606,1820.55,1593.36,18.43,15.47,0,285.13,
902,606,598.99,42.97,18.53,15.45,0,286.31,
878,606,490.41,677.89,14.94,17.42,0,260.35,
767,606,897.49,1083.44,18.22,17.13,1,312.22,Balisée #1
863,606,1368.74,1608.79,26.55,21.93,1,582.22,Balisée #4
764,607,2746.88,1305.67,19.43,24.65,1,478.86,Balisée #3
771,607,833.44,1723.56,17.88,16.32,1,291.69,Balisée #2
770,607,3021.58,969.0,12.26,12.74,0,156.17,
900,607,1820.12,1591.74,18.43,15.54,0,286.45,
902,607,602.16,44.96,18.3,15.27,0,279.56,
878,607,491.94,676.19,14.98,17.47,0,261.69,
767,607,900.41,1083.79,17.44,16.43,1,286.57,Balisée #1
863,607,1367.51,1609.28,25.88,21.79,1,563.74,Balisée #4
764,608,2747.55,1304.65,19.62,24.76,1,485.71,Balisée #3
771,608,836.45,1724.6,18.8,17.09,1,321.33,Balisée #2
770,608,3021.56,968.14,12.98,12.98,0,168.45,
900,608,1819.12,1590.27,18.29,15.43,0,282.31,
902,608,605.45,46.65,18.09,15.16,0,274.29,
878,608,494.18,675.46,15.0,17.61,0,264.21,
767,608,902.81,1083.75,17.41,16.51,1,287.37,Balisée #1
863,608,1366.71,1610.08,25.74,22.22,1,571.72,Balisée #4
764,609,2748.42,1303.83,19.71,24.64,1,485.8,Balisée #3
771,609,839.36,1726.12,18.03,16.27,1,293.34,Balisée #2
770,609,3021.59,967.22,12.89,12.28,0,158.27,
900,609,1818.33,1589.01,18.09,15.23,0,275.47,
902,609,608.49,48.68,17.85,15.01,0,268.0,
878,609,496.48,675.16,15.75,18.64,0,293.66,
767,609,905.4,1083.89,17.18,16.23,1,278.89,Balisée #1
863,609,1366.03,1611.46,25.19,22.28,1,561.25,Balisée #4
764,610,2748.6,1302.31,19.54,24.13,1,471.56,Balisée #3
771,610,842.17,1727.62,18.87,16.92,1,319.31,Balisée #2
770,610,3021.38,966.5,13.17,12.1,0,159.3,
900,610,1817.52,1588.05,18.18,15.29,0,278.04,
902,610,611.81,51.14,19.07,16.19,0,308.82,
878,610,497.74,674.75,15.81,18.92,0,299.02,
767,610,907.91,1084.11,16.87,15.81,1,266.64,Balisée #1
863,610,1365.23,1612.7,25.16,22.75,1,572.45,Balisée #4
764,611,2748.83,1300.94,19.47,23.67,1,460.81,Balisée #3
771,611,844.99,1729.52,19.02,16.96,1,322.53,Balisée #2
770,611,3021.31,966.11,13.91,12.44,0,173.04,
900,611,1816.95,1587.47,18.65,15.81,0,294.88,
902,611,615.33,53.1,18.81,16.05,0,301.86,
878,611,499.51,674.22,16.29,19.67,0,320.36,
767,611,910.04,1084.4,16.62,15.27,1,253.81,Balisée #1
863,611,1364.27,1613.83,24.96,23.23,1,580.04,Balisée #4
764,612,2749.42,1299.2,19.75,23.78,1,469.59,Balisée #3
771,612,847.9,1730.71,18.45,16.36,1,301.81,Balisée #2
770,612,3021.6,965.98,15.0,13.11,0,196.63,
900,612,1816.2,1586.66,20.14,17.28,0,347.97,
902,612,619.7,55.84,18.2,15.61,0,283.99,
878,612,501.32,673.19,16.36,19.95,0,326.42,
767,612,914.3,1084.56,16.95,15.5,1,262.77,Balisée #1
863,612,1364.16,1614.98,24.28,23.03,1,559.02,Balisée #4
764,613,2750.06,1297.22,19.7,23.48,1,462.35,Balisée #3
771,613,851.31,1731.96,18.44,16.29,1,300.39,Balisée #2
770,613,3025.47,965.71,15.11,12.97,0,195.98,
900,613,1815.38,1586.04,21.16,18.49,0,391.43,
902,613,622.46,58.35,18.26,15.47,0,282.49,
878,613,503.2,672.15,16.27,20.06,0,326.28,
767,613,917.44,1085.97,16.47,14.84,1,244.43,Balisée #1
764,614,2750.43,1295.63,20.04,23.75,1,476.03,Balisée #3
771,614,854.56,1733.15,17.98,15.75,1,283.3,Balisée #2
770,614,3027.1,965.41,15.8,13.46,0,212.71,
900,614,1814.73,1582.39,20.68,18.31,0,378.6,
902,614,627.0,61.17,18.31,15.62,0,286.07,
878,614,505.42,671.03,16.44,20.47,0,336.51,
767,614,920.82,1087.41,16.21,14.5,1,235.01,Balisée #1
863,614,1364.39,1617.56,25.11,24.47,1,614.44,Balisée #4
764,615,2750.86,1295.01,20.12,23.57,1,474.22,Balisée #3
771,615,858.11,1734.81,18.36,16.0,1,293.71,Balisée #2
770,615,3027.79,965.05,16.13,13.7,0,221.12,
900,615,1814.1,1580.8,20.05,17.86,0,358.05,
902,615,630.71,63.58,17.83,15.26,0,272.03,
878,615,507.19,670.27,16.64,20.92,0,348.08,
767,615,923.99,1088.42,16.53,14.62,1,241.66,Balisée #1
863,615,1364.15,1619.46,24.51,24.56,1,602.17,Balisée #4
764,616,2751.13,1294.8,20.59,23.95,1,493.18,Balisée #3
771,616,861.4,1736.33,18.5,16.01,1,296.18,Balisée #2
770,616,3028.19,964.92,16.52,14.08,0,232.58,
900,616,1813.01,1579.99,19.24,17.15,0,329.96,
902,616,633.58,65.59,17.66,15.24,0,269.13,
878,616,509.15,670.13,16.88,21.47,0,362.43,
767,616,926.43,1089.39,17.15,15.05,1,258.04,Balisée #1
863,616,1363.54,1621.21,23.67,24.26,1,574.09,Balisée #4
764,617,2751.72,1294.26,20.76,24.04,1,499.12,Balisée #3
771,617,864.96,1737.79,18.06,15.27,1,275.87,Balisée #2
770,617,3028.06,964.33,17.81,15.3,0,272.48,
900,617,1812.03,1579.39,18.2,16.15,0,293.97,
902,617,636.7,67.82,18.15,15.76,0,286.13,
878,617,510.96,669.8,16.68,21.49,0,358.51,
767,617,928.75,1090.28,17.62,15.47,1,272.51,Balisée #1
863,617,1362.9,1622.35,23.67,24.75,1,585.83,Balisée #4
764,618,2751.69,1292.91,21.07,24.31,1,512.19,Balisée #3
771,618,867.34,1739.16,18.23,15.33,1,279.48,Balisée #2
770,618,3028.26,963.99,17.89,15.53,0,277.81,
900,618,1811.22,1579.18,17.89,15.74,0,281.61,
902,618,640.32,69.39,19.61,17.41,0,341.43,
878,618,512.27,669.07,16.82,21.91,0,368.44,
767,618,931.26,1091.28,17.47,15.2,1,265.58,Balisée #1
863,618,1362.58,1623.89,23.22,24.63,1,571.79,Balisée #4
764,619,2751.73,1291.27,21.13,24.33,1,514.2,Balisée #3
771,619,870.08,1740.56,17.99,14.98,1,269.45,Balisée #2
770,619,3028.66,963.58,18.27,16.17,0,295.4,
900,619,1810.54,1578.65,17.42,15.13,0,263.47,
902,619,644.02,73.49,20.14,18.24,0,367.23,
878,619,513.64,668.18,16.63,21.73,0,361.49,
767,619,934.03,1092.63,17.37,14.86,1,258.16,Balisée #1
863,619,1362.27,1625.37,22.89,24.83,1,568.45,Balisée #4
764,620,2751.56,1289.44,21.19,24.38,1,516.74,Balisée #3
